episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_share_0
100,100,8000,0.000e+00,0.000e+00,-1.483e+00,-1.483e+00,6.006e-01,0.000e+00,0.000e+00,-1.480e+00,-1.480e+00,6.006e-01
200,200,16000,0.000e+00,0.000e+00,-1.454e+00,-1.454e+00,6.146e-01,0.000e+00,0.000e+00,-1.504e+00,-1.504e+00,6.146e-01
300,300,24000,0.000e+00,0.000e+00,-1.459e+00,-1.459e+00,6.039e-01,0.000e+00,0.000e+00,-1.496e+00,-1.496e+00,6.039e-01
400,400,32000,0.000e+00,0.000e+00,-1.476e+00,-1.476e+00,6.075e-01,0.000e+00,0.000e+00,-1.501e+00,-1.501e+00,6.075e-01
500,500,40000,0.000e+00,0.000e+00,-1.454e+00,-1.454e+00,6.016e-01,0.000e+00,0.000e+00,-1.493e+00,-1.493e+00,6.016e-01
600,600,48000,0.000e+00,0.000e+00,-1.485e+00,-1.485e+00,6.121e-01,0.000e+00,0.000e+00,-1.476e+00,-1.476e+00,6.121e-01
700,700,56000,0.000e+00,0.000e+00,-1.471e+00,-1.471e+00,6.008e-01,0.000e+00,0.000e+00,-1.454e+00,-1.454e+00,6.008e-01
800,800,64000,0.000e+00,0.000e+00,-1.462e+00,-1.462e+00,5.622e-01,0.000e+00,0.000e+00,-1.459e+00,-1.459e+00,5.622e-01
900,900,72000,0.000e+00,0.000e+00,-1.438e+00,-1.438e+00,5.034e-01,0.000e+00,0.000e+00,-1.445e+00,-1.445e+00,5.034e-01
1000,1000,80000,0.000e+00,0.000e+00,-1.451e+00,-1.451e+00,5.272e-01,0.000e+00,0.000e+00,-1.435e+00,-1.435e+00,5.272e-01
1100,1100,88000,0.000e+00,0.000e+00,-1.427e+00,-1.427e+00,4.816e-01,0.000e+00,0.000e+00,-1.423e+00,-1.423e+00,4.816e-01
1200,1200,96000,0.000e+00,0.000e+00,-1.419e+00,-1.419e+00,4.149e-01,0.000e+00,0.000e+00,-1.365e+00,-1.365e+00,4.149e-01
1300,1300,104000,0.000e+00,0.000e+00,-1.460e+00,-1.460e+00,3.245e-01,0.000e+00,0.000e+00,-1.234e+00,-1.234e+00,3.245e-01
1400,1400,112000,0.000e+00,0.000e+00,-1.484e+00,-1.484e+00,1.923e-01,0.000e+00,0.000e+00,-1.066e+00,-1.066e+00,1.923e-01
1500,1500,120000,0.000e+00,0.000e+00,-1.479e+00,-1.479e+00,1.304e-01,0.000e+00,0.000e+00,-9.332e-01,-9.332e-01,1.304e-01
1600,1600,128000,0.000e+00,0.000e+00,-1.458e+00,-1.458e+00,9.750e-02,0.000e+00,0.000e+00,-8.680e-01,-8.680e-01,9.750e-02
1700,1700,136000,0.000e+00,0.000e+00,-1.333e+00,-1.333e+00,7.462e-02,0.000e+00,0.000e+00,-8.880e-01,-8.880e-01,7.462e-02
