episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_waste_cleared,A1_r_riverside,A1_r_beam,A1_r_cleared,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_waste_cleared,A2_r_riverside,A2_r_beam,A2_r_cleared,A2_share_0,A3_given,A3_received,A3_reward_env,A3_reward_total,A3_waste_cleared,A3_r_riverside,A3_r_beam,A3_r_cleared,A3_share_0,time,reward_env_total
1000,500,50000,0.00e+00,0.00e+00,7.20e-01,7.20e-01,7.40,0.00e+00,0.00e+00,0.00e+00,8.00e-01,0.00e+00,0.00e+00,1.49e+00,1.49e+00,2.10,0.00e+00,0.00e+00,0.00e+00,8.00e-01,0.00e+00,0.00e+00,1.55e+00,1.55e+00,0.70,0.00e+00,0.00e+00,0.00e+00,8.00e-01,306,3.76e+00
2000,1000,100000,0.00e+00,0.00e+00,4.10e-01,4.10e-01,5.00,0.00e+00,0.00e+00,0.00e+00,7.80e-01,0.00e+00,0.00e+00,1.17e+00,1.17e+00,1.10,0.00e+00,0.00e+00,0.00e+00,7.80e-01,0.00e+00,0.00e+00,1.21e+00,1.21e+00,1.20,0.00e+00,0.00e+00,0.00e+00,7.80e-01,607,2.79e+00
3000,1500,150000,0.00e+00,0.00e+00,4.70e-01,4.70e-01,7.90,0.00e+00,0.00e+00,0.00e+00,6.00e-01,0.00e+00,0.00e+00,1.28e+00,1.28e+00,1.50,0.00e+00,0.00e+00,0.00e+00,6.00e-01,0.00e+00,0.00e+00,1.57e+00,1.57e+00,0.80,0.00e+00,0.00e+00,0.00e+00,6.00e-01,906,3.33e+00
4000,2000,200000,0.00e+00,0.00e+00,6.70e-01,6.70e-01,5.20,0.00e+00,0.00e+00,0.00e+00,6.60e-01,0.00e+00,0.00e+00,9.09e-01,9.09e-01,2.80,0.00e+00,0.00e+00,0.00e+00,6.60e-01,0.00e+00,0.00e+00,1.73e+00,1.73e+00,0.00,0.00e+00,0.00e+00,0.00e+00,6.60e-01,1185,3.31e+00
5000,2500,250000,0.00e+00,0.00e+00,1.20e-01,1.20e-01,2.70,0.00e+00,0.00e+00,0.00e+00,8.20e-01,0.00e+00,0.00e+00,2.00e-01,2.00e-01,1.30,0.00e+00,0.00e+00,0.00e+00,8.20e-01,0.00e+00,0.00e+00,1.14e+00,1.14e+00,0.00,0.00e+00,0.00e+00,0.00e+00,8.20e-01,1464,1.46e+00
6000,3000,300000,0.00e+00,0.00e+00,2.30e-01,2.30e-01,6.20,0.00e+00,0.00e+00,0.00e+00,8.80e-01,0.00e+00,0.00e+00,8.87e-01,8.87e-01,1.20,0.00e+00,0.00e+00,0.00e+00,8.80e-01,0.00e+00,0.00e+00,1.83e+00,1.83e+00,1.00,0.00e+00,0.00e+00,0.00e+00,8.80e-01,1744,2.95e+00
7000,3500,350000,0.00e+00,0.00e+00,5.60e-01,5.60e-01,6.40,0.00e+00,0.00e+00,0.00e+00,7.40e-01,0.00e+00,0.00e+00,1.34e+00,1.34e+00,0.30,0.00e+00,0.00e+00,0.00e+00,7.40e-01,0.00e+00,0.00e+00,1.87e+00,1.87e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.40e-01,2022,3.77e+00
8000,4000,400000,0.00e+00,0.00e+00,7.80e-01,7.80e-01,5.40,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,1.18e+00,1.18e+00,1.50,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,1.43e+00,1.43e+00,0.20,0.00e+00,0.00e+00,0.00e+00,7.20e-01,2301,3.38e+00
9000,4500,450000,0.00e+00,0.00e+00,4.80e-01,4.80e-01,8.10,0.00e+00,0.00e+00,0.00e+00,7.00e-01,0.00e+00,0.00e+00,7.90e-01,7.90e-01,0.50,0.00e+00,0.00e+00,0.00e+00,7.00e-01,0.00e+00,0.00e+00,1.88e+00,1.88e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.00e-01,2578,3.15e+00
10000,5000,500000,0.00e+00,0.00e+00,6.10e-01,6.10e-01,5.60,0.00e+00,0.00e+00,0.00e+00,7.00e-01,0.00e+00,0.00e+00,1.29e+00,1.29e+00,1.00,0.00e+00,0.00e+00,0.00e+00,7.00e-01,0.00e+00,0.00e+00,1.74e+00,1.74e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.00e-01,2863,3.64e+00
11000,5500,550000,0.00e+00,0.00e+00,4.30e-01,4.30e-01,7.40,0.00e+00,0.00e+00,0.00e+00,7.60e-01,0.00e+00,0.00e+00,1.34e+00,1.34e+00,0.30,0.00e+00,0.00e+00,0.00e+00,7.60e-01,0.00e+00,0.00e+00,1.69e+00,1.69e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.60e-01,3140,3.46e+00
