episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_share_0
2000,2000,160000,0.000e+00,0.000e+00,-1.913e+00,-1.913e+00,9.829e-01,0.000e+00,0.000e+00,-1.996e+00,-1.996e+00,9.829e-01
2100,2100,168000,0.000e+00,0.000e+00,-1.948e+00,-1.948e+00,9.880e-01,0.000e+00,0.000e+00,-1.987e+00,-1.987e+00,9.880e-01
2200,2200,176000,0.000e+00,0.000e+00,-1.956e+00,-1.956e+00,9.883e-01,0.000e+00,0.000e+00,-1.999e+00,-1.999e+00,9.883e-01
2300,2300,184000,0.000e+00,0.000e+00,-1.979e+00,-1.979e+00,9.881e-01,0.000e+00,0.000e+00,-1.983e+00,-1.983e+00,9.881e-01
2400,2400,192000,0.000e+00,0.000e+00,-1.981e+00,-1.981e+00,9.758e-01,0.000e+00,0.000e+00,-1.987e+00,-1.987e+00,9.758e-01
2500,2500,200000,0.000e+00,0.000e+00,-1.986e+00,-1.986e+00,9.762e-01,0.000e+00,0.000e+00,-1.985e+00,-1.985e+00,9.762e-01
2600,2600,208000,0.000e+00,0.000e+00,-1.984e+00,-1.984e+00,9.751e-01,0.000e+00,0.000e+00,-1.988e+00,-1.988e+00,9.751e-01
2700,2700,216000,0.000e+00,0.000e+00,-1.994e+00,-1.994e+00,9.722e-01,0.000e+00,0.000e+00,-1.983e+00,-1.983e+00,9.722e-01
2800,2800,224000,0.000e+00,0.000e+00,-2.004e+00,-2.004e+00,9.836e-01,0.000e+00,0.000e+00,-1.980e+00,-1.980e+00,9.836e-01
2900,2900,232000,0.000e+00,0.000e+00,-1.999e+00,-1.999e+00,9.840e-01,0.000e+00,0.000e+00,-1.983e+00,-1.983e+00,9.840e-01
3000,3000,240000,0.000e+00,0.000e+00,-1.996e+00,-1.996e+00,9.707e-01,0.000e+00,0.000e+00,-1.989e+00,-1.989e+00,9.707e-01
3100,3100,248000,0.000e+00,0.000e+00,-1.996e+00,-1.996e+00,9.715e-01,0.000e+00,0.000e+00,-1.992e+00,-1.992e+00,9.715e-01
3200,3200,256000,0.000e+00,0.000e+00,-1.994e+00,-1.994e+00,9.556e-01,0.000e+00,0.000e+00,-1.993e+00,-1.993e+00,9.556e-01
3300,3300,264000,0.000e+00,0.000e+00,-1.993e+00,-1.993e+00,9.559e-01,0.000e+00,0.000e+00,-1.998e+00,-1.998e+00,9.559e-01
3400,3400,272000,0.000e+00,0.000e+00,-1.998e+00,-1.998e+00,9.794e-01,0.000e+00,0.000e+00,-1.994e+00,-1.994e+00,9.794e-01
3500,3500,280000,0.000e+00,0.000e+00,-1.997e+00,-1.997e+00,8.434e-01,0.000e+00,0.000e+00,-1.995e+00,-1.995e+00,8.434e-01
3600,3600,288000,0.000e+00,0.000e+00,-1.993e+00,-1.993e+00,8.139e-01,0.000e+00,0.000e+00,-1.997e+00,-1.997e+00,8.139e-01
3700,3700,296000,0.000e+00,0.000e+00,-1.999e+00,-1.999e+00,1.847e-01,0.000e+00,0.000e+00,-1.995e+00,-1.995e+00,1.847e-01
3800,3800,304000,0.000e+00,0.000e+00,-1.999e+00,-1.999e+00,2.308e-01,0.000e+00,0.000e+00,-1.989e+00,-1.989e+00,2.308e-01
3900,3900,312000,0.000e+00,0.000e+00,-2.006e+00,-2.006e+00,2.152e-01,0.000e+00,0.000e+00,-1.970e+00,-1.970e+00,2.152e-01
4000,4000,320000,0.000e+00,0.000e+00,-2.029e+00,-2.029e+00,2.134e-01,0.000e+00,0.000e+00,-1.911e+00,-1.911e+00,2.134e-01
4100,4100,328000,0.000e+00,0.000e+00,-2.045e+00,-2.045e+00,2.338e-01,0.000e+00,0.000e+00,-1.822e+00,-1.822e+00,2.338e-01
4200,4200,336000,0.000e+00,0.000e+00,-1.860e+00,-1.860e+00,4.038e-01,0.000e+00,0.000e+00,-1.748e+00,-1.748e+00,4.038e-01
4300,4300,344000,0.000e+00,0.000e+00,-1.250e+00,-1.250e+00,4.545e-01,0.000e+00,0.000e+00,-1.333e+00,-1.333e+00,4.545e-01
4400,4400,352000,0.000e+00,0.000e+00,-1.007e+00,-1.007e+00,2.362e-01,0.000e+00,0.000e+00,-1.118e+00,-1.118e+00,2.362e-01
4500,4500,360000,0.000e+00,0.000e+00,-1.005e+00,-1.005e+00,1.666e-01,0.000e+00,0.000e+00,-1.020e+00,-1.020e+00,1.666e-01
4600,4600,368000,0.000e+00,0.000e+00,-1.004e+00,-1.004e+00,1.544e-01,0.000e+00,0.000e+00,-1.012e+00,-1.012e+00,1.544e-01
4700,4700,376000,0.000e+00,0.000e+00,-1.007e+00,-1.007e+00,1.539e-01,0.000e+00,0.000e+00,-1.008e+00,-1.008e+00,1.539e-01
4800,4800,384000,0.000e+00,0.000e+00,-1.004e+00,-1.004e+00,1.638e-01,0.000e+00,0.000e+00,-1.005e+00,-1.005e+00,1.638e-01
4900,4900,392000,0.000e+00,0.000e+00,-1.008e+00,-1.008e+00,1.983e-01,0.000e+00,0.000e+00,-1.005e+00,-1.005e+00,1.983e-01
5000,5000,400000,0.000e+00,0.000e+00,-1.003e+00,-1.003e+00,2.177e-01,0.000e+00,0.000e+00,-1.009e+00,-1.009e+00,2.177e-01
5100,5100,408000,0.000e+00,0.000e+00,-1.022e+00,-1.022e+00,4.061e-01,0.000e+00,0.000e+00,-1.015e+00,-1.015e+00,4.061e-01
5200,5200,416000,0.000e+00,0.000e+00,-1.037e+00,-1.037e+00,3.737e-01,0.000e+00,0.000e+00,-1.016e+00,-1.016e+00,3.737e-01
5300,5300,424000,0.000e+00,0.000e+00,-1.070e+00,-1.070e+00,4.586e-01,0.000e+00,0.000e+00,-1.024e+00,-1.024e+00,4.586e-01
5400,5400,432000,0.000e+00,0.000e+00,-1.070e+00,-1.070e+00,4.792e-01,0.000e+00,0.000e+00,-1.023e+00,-1.023e+00,4.792e-01
5500,5500,440000,0.000e+00,0.000e+00,-1.152e+00,-1.152e+00,5.479e-01,0.000e+00,0.000e+00,-1.043e+00,-1.043e+00,5.479e-01
5600,5600,448000,0.000e+00,0.000e+00,-1.179e+00,-1.179e+00,5.557e-01,0.000e+00,0.000e+00,-1.084e+00,-1.084e+00,5.557e-01
5700,5700,456000,0.000e+00,0.000e+00,-1.176e+00,-1.176e+00,5.234e-01,0.000e+00,0.000e+00,-1.054e+00,-1.054e+00,5.234e-01
5800,5800,464000,0.000e+00,0.000e+00,-1.180e+00,-1.180e+00,4.447e-01,0.000e+00,0.000e+00,-1.036e+00,-1.036e+00,4.447e-01
5900,5900,472000,0.000e+00,0.000e+00,-1.181e+00,-1.181e+00,5.261e-01,0.000e+00,0.000e+00,-1.071e+00,-1.071e+00,5.261e-01
6000,6000,480000,0.000e+00,0.000e+00,-1.162e+00,-1.162e+00,5.176e-01,0.000e+00,0.000e+00,-1.079e+00,-1.079e+00,5.176e-01
6100,6100,488000,0.000e+00,0.000e+00,-1.130e+00,-1.130e+00,4.345e-01,0.000e+00,0.000e+00,-1.029e+00,-1.029e+00,4.345e-01
6200,6200,496000,0.000e+00,0.000e+00,-1.141e+00,-1.141e+00,4.546e-01,0.000e+00,0.000e+00,-1.045e+00,-1.045e+00,4.546e-01
6300,6300,504000,0.000e+00,0.000e+00,-1.136e+00,-1.136e+00,4.662e-01,0.000e+00,0.000e+00,-1.064e+00,-1.064e+00,4.662e-01
6400,6400,512000,0.000e+00,0.000e+00,-1.139e+00,-1.139e+00,4.853e-01,0.000e+00,0.000e+00,-1.051e+00,-1.051e+00,4.853e-01
6500,6500,520000,0.000e+00,0.000e+00,-1.131e+00,-1.131e+00,4.056e-01,0.000e+00,0.000e+00,-1.100e+00,-1.100e+00,4.056e-01
6600,6600,528000,0.000e+00,0.000e+00,-1.095e+00,-1.095e+00,4.614e-01,0.000e+00,0.000e+00,-1.077e+00,-1.077e+00,4.614e-01
6700,6700,536000,0.000e+00,0.000e+00,-1.072e+00,-1.072e+00,4.705e-01,0.000e+00,0.000e+00,-1.091e+00,-1.091e+00,4.705e-01
6800,6800,544000,0.000e+00,0.000e+00,-1.073e+00,-1.073e+00,4.789e-01,0.000e+00,0.000e+00,-1.115e+00,-1.115e+00,4.789e-01
6900,6900,552000,0.000e+00,0.000e+00,-1.088e+00,-1.088e+00,3.434e-01,0.000e+00,0.000e+00,-1.095e+00,-1.095e+00,3.434e-01
7000,7000,560000,0.000e+00,0.000e+00,-1.078e+00,-1.078e+00,4.525e-01,0.000e+00,0.000e+00,-1.099e+00,-1.099e+00,4.525e-01
7100,7100,568000,0.000e+00,0.000e+00,-1.096e+00,-1.096e+00,4.192e-01,0.000e+00,0.000e+00,-1.096e+00,-1.096e+00,4.192e-01
7200,7200,576000,0.000e+00,0.000e+00,-1.072e+00,-1.072e+00,3.988e-01,0.000e+00,0.000e+00,-1.089e+00,-1.089e+00,3.988e-01
7300,7300,584000,0.000e+00,0.000e+00,-1.070e+00,-1.070e+00,4.608e-01,0.000e+00,0.000e+00,-1.087e+00,-1.087e+00,4.608e-01
7400,7400,592000,0.000e+00,0.000e+00,-1.067e+00,-1.067e+00,4.579e-01,0.000e+00,0.000e+00,-1.082e+00,-1.082e+00,4.579e-01
7500,7500,600000,0.000e+00,0.000e+00,-1.070e+00,-1.070e+00,4.338e-01,0.000e+00,0.000e+00,-1.086e+00,-1.086e+00,4.338e-01
7600,7600,608000,0.000e+00,0.000e+00,-1.047e+00,-1.047e+00,4.498e-01,0.000e+00,0.000e+00,-1.078e+00,-1.078e+00,4.498e-01
7700,7700,616000,0.000e+00,0.000e+00,-1.078e+00,-1.078e+00,4.327e-01,0.000e+00,0.000e+00,-1.088e+00,-1.088e+00,4.327e-01
7800,7800,624000,0.000e+00,0.000e+00,-1.089e+00,-1.089e+00,4.654e-01,0.000e+00,0.000e+00,-1.097e+00,-1.097e+00,4.654e-01
7900,7900,632000,0.000e+00,0.000e+00,-1.070e+00,-1.070e+00,4.675e-01,0.000e+00,0.000e+00,-1.091e+00,-1.091e+00,4.675e-01
8000,8000,640000,0.000e+00,0.000e+00,-1.098e+00,-1.098e+00,4.554e-01,0.000e+00,0.000e+00,-1.083e+00,-1.083e+00,4.554e-01
8100,8100,648000,0.000e+00,0.000e+00,-1.083e+00,-1.083e+00,4.218e-01,0.000e+00,0.000e+00,-1.090e+00,-1.090e+00,4.218e-01
8200,8200,656000,0.000e+00,0.000e+00,-1.041e+00,-1.041e+00,4.221e-01,0.000e+00,0.000e+00,-1.087e+00,-1.087e+00,4.221e-01
8300,8300,664000,0.000e+00,0.000e+00,-1.056e+00,-1.056e+00,4.768e-01,0.000e+00,0.000e+00,-1.070e+00,-1.070e+00,4.768e-01
8400,8400,672000,0.000e+00,0.000e+00,-1.071e+00,-1.071e+00,4.647e-01,0.000e+00,0.000e+00,-1.077e+00,-1.077e+00,4.647e-01
8500,8500,680000,0.000e+00,0.000e+00,-1.069e+00,-1.069e+00,5.065e-01,0.000e+00,0.000e+00,-1.076e+00,-1.076e+00,5.065e-01
8600,8600,688000,0.000e+00,0.000e+00,-1.067e+00,-1.067e+00,3.931e-01,0.000e+00,0.000e+00,-1.080e+00,-1.080e+00,3.931e-01
8700,8700,696000,0.000e+00,0.000e+00,-1.078e+00,-1.078e+00,4.891e-01,0.000e+00,0.000e+00,-1.080e+00,-1.080e+00,4.891e-01
8800,8800,704000,0.000e+00,0.000e+00,-1.072e+00,-1.072e+00,4.393e-01,0.000e+00,0.000e+00,-1.079e+00,-1.079e+00,4.393e-01
8900,8900,712000,0.000e+00,0.000e+00,-1.053e+00,-1.053e+00,4.619e-01,0.000e+00,0.000e+00,-1.072e+00,-1.072e+00,4.619e-01
9000,9000,720000,0.000e+00,0.000e+00,-1.052e+00,-1.052e+00,4.645e-01,0.000e+00,0.000e+00,-1.090e+00,-1.090e+00,4.645e-01
9100,9100,728000,0.000e+00,0.000e+00,-1.065e+00,-1.065e+00,5.071e-01,0.000e+00,0.000e+00,-1.095e+00,-1.095e+00,5.071e-01
9200,9200,736000,0.000e+00,0.000e+00,-1.051e+00,-1.051e+00,5.312e-01,0.000e+00,0.000e+00,-1.082e+00,-1.082e+00,5.312e-01
9300,9300,744000,0.000e+00,0.000e+00,-1.092e+00,-1.092e+00,4.626e-01,0.000e+00,0.000e+00,-1.086e+00,-1.086e+00,4.626e-01
9400,9400,752000,0.000e+00,0.000e+00,-1.099e+00,-1.099e+00,4.671e-01,0.000e+00,0.000e+00,-1.083e+00,-1.083e+00,4.671e-01
9500,9500,760000,0.000e+00,0.000e+00,-1.081e+00,-1.081e+00,4.714e-01,0.000e+00,0.000e+00,-1.074e+00,-1.074e+00,4.714e-01
9600,9600,768000,0.000e+00,0.000e+00,-1.058e+00,-1.058e+00,4.776e-01,0.000e+00,0.000e+00,-1.079e+00,-1.079e+00,4.776e-01
9700,9700,776000,0.000e+00,0.000e+00,-1.088e+00,-1.088e+00,4.942e-01,0.000e+00,0.000e+00,-1.080e+00,-1.080e+00,4.942e-01
9800,9800,784000,0.000e+00,0.000e+00,-1.069e+00,-1.069e+00,4.506e-01,0.000e+00,0.000e+00,-1.075e+00,-1.075e+00,4.506e-01
9900,9900,792000,0.000e+00,0.000e+00,-1.070e+00,-1.070e+00,3.751e-01,0.000e+00,0.000e+00,-1.091e+00,-1.091e+00,3.751e-01
10000,10000,800000,0.000e+00,0.000e+00,-1.069e+00,-1.069e+00,4.879e-01,0.000e+00,0.000e+00,-1.084e+00,-1.084e+00,4.879e-01
10100,10100,808000,0.000e+00,0.000e+00,-1.052e+00,-1.052e+00,4.457e-01,0.000e+00,0.000e+00,-1.088e+00,-1.088e+00,4.457e-01
10200,10200,816000,0.000e+00,0.000e+00,-1.065e+00,-1.065e+00,4.800e-01,0.000e+00,0.000e+00,-1.079e+00,-1.079e+00,4.800e-01
10300,10300,824000,0.000e+00,0.000e+00,-1.067e+00,-1.067e+00,5.088e-01,0.000e+00,0.000e+00,-1.081e+00,-1.081e+00,5.088e-01
10400,10400,832000,0.000e+00,0.000e+00,-1.060e+00,-1.060e+00,4.907e-01,0.000e+00,0.000e+00,-1.088e+00,-1.088e+00,4.907e-01
10500,10500,840000,0.000e+00,0.000e+00,-1.080e+00,-1.080e+00,4.977e-01,0.000e+00,0.000e+00,-1.073e+00,-1.073e+00,4.977e-01
10600,10600,848000,0.000e+00,0.000e+00,-1.078e+00,-1.078e+00,4.814e-01,0.000e+00,0.000e+00,-1.081e+00,-1.081e+00,4.814e-01
10700,10700,856000,0.000e+00,0.000e+00,-1.075e+00,-1.075e+00,4.754e-01,0.000e+00,0.000e+00,-1.078e+00,-1.078e+00,4.754e-01
10800,10800,864000,0.000e+00,0.000e+00,-1.052e+00,-1.052e+00,5.344e-01,0.000e+00,0.000e+00,-1.081e+00,-1.081e+00,5.344e-01
10900,10900,872000,0.000e+00,0.000e+00,-1.079e+00,-1.079e+00,4.978e-01,0.000e+00,0.000e+00,-1.085e+00,-1.085e+00,4.978e-01
11000,11000,880000,0.000e+00,0.000e+00,-1.069e+00,-1.069e+00,4.773e-01,0.000e+00,0.000e+00,-1.083e+00,-1.083e+00,4.773e-01
11100,11100,888000,0.000e+00,0.000e+00,-1.066e+00,-1.066e+00,5.288e-01,0.000e+00,0.000e+00,-1.090e+00,-1.090e+00,5.288e-01
11200,11200,896000,0.000e+00,0.000e+00,-1.057e+00,-1.057e+00,4.821e-01,0.000e+00,0.000e+00,-1.103e+00,-1.103e+00,4.821e-01
11300,11300,904000,0.000e+00,0.000e+00,-1.065e+00,-1.065e+00,4.784e-01,0.000e+00,0.000e+00,-1.089e+00,-1.089e+00,4.784e-01
11400,11400,912000,0.000e+00,0.000e+00,-1.081e+00,-1.081e+00,4.483e-01,0.000e+00,0.000e+00,-1.092e+00,-1.092e+00,4.483e-01
11500,11500,920000,0.000e+00,0.000e+00,-1.064e+00,-1.064e+00,4.982e-01,0.000e+00,0.000e+00,-1.073e+00,-1.073e+00,4.982e-01
11600,11600,928000,0.000e+00,0.000e+00,-1.074e+00,-1.074e+00,4.891e-01,0.000e+00,0.000e+00,-1.074e+00,-1.074e+00,4.891e-01
11700,11700,936000,0.000e+00,0.000e+00,-1.080e+00,-1.080e+00,4.030e-01,0.000e+00,0.000e+00,-1.079e+00,-1.079e+00,4.030e-01
11800,11800,944000,0.000e+00,0.000e+00,-1.083e+00,-1.083e+00,4.268e-01,0.000e+00,0.000e+00,-1.078e+00,-1.078e+00,4.268e-01
11900,11900,952000,0.000e+00,0.000e+00,-1.094e+00,-1.094e+00,4.278e-01,0.000e+00,0.000e+00,-1.081e+00,-1.081e+00,4.278e-01
12000,12000,960000,0.000e+00,0.000e+00,-1.084e+00,-1.084e+00,4.633e-01,0.000e+00,0.000e+00,-1.078e+00,-1.078e+00,4.633e-01
12100,12100,968000,0.000e+00,0.000e+00,-1.076e+00,-1.076e+00,4.680e-01,0.000e+00,0.000e+00,-1.082e+00,-1.082e+00,4.680e-01
12200,12200,976000,0.000e+00,0.000e+00,-1.085e+00,-1.085e+00,4.339e-01,0.000e+00,0.000e+00,-1.089e+00,-1.089e+00,4.339e-01
12300,12300,984000,0.000e+00,0.000e+00,-1.077e+00,-1.077e+00,4.781e-01,0.000e+00,0.000e+00,-1.085e+00,-1.085e+00,4.781e-01
12400,12400,992000,0.000e+00,0.000e+00,-1.076e+00,-1.076e+00,4.678e-01,0.000e+00,0.000e+00,-1.082e+00,-1.082e+00,4.678e-01
12500,12500,1000000,0.000e+00,0.000e+00,-1.075e+00,-1.075e+00,4.816e-01,0.000e+00,0.000e+00,-1.080e+00,-1.080e+00,4.816e-01
12600,12600,1008000,0.000e+00,0.000e+00,-1.072e+00,-1.072e+00,4.613e-01,0.000e+00,0.000e+00,-1.092e+00,-1.092e+00,4.613e-01
12700,12700,1016000,0.000e+00,0.000e+00,-1.067e+00,-1.067e+00,4.824e-01,0.000e+00,0.000e+00,-1.088e+00,-1.088e+00,4.824e-01
12800,12800,1024000,0.000e+00,0.000e+00,-1.074e+00,-1.074e+00,5.056e-01,0.000e+00,0.000e+00,-1.090e+00,-1.090e+00,5.056e-01
12900,12900,1032000,0.000e+00,0.000e+00,-1.076e+00,-1.076e+00,4.409e-01,0.000e+00,0.000e+00,-1.087e+00,-1.087e+00,4.409e-01
13000,13000,1040000,0.000e+00,0.000e+00,-1.077e+00,-1.077e+00,3.608e-01,0.000e+00,0.000e+00,-1.085e+00,-1.085e+00,3.608e-01
13100,13100,1048000,0.000e+00,0.000e+00,-1.076e+00,-1.076e+00,4.451e-01,0.000e+00,0.000e+00,-1.095e+00,-1.095e+00,4.451e-01
13200,13200,1056000,0.000e+00,0.000e+00,-1.078e+00,-1.078e+00,3.943e-01,0.000e+00,0.000e+00,-1.087e+00,-1.087e+00,3.943e-01
13300,13300,1064000,0.000e+00,0.000e+00,-1.076e+00,-1.076e+00,3.825e-01,0.000e+00,0.000e+00,-1.084e+00,-1.084e+00,3.825e-01
13400,13400,1072000,0.000e+00,0.000e+00,-1.073e+00,-1.073e+00,4.569e-01,0.000e+00,0.000e+00,-1.086e+00,-1.086e+00,4.569e-01
13500,13500,1080000,0.000e+00,0.000e+00,-1.071e+00,-1.071e+00,4.288e-01,0.000e+00,0.000e+00,-1.086e+00,-1.086e+00,4.288e-01
13600,13600,1088000,0.000e+00,0.000e+00,-1.089e+00,-1.089e+00,4.238e-01,0.000e+00,0.000e+00,-1.086e+00,-1.086e+00,4.238e-01
13700,13700,1096000,0.000e+00,0.000e+00,-1.078e+00,-1.078e+00,4.375e-01,0.000e+00,0.000e+00,-1.075e+00,-1.075e+00,4.375e-01
13800,13800,1104000,0.000e+00,0.000e+00,-1.082e+00,-1.082e+00,4.199e-01,0.000e+00,0.000e+00,-1.075e+00,-1.075e+00,4.199e-01
13900,13900,1112000,0.000e+00,0.000e+00,-1.080e+00,-1.080e+00,4.189e-01,0.000e+00,0.000e+00,-1.086e+00,-1.086e+00,4.189e-01
14000,14000,1120000,0.000e+00,0.000e+00,-1.093e+00,-1.093e+00,4.397e-01,0.000e+00,0.000e+00,-1.090e+00,-1.090e+00,4.397e-01
14100,14100,1128000,0.000e+00,0.000e+00,-1.084e+00,-1.084e+00,4.373e-01,0.000e+00,0.000e+00,-1.076e+00,-1.076e+00,4.373e-01
14200,14200,1136000,0.000e+00,0.000e+00,-1.072e+00,-1.072e+00,4.029e-01,0.000e+00,0.000e+00,-1.078e+00,-1.078e+00,4.029e-01
14300,14300,1144000,0.000e+00,0.000e+00,-1.076e+00,-1.076e+00,3.722e-01,0.000e+00,0.000e+00,-1.079e+00,-1.079e+00,3.722e-01
14400,14400,1152000,0.000e+00,0.000e+00,-1.077e+00,-1.077e+00,3.679e-01,0.000e+00,0.000e+00,-1.085e+00,-1.085e+00,3.679e-01
14500,14500,1160000,0.000e+00,0.000e+00,-1.079e+00,-1.079e+00,4.405e-01,0.000e+00,0.000e+00,-1.077e+00,-1.077e+00,4.405e-01
14600,14600,1168000,0.000e+00,0.000e+00,-1.085e+00,-1.085e+00,4.261e-01,0.000e+00,0.000e+00,-1.081e+00,-1.081e+00,4.261e-01
14700,14700,1176000,0.000e+00,0.000e+00,-1.087e+00,-1.087e+00,4.329e-01,0.000e+00,0.000e+00,-1.082e+00,-1.082e+00,4.329e-01
14800,14800,1184000,0.000e+00,0.000e+00,-1.091e+00,-1.091e+00,3.848e-01,0.000e+00,0.000e+00,-1.080e+00,-1.080e+00,3.848e-01
14900,14900,1192000,0.000e+00,0.000e+00,-1.080e+00,-1.080e+00,3.977e-01,0.000e+00,0.000e+00,-1.071e+00,-1.071e+00,3.977e-01
15000,15000,1200000,0.000e+00,0.000e+00,-1.062e+00,-1.062e+00,3.968e-01,0.000e+00,0.000e+00,-1.076e+00,-1.076e+00,3.968e-01
15100,15100,1208000,0.000e+00,0.000e+00,-1.064e+00,-1.064e+00,4.133e-01,0.000e+00,0.000e+00,-1.076e+00,-1.076e+00,4.133e-01
15200,15200,1216000,0.000e+00,0.000e+00,-1.076e+00,-1.076e+00,3.976e-01,0.000e+00,0.000e+00,-1.080e+00,-1.080e+00,3.976e-01
15300,15300,1224000,0.000e+00,0.000e+00,-1.075e+00,-1.075e+00,4.019e-01,0.000e+00,0.000e+00,-1.080e+00,-1.080e+00,4.019e-01
15400,15400,1232000,0.000e+00,0.000e+00,-1.086e+00,-1.086e+00,4.095e-01,0.000e+00,0.000e+00,-1.088e+00,-1.088e+00,4.095e-01
15500,15500,1240000,0.000e+00,0.000e+00,-1.071e+00,-1.071e+00,4.140e-01,0.000e+00,0.000e+00,-1.084e+00,-1.084e+00,4.140e-01
15600,15600,1248000,0.000e+00,0.000e+00,-1.076e+00,-1.076e+00,3.828e-01,0.000e+00,0.000e+00,-1.084e+00,-1.084e+00,3.828e-01
15700,15700,1256000,0.000e+00,0.000e+00,-1.072e+00,-1.072e+00,4.316e-01,0.000e+00,0.000e+00,-1.080e+00,-1.080e+00,4.316e-01
15800,15800,1264000,0.000e+00,0.000e+00,-1.082e+00,-1.082e+00,3.736e-01,0.000e+00,0.000e+00,-1.087e+00,-1.087e+00,3.736e-01
15900,15900,1272000,0.000e+00,0.000e+00,-1.086e+00,-1.086e+00,4.131e-01,0.000e+00,0.000e+00,-1.083e+00,-1.083e+00,4.131e-01
16000,16000,1280000,0.000e+00,0.000e+00,-1.082e+00,-1.082e+00,4.003e-01,0.000e+00,0.000e+00,-1.087e+00,-1.087e+00,4.003e-01
16100,16100,1288000,0.000e+00,0.000e+00,-1.081e+00,-1.081e+00,4.367e-01,0.000e+00,0.000e+00,-1.094e+00,-1.094e+00,4.367e-01
16200,16200,1296000,0.000e+00,0.000e+00,-1.080e+00,-1.080e+00,4.430e-01,0.000e+00,0.000e+00,-1.083e+00,-1.083e+00,4.430e-01
16300,16300,1304000,0.000e+00,0.000e+00,-1.082e+00,-1.082e+00,4.520e-01,0.000e+00,0.000e+00,-1.083e+00,-1.083e+00,4.520e-01
16400,16400,1312000,0.000e+00,0.000e+00,-1.090e+00,-1.090e+00,4.523e-01,0.000e+00,0.000e+00,-1.080e+00,-1.080e+00,4.523e-01
16500,16500,1320000,0.000e+00,0.000e+00,-1.098e+00,-1.098e+00,3.977e-01,0.000e+00,0.000e+00,-1.083e+00,-1.083e+00,3.977e-01
16600,16600,1328000,0.000e+00,0.000e+00,-1.079e+00,-1.079e+00,4.557e-01,0.000e+00,0.000e+00,-1.083e+00,-1.083e+00,4.557e-01
