episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_waste_cleared,A1_r_riverside,A1_r_beam,A1_r_cleared,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_waste_cleared,A2_r_riverside,A2_r_beam,A2_r_cleared,A2_share_0,time,reward_env_total
11000,5500,550000,0.00e+00,0.00e+00,4.80e-01,4.80e-01,4.50,0.00e+00,0.00e+00,0.00e+00,1.40e-01,0.00e+00,0.00e+00,1.39e+00,1.39e+00,0.10,0.00e+00,0.00e+00,0.00e+00,1.40e-01,2203,1.87e+00
12000,6000,600000,0.00e+00,0.00e+00,8.80e-01,8.80e-01,5.40,0.00e+00,0.00e+00,0.00e+00,2.60e-01,0.00e+00,0.00e+00,1.56e+00,1.56e+00,0.20,0.00e+00,0.00e+00,0.00e+00,2.60e-01,2398,2.44e+00
13000,6500,650000,0.00e+00,0.00e+00,7.80e-01,7.80e-01,4.70,0.00e+00,0.00e+00,0.00e+00,3.20e-01,0.00e+00,0.00e+00,1.31e+00,1.31e+00,0.30,0.00e+00,0.00e+00,0.00e+00,3.20e-01,2594,2.09e+00
14000,7000,700000,0.00e+00,0.00e+00,5.20e-01,5.20e-01,5.10,0.00e+00,0.00e+00,0.00e+00,1.20e-01,0.00e+00,0.00e+00,1.72e+00,1.72e+00,0.70,0.00e+00,0.00e+00,0.00e+00,1.20e-01,2790,2.24e+00
15000,7500,750000,0.00e+00,0.00e+00,5.00e-01,5.00e-01,5.10,0.00e+00,0.00e+00,0.00e+00,2.80e-01,0.00e+00,0.00e+00,1.32e+00,1.32e+00,0.10,0.00e+00,0.00e+00,0.00e+00,2.80e-01,2986,1.82e+00
16000,8000,800000,0.00e+00,0.00e+00,4.40e-01,4.40e-01,6.90,0.00e+00,0.00e+00,0.00e+00,2.60e-01,0.00e+00,0.00e+00,1.69e+00,1.69e+00,0.10,0.00e+00,0.00e+00,0.00e+00,2.60e-01,3182,2.13e+00
17000,8500,850000,0.00e+00,0.00e+00,7.00e-01,7.00e-01,8.00,0.00e+00,0.00e+00,0.00e+00,2.80e-01,0.00e+00,0.00e+00,2.58e+00,2.58e+00,0.30,0.00e+00,0.00e+00,0.00e+00,2.80e-01,3379,3.28e+00
18000,9000,900000,0.00e+00,0.00e+00,7.00e-01,7.00e-01,5.80,0.00e+00,0.00e+00,0.00e+00,4.60e-01,0.00e+00,0.00e+00,1.56e+00,1.56e+00,0.00,0.00e+00,0.00e+00,0.00e+00,4.60e-01,3591,2.26e+00
19000,9500,950000,0.00e+00,0.00e+00,6.00e-01,6.00e-01,6.30,0.00e+00,0.00e+00,0.00e+00,3.80e-01,0.00e+00,0.00e+00,1.50e+00,1.50e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3.80e-01,3790,2.10e+00
20000,10000,1000000,0.00e+00,0.00e+00,1.02e+00,1.02e+00,8.70,0.00e+00,0.00e+00,0.00e+00,3.20e-01,0.00e+00,0.00e+00,2.31e+00,2.31e+00,0.80,0.00e+00,0.00e+00,0.00e+00,3.20e-01,3985,3.33e+00
21000,10500,1050000,0.00e+00,0.00e+00,6.00e-02,6.00e-02,4.90,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,1.25e+00,1.25e+00,0.10,0.00e+00,0.00e+00,0.00e+00,2.00e-01,4180,1.31e+00
22000,11000,1100000,0.00e+00,0.00e+00,1.00e+00,1.00e+00,6.60,0.00e+00,0.00e+00,0.00e+00,3.20e-01,0.00e+00,0.00e+00,2.80e+00,2.80e+00,0.30,0.00e+00,0.00e+00,0.00e+00,3.20e-01,4377,3.80e+00
23000,11500,1150000,0.00e+00,0.00e+00,9.80e-01,9.80e-01,6.70,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,1.64e+00,1.64e+00,0.30,0.00e+00,0.00e+00,0.00e+00,4.00e-01,4575,2.62e+00
24000,12000,1200000,0.00e+00,0.00e+00,7.60e-01,7.60e-01,8.20,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,3.38e+00,3.38e+00,0.10,0.00e+00,0.00e+00,0.00e+00,3.00e-01,4774,4.14e+00
25000,12500,1250000,0.00e+00,0.00e+00,1.24e+00,1.24e+00,9.20,0.00e+00,0.00e+00,0.00e+00,3.60e-01,0.00e+00,0.00e+00,3.66e+00,3.66e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3.60e-01,4973,4.90e+00
26000,13000,1300000,0.00e+00,0.00e+00,5.20e-01,5.20e-01,8.30,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,1.98e+00,1.98e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,5171,2.50e+00
27000,13500,1350000,0.00e+00,0.00e+00,5.40e-01,5.40e-01,8.20,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,1.67e+00,1.67e+00,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,5369,2.21e+00
28000,14000,1400000,0.00e+00,0.00e+00,1.02e+00,1.02e+00,8.80,0.00e+00,0.00e+00,0.00e+00,3.60e-01,0.00e+00,0.00e+00,2.16e+00,2.16e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3.60e-01,5567,3.18e+00
29000,14500,1450000,0.00e+00,0.00e+00,6.80e-01,6.80e-01,9.40,0.00e+00,0.00e+00,0.00e+00,2.40e-01,0.00e+00,0.00e+00,3.69e+00,3.69e+00,0.00,0.00e+00,0.00e+00,0.00e+00,2.40e-01,5765,4.37e+00
30000,15000,1500000,0.00e+00,0.00e+00,1.08e+00,1.08e+00,10.80,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,3.93e+00,3.93e+00,0.30,0.00e+00,0.00e+00,0.00e+00,2.00e-01,5964,5.01e+00
31000,15500,1550000,0.00e+00,0.00e+00,2.00e-01,2.00e-01,7.00,0.00e+00,0.00e+00,0.00e+00,2.40e-01,0.00e+00,0.00e+00,1.79e+00,1.79e+00,0.00,0.00e+00,0.00e+00,0.00e+00,2.40e-01,6161,1.99e+00
32000,16000,1600000,0.00e+00,0.00e+00,7.20e-01,7.20e-01,8.20,0.00e+00,0.00e+00,0.00e+00,3.20e-01,0.00e+00,0.00e+00,3.80e+00,3.80e+00,0.10,0.00e+00,0.00e+00,0.00e+00,3.20e-01,6360,4.52e+00
33000,16500,1650000,0.00e+00,0.00e+00,1.04e+00,1.04e+00,8.70,0.00e+00,0.00e+00,0.00e+00,2.20e-01,0.00e+00,0.00e+00,3.92e+00,3.92e+00,0.00,0.00e+00,0.00e+00,0.00e+00,2.20e-01,6558,4.96e+00
34000,17000,1700000,0.00e+00,0.00e+00,1.10e+00,1.10e+00,8.00,0.00e+00,0.00e+00,0.00e+00,4.20e-01,0.00e+00,0.00e+00,3.28e+00,3.28e+00,0.00,0.00e+00,0.00e+00,0.00e+00,4.20e-01,6756,4.38e+00
35000,17500,1750000,0.00e+00,0.00e+00,1.40e+00,1.40e+00,12.20,0.00e+00,0.00e+00,0.00e+00,2.40e-01,0.00e+00,0.00e+00,4.53e+00,4.53e+00,0.00,0.00e+00,0.00e+00,0.00e+00,2.40e-01,6955,5.93e+00
36000,18000,1800000,0.00e+00,0.00e+00,9.20e-01,9.20e-01,7.90,0.00e+00,0.00e+00,0.00e+00,3.80e-01,0.00e+00,0.00e+00,3.24e+00,3.24e+00,0.10,0.00e+00,0.00e+00,0.00e+00,3.80e-01,7154,4.16e+00
37000,18500,1850000,0.00e+00,0.00e+00,2.38e+00,2.38e+00,10.70,0.00e+00,0.00e+00,0.00e+00,4.60e-01,0.00e+00,0.00e+00,3.99e+00,3.99e+00,0.10,0.00e+00,0.00e+00,0.00e+00,4.60e-01,7353,6.37e+00
38000,19000,1900000,0.00e+00,0.00e+00,1.64e+00,1.64e+00,13.50,0.00e+00,0.00e+00,0.00e+00,2.80e-01,0.00e+00,0.00e+00,4.75e+00,4.75e+00,0.00,0.00e+00,0.00e+00,0.00e+00,2.80e-01,7551,6.39e+00
39000,19500,1950000,0.00e+00,0.00e+00,1.32e+00,1.32e+00,9.90,0.00e+00,0.00e+00,0.00e+00,4.40e-01,0.00e+00,0.00e+00,2.62e+00,2.62e+00,0.00,0.00e+00,0.00e+00,0.00e+00,4.40e-01,7749,3.94e+00
40000,20000,2000000,0.00e+00,0.00e+00,6.60e-01,6.60e-01,8.90,0.00e+00,0.00e+00,0.00e+00,2.40e-01,0.00e+00,0.00e+00,3.48e+00,3.48e+00,0.00,0.00e+00,0.00e+00,0.00e+00,2.40e-01,7948,4.14e+00
41000,20500,2050000,0.00e+00,0.00e+00,3.16e+00,3.16e+00,13.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,5.56e+00,5.56e+00,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,8147,8.72e+00
42000,21000,2100000,0.00e+00,0.00e+00,9.40e-01,9.40e-01,10.60,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,4.99e+00,4.99e+00,0.10,0.00e+00,0.00e+00,0.00e+00,2.00e-01,8346,5.93e+00
43000,21500,2150000,0.00e+00,0.00e+00,8.40e-01,8.40e-01,13.50,0.00e+00,0.00e+00,0.00e+00,2.20e-01,0.00e+00,0.00e+00,5.34e+00,5.34e+00,0.10,0.00e+00,0.00e+00,0.00e+00,2.20e-01,8545,6.18e+00
44000,22000,2200000,0.00e+00,0.00e+00,1.34e+00,1.34e+00,9.30,0.00e+00,0.00e+00,0.00e+00,3.60e-01,0.00e+00,0.00e+00,4.51e+00,4.51e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3.60e-01,8744,5.85e+00
45000,22500,2250000,0.00e+00,0.00e+00,2.00e+00,2.00e+00,12.60,0.00e+00,0.00e+00,0.00e+00,3.80e-01,0.00e+00,0.00e+00,5.15e+00,5.15e+00,0.10,0.00e+00,0.00e+00,0.00e+00,3.80e-01,8943,7.15e+00
46000,23000,2300000,0.00e+00,0.00e+00,6.60e-01,6.60e-01,12.10,0.00e+00,0.00e+00,0.00e+00,1.20e-01,0.00e+00,0.00e+00,4.56e+00,4.56e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.20e-01,9143,5.22e+00
47000,23500,2350000,0.00e+00,0.00e+00,1.18e+00,1.18e+00,9.30,0.00e+00,0.00e+00,0.00e+00,2.60e-01,0.00e+00,0.00e+00,5.05e+00,5.05e+00,0.00,0.00e+00,0.00e+00,0.00e+00,2.60e-01,9342,6.23e+00
48000,24000,2400000,0.00e+00,0.00e+00,1.06e+00,1.06e+00,13.30,0.00e+00,0.00e+00,0.00e+00,2.20e-01,0.00e+00,0.00e+00,5.72e+00,5.72e+00,0.10,0.00e+00,0.00e+00,0.00e+00,2.20e-01,9540,6.78e+00
49000,24500,2450000,0.00e+00,0.00e+00,1.12e+00,1.12e+00,13.70,0.00e+00,0.00e+00,0.00e+00,2.60e-01,0.00e+00,0.00e+00,6.45e+00,6.45e+00,0.00,0.00e+00,0.00e+00,0.00e+00,2.60e-01,9740,7.57e+00
50000,25000,2500000,0.00e+00,0.00e+00,8.40e-01,8.40e-01,14.40,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,7.40e+00,7.40e+00,0.10,0.00e+00,0.00e+00,0.00e+00,2.00e-01,9935,8.24e+00
