episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_waste_cleared,A1_r_riverside,A1_r_beam,A1_r_cleared,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_waste_cleared,A2_r_riverside,A2_r_beam,A2_r_cleared,A2_share_0,A3_given,A3_received,A3_reward_env,A3_reward_total,A3_waste_cleared,A3_r_riverside,A3_r_beam,A3_r_cleared,A3_share_0,time,reward_env_total
22000,11000,1100000,7.48e-07,7.07e-07,3.00e-01,3.00e-01,3.40,4.09e-08,1.19e-07,8.60e-09,1.00e+00,9.90e-07,6.07e-07,6.00e-01,6.00e-01,0.10,4.30e-09,8.42e-08,9.44e-10,1.00e+00,3.72e-07,7.95e-07,1.30e+00,1.30e+00,0.00,0.00e+00,8.27e-08,0.00e+00,1.00e+00,10331,2.20e+00
23000,11500,1150000,5.62e-07,5.02e-07,3.00e-01,3.00e-01,2.30,1.30e-07,1.45e-07,5.71e-08,1.00e+00,6.52e-07,4.55e-07,1.20e+00,1.20e+00,0.60,1.06e-08,6.85e-08,3.38e-09,1.00e+00,3.02e-07,5.60e-07,9.00e-01,9.00e-01,0.00,0.00e+00,8.64e-08,0.00e+00,1.00e+00,10796,2.40e+00
24000,12000,1200000,4.30e-07,5.69e-07,2.00e-01,2.00e-01,4.00,1.80e-07,1.31e-07,2.35e-08,1.00e+00,8.55e-07,3.56e-07,1.70e+00,1.70e+00,0.30,4.45e-09,4.97e-08,1.12e-09,1.00e+00,2.41e-07,6.01e-07,1.10e+00,1.10e+00,0.00,0.00e+00,1.14e-07,0.00e+00,1.00e+00,11260,3.00e+00
25000,12500,1250000,4.05e-07,3.88e-07,5.00e-01,5.00e-01,4.50,1.42e-07,9.30e-08,5.40e-08,1.00e+00,5.40e-07,3.64e-07,8.00e-01,8.00e-01,0.10,2.16e-08,4.20e-08,9.13e-10,1.00e+00,2.67e-07,4.60e-07,1.40e+00,1.40e+00,0.10,7.75e-10,1.07e-07,2.50e-10,1.00e+00,11724,2.70e+00
26000,13000,1300000,3.63e-07,3.59e-07,2.00e-01,2.00e-01,2.30,1.44e-07,7.80e-08,5.23e-08,1.00e+00,5.13e-07,3.18e-07,1.00e+00,1.00e+00,0.80,4.30e-08,5.96e-08,5.05e-09,1.00e+00,2.12e-07,4.11e-07,6.00e-01,6.00e-01,0.00,7.90e-10,8.37e-08,0.00e+00,1.00e+00,12189,1.80e+00
27000,13500,1350000,2.96e-07,2.88e-07,0.00e+00,-8.29e-09,3.20,1.09e-07,6.75e-08,2.74e-08,1.00e+00,3.64e-07,3.07e-07,9.00e-01,9.00e-01,0.00,4.40e-09,4.22e-08,0.00e+00,1.00e+00,2.45e-07,3.09e-07,1.20e+00,1.20e+00,0.00,0.00e+00,5.53e-08,0.00e+00,1.00e+00,12653,2.10e+00
28000,14000,1400000,2.48e-07,3.38e-07,4.00e-01,4.00e-01,2.90,4.76e-08,1.05e-07,7.25e-09,1.00e+00,5.46e-07,2.41e-07,9.00e-01,9.00e-01,0.20,1.08e-08,3.62e-08,1.44e-09,1.00e+00,1.75e-07,3.89e-07,1.50e+00,1.50e+00,0.20,4.73e-09,1.04e-07,2.06e-09,1.00e+00,13118,2.80e+00
29000,14500,1450000,1.88e-07,2.52e-07,3.00e-01,3.00e-01,1.10,4.75e-08,5.71e-08,4.07e-09,1.00e+00,3.47e-07,1.88e-07,9.00e-01,9.00e-01,0.00,2.75e-09,2.93e-08,0.00e+00,1.00e+00,1.58e-07,2.53e-07,8.00e-01,8.00e-01,0.00,7.26e-10,4.21e-08,0.00e+00,1.00e+00,13583,2.00e+00
30000,15000,1500000,2.04e-07,2.33e-07,4.00e-01,4.00e-01,1.30,9.62e-08,5.06e-08,3.20e-08,1.00e+00,3.25e-07,1.91e-07,8.00e-01,8.00e-01,0.00,4.04e-09,2.93e-08,0.00e+00,1.00e+00,1.45e-07,2.51e-07,1.70e+00,1.70e+00,0.00,0.00e+00,4.54e-08,0.00e+00,1.00e+00,14049,2.90e+00
31000,15500,1550000,1.45e-07,1.73e-07,3.00e-01,3.00e-01,3.60,5.50e-08,2.98e-08,9.95e-09,1.00e+00,2.46e-07,1.41e-07,9.00e-01,9.00e-01,0.50,4.84e-09,1.82e-08,5.01e-10,1.00e+00,1.07e-07,1.84e-07,1.20e+00,1.20e+00,0.30,6.60e-10,3.96e-08,1.04e-10,1.00e+00,14513,2.40e+00
32000,16000,1600000,1.40e-07,3.25e-07,1.00e-01,1.00e-01,3.00,1.34e-07,3.84e-08,7.93e-09,1.00e+00,5.12e-07,1.44e-07,1.00e+00,1.00e+00,0.20,1.77e-09,2.23e-08,3.44e-10,1.00e+00,1.18e-07,3.02e-07,1.00e+00,1.00e+00,0.00,0.00e+00,4.45e-08,0.00e+00,1.00e+00,14977,2.10e+00
33000,16500,1650000,1.01e-07,1.27e-07,1.00e-01,1.00e-01,4.60,5.20e-08,2.16e-08,5.11e-09,1.00e+00,1.50e-07,1.06e-07,1.60e+00,1.60e+00,0.00,8.59e-10,1.41e-08,0.00e+00,1.00e+00,9.91e-08,1.17e-07,1.40e+00,1.40e+00,0.00,0.00e+00,2.41e-08,0.00e+00,1.00e+00,15443,3.10e+00
34000,17000,1700000,8.67e-08,8.12e-08,2.00e-01,2.00e-01,2.40,4.01e-08,1.88e-08,5.98e-09,1.00e+00,9.33e-08,8.40e-08,1.40e+00,1.40e+00,0.00,3.97e-10,1.56e-08,0.00e+00,1.00e+00,6.83e-08,8.31e-08,1.10e+00,1.10e+00,0.10,9.15e-10,1.28e-08,1.03e-10,1.00e+00,15908,2.70e+00
35000,17500,1750000,9.27e-08,8.73e-08,3.00e-01,3.00e-01,2.50,1.68e-08,1.38e-08,6.99e-09,1.00e+00,9.88e-08,8.57e-08,1.40e+00,1.40e+00,0.70,4.91e-09,1.26e-08,1.15e-09,1.00e+00,7.12e-08,8.97e-08,9.00e-01,9.00e-01,0.20,1.80e-09,1.45e-08,3.82e-10,1.00e+00,16375,2.60e+00
36000,18000,1800000,6.85e-08,8.39e-08,1.00e-01,1.00e-01,3.10,3.69e-08,2.09e-08,1.57e-08,1.00e+00,1.19e-07,6.34e-08,1.20e+00,1.20e+00,0.10,9.24e-10,9.68e-09,2.55e-10,1.00e+00,5.07e-08,9.07e-08,1.20e+00,1.20e+00,0.00,0.00e+00,3.01e-08,0.00e+00,1.00e+00,16840,2.50e+00
37000,18500,1850000,6.92e-08,7.64e-08,3.00e-01,3.00e-01,1.20,3.28e-08,7.49e-09,1.23e-09,1.00e+00,9.51e-08,6.60e-08,4.00e-01,4.00e-01,0.60,4.18e-09,8.63e-09,8.64e-10,1.00e+00,5.50e-08,7.68e-08,2.00e-01,2.00e-01,0.00,0.00e+00,1.50e-08,0.00e+00,1.00e+00,17305,9.00e-01
38000,19000,1900000,5.71e-08,8.68e-08,5.00e-01,5.00e-01,3.50,1.43e-08,2.41e-08,3.93e-09,1.00e+00,1.15e-07,5.64e-08,7.00e-01,7.00e-01,0.00,5.40e-10,5.75e-09,0.00e+00,1.00e+00,5.00e-08,7.90e-08,7.00e-01,7.00e-01,0.00,0.00e+00,1.70e-08,0.00e+00,1.00e+00,17770,1.90e+00
39000,19500,1950000,4.43e-08,6.26e-08,6.00e-01,6.00e-01,2.50,6.15e-09,2.61e-08,8.77e-10,1.00e+00,8.13e-08,4.04e-08,6.00e-01,6.00e-01,2.20,6.23e-09,7.95e-09,1.68e-09,1.00e+00,3.67e-08,5.93e-08,1.90e+00,1.90e+00,0.00,0.00e+00,1.42e-08,0.00e+00,1.00e+00,18235,3.10e+00
40000,20000,2000000,3.78e-08,5.96e-08,3.00e-01,3.00e-01,5.10,3.69e-08,1.46e-08,1.11e-08,1.00e+00,7.60e-08,3.49e-08,1.50e+00,1.50e+00,0.00,6.50e-11,4.74e-09,0.00e+00,1.00e+00,3.42e-08,5.35e-08,7.00e-01,7.00e-01,0.00,0.00e+00,8.69e-09,0.00e+00,1.00e+00,18700,2.50e+00
41000,20500,2050000,4.12e-08,3.94e-08,6.00e-01,6.00e-01,2.60,4.19e-09,5.32e-09,7.20e-10,1.00e+00,4.74e-08,3.30e-08,1.70e+00,1.70e+00,1.50,1.96e-09,6.00e-09,4.96e-10,1.00e+00,2.74e-08,4.35e-08,1.40e+00,1.40e+00,0.00,6.58e-12,6.79e-09,0.00e+00,1.00e+00,19163,3.70e+00
42000,21000,2100000,3.37e-08,3.64e-08,0.00e+00,2.65e-09,2.10,6.95e-09,7.83e-09,1.39e-09,1.00e+00,3.86e-08,3.16e-08,7.00e-01,7.00e-01,0.00,4.91e-10,3.84e-09,0.00e+00,1.00e+00,3.08e-08,3.52e-08,1.00e+00,1.00e+00,0.00,0.00e+00,7.89e-09,0.00e+00,1.00e+00,19628,1.70e+00
43000,21500,2150000,3.02e-08,4.21e-08,0.00e+00,1.19e-08,2.90,1.77e-08,8.01e-09,1.94e-09,1.00e+00,5.30e-08,2.94e-08,9.00e-01,9.00e-01,0.00,5.13e-10,3.01e-09,0.00e+00,1.00e+00,2.86e-08,4.03e-08,8.00e-01,8.00e-01,0.00,0.00e+00,9.01e-09,0.00e+00,1.00e+00,20093,1.70e+00
44000,22000,2200000,3.38e-08,3.26e-08,2.00e-01,2.00e-01,0.80,2.28e-09,7.57e-09,1.68e-10,1.00e+00,3.38e-08,2.98e-08,8.00e-01,8.00e-01,0.00,0.00e+00,3.46e-09,0.00e+00,1.00e+00,2.71e-08,3.23e-08,0.00e+00,5.21e-09,0.00,0.00e+00,6.16e-09,0.00e+00,1.00e+00,20558,1.00e+00
45000,22500,2250000,2.46e-08,4.15e-08,4.00e-01,4.00e-01,2.70,9.13e-09,5.09e-09,4.59e-10,1.00e+00,5.85e-08,2.34e-08,1.00e+00,1.00e+00,0.60,1.72e-09,3.46e-09,2.85e-10,1.00e+00,2.33e-08,4.14e-08,1.20e+00,1.20e+00,0.00,2.27e-11,1.34e-08,0.00e+00,1.00e+00,21022,2.60e+00
46000,23000,2300000,2.58e-08,2.65e-08,6.00e-01,6.00e-01,4.20,5.20e-09,6.43e-09,1.04e-09,1.00e+00,2.39e-08,2.58e-08,1.20e+00,1.20e+00,0.40,5.12e-10,5.05e-09,1.97e-10,1.00e+00,2.60e-08,2.35e-08,1.60e+00,1.60e+00,0.00,0.00e+00,3.34e-09,0.00e+00,1.00e+00,21486,3.40e+00
47000,23500,2350000,2.47e-08,3.09e-08,2.00e-01,2.00e-01,2.00,5.73e-09,7.11e-09,5.90e-10,1.00e+00,3.79e-08,2.37e-08,8.00e-01,8.00e-01,0.20,5.60e-10,3.56e-09,1.04e-10,1.00e+00,2.15e-08,2.95e-08,1.00e+00,1.00e+00,0.00,0.00e+00,5.52e-09,0.00e+00,1.00e+00,21950,2.00e+00
48000,24000,2400000,2.54e-08,1.96e-08,1.00e-01,1.00e-01,2.80,3.98e-09,3.80e-09,7.48e-10,1.00e+00,1.54e-08,2.45e-08,1.20e+00,1.20e+00,0.10,3.03e-10,3.04e-09,6.88e-11,1.00e+00,2.21e-08,1.88e-08,1.30e+00,1.30e+00,0.10,8.18e-10,2.83e-09,1.29e-10,1.00e+00,22414,2.60e+00
49000,24500,2450000,2.08e-08,2.57e-08,3.00e-01,3.00e-01,2.70,4.47e-09,2.94e-09,5.67e-10,1.00e+00,2.79e-08,2.14e-08,1.00e+00,1.00e+00,1.50,3.64e-09,2.66e-09,5.07e-10,1.00e+00,2.15e-08,2.32e-08,2.20e+00,2.20e+00,0.00,1.36e-11,3.86e-09,0.00e+00,1.00e+00,22878,3.50e+00
50000,25000,2500000,2.03e-08,2.54e-08,0.00e+00,5.07e-09,3.10,9.76e-09,4.36e-09,1.00e-09,1.00e+00,2.55e-08,2.06e-08,1.00e+00,1.00e+00,0.50,7.31e-10,2.70e-09,1.20e-10,1.00e+00,2.23e-08,2.21e-08,9.00e-01,9.00e-01,0.00,0.00e+00,4.99e-09,0.00e+00,1.00e+00,23342,1.90e+00
