episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_share_0
100,100,8000,0.000e+00,0.000e+00,-1.486e+00,-1.486e+00,5.840e-01,0.000e+00,0.000e+00,-1.484e+00,-1.484e+00,5.840e-01
200,200,16000,0.000e+00,0.000e+00,-1.474e+00,-1.474e+00,5.931e-01,0.000e+00,0.000e+00,-1.518e+00,-1.518e+00,5.931e-01
300,300,24000,0.000e+00,0.000e+00,-1.473e+00,-1.473e+00,6.086e-01,0.000e+00,0.000e+00,-1.494e+00,-1.494e+00,6.086e-01
400,400,32000,0.000e+00,0.000e+00,-1.496e+00,-1.496e+00,5.554e-01,0.000e+00,0.000e+00,-1.476e+00,-1.476e+00,5.554e-01
500,500,40000,0.000e+00,0.000e+00,-1.454e+00,-1.454e+00,5.846e-01,0.000e+00,0.000e+00,-1.489e+00,-1.489e+00,5.846e-01
600,600,48000,0.000e+00,0.000e+00,-1.463e+00,-1.463e+00,5.851e-01,0.000e+00,0.000e+00,-1.488e+00,-1.488e+00,5.851e-01
700,700,56000,0.000e+00,0.000e+00,-1.477e+00,-1.477e+00,5.744e-01,0.000e+00,0.000e+00,-1.456e+00,-1.456e+00,5.744e-01
800,800,64000,0.000e+00,0.000e+00,-1.445e+00,-1.445e+00,5.767e-01,0.000e+00,0.000e+00,-1.431e+00,-1.431e+00,5.767e-01
900,900,72000,0.000e+00,0.000e+00,-1.427e+00,-1.427e+00,5.865e-01,0.000e+00,0.000e+00,-1.462e+00,-1.462e+00,5.865e-01
1000,1000,80000,0.000e+00,0.000e+00,-1.395e+00,-1.395e+00,5.095e-01,0.000e+00,0.000e+00,-1.462e+00,-1.462e+00,5.095e-01
1100,1100,88000,0.000e+00,0.000e+00,-1.360e+00,-1.360e+00,4.959e-01,0.000e+00,0.000e+00,-1.427e+00,-1.427e+00,4.959e-01
1200,1200,96000,0.000e+00,0.000e+00,-1.277e+00,-1.277e+00,4.521e-01,0.000e+00,0.000e+00,-1.446e+00,-1.446e+00,4.521e-01
1300,1300,104000,0.000e+00,0.000e+00,-1.214e+00,-1.214e+00,3.849e-01,0.000e+00,0.000e+00,-1.418e+00,-1.418e+00,3.849e-01
1400,1400,112000,0.000e+00,0.000e+00,-1.023e+00,-1.023e+00,2.453e-01,0.000e+00,0.000e+00,-1.479e+00,-1.479e+00,2.453e-01
1500,1500,120000,0.000e+00,0.000e+00,-9.181e-01,-9.181e-01,1.769e-01,0.000e+00,0.000e+00,-1.489e+00,-1.489e+00,1.769e-01
1600,1600,128000,0.000e+00,0.000e+00,-8.742e-01,-8.742e-01,1.324e-01,0.000e+00,0.000e+00,-1.449e+00,-1.449e+00,1.324e-01
1700,1700,136000,0.000e+00,0.000e+00,-8.941e-01,-8.941e-01,1.061e-01,0.000e+00,0.000e+00,-1.331e+00,-1.331e+00,1.061e-01
1800,1800,144000,0.000e+00,0.000e+00,-8.976e-01,-8.976e-01,7.550e-02,0.000e+00,0.000e+00,-1.269e+00,-1.269e+00,7.550e-02
1900,1900,152000,0.000e+00,0.000e+00,-9.418e-01,-9.418e-01,7.425e-02,0.000e+00,0.000e+00,-1.164e+00,-1.164e+00,7.425e-02
2000,2000,160000,0.000e+00,0.000e+00,-9.717e-01,-9.717e-01,6.950e-02,0.000e+00,0.000e+00,-1.099e+00,-1.099e+00,6.950e-02
2100,2100,168000,0.000e+00,0.000e+00,-9.856e-01,-9.856e-01,6.325e-02,0.000e+00,0.000e+00,-1.054e+00,-1.054e+00,6.325e-02
2200,2200,176000,0.000e+00,0.000e+00,-9.974e-01,-9.974e-01,5.375e-02,0.000e+00,0.000e+00,-1.025e+00,-1.025e+00,5.375e-02
2300,2300,184000,0.000e+00,0.000e+00,-9.975e-01,-9.975e-01,5.462e-02,0.000e+00,0.000e+00,-1.015e+00,-1.015e+00,5.462e-02
2400,2400,192000,0.000e+00,0.000e+00,-9.971e-01,-9.971e-01,4.763e-02,0.000e+00,0.000e+00,-1.014e+00,-1.014e+00,4.763e-02
2500,2500,200000,0.000e+00,0.000e+00,-1.000e+00,-1.000e+00,3.875e-02,0.000e+00,0.000e+00,-1.010e+00,-1.010e+00,3.875e-02
2600,2600,208000,0.000e+00,0.000e+00,-9.972e-01,-9.972e-01,5.175e-02,0.000e+00,0.000e+00,-1.009e+00,-1.009e+00,5.175e-02
2700,2700,216000,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,5.700e-02,0.000e+00,0.000e+00,-1.006e+00,-1.006e+00,5.700e-02
2800,2800,224000,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,4.437e-02,0.000e+00,0.000e+00,-1.005e+00,-1.005e+00,4.437e-02
2900,2900,232000,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,3.963e-02,0.000e+00,0.000e+00,-1.005e+00,-1.005e+00,3.963e-02
3000,3000,240000,0.000e+00,0.000e+00,-1.000e+00,-1.000e+00,5.075e-02,0.000e+00,0.000e+00,-1.003e+00,-1.003e+00,5.075e-02
3100,3100,248000,0.000e+00,0.000e+00,-1.002e+00,-1.002e+00,5.337e-02,0.000e+00,0.000e+00,-1.002e+00,-1.002e+00,5.337e-02
3200,3200,256000,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,3.438e-02,0.000e+00,0.000e+00,-1.002e+00,-1.002e+00,3.438e-02
3300,3300,264000,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,4.875e-02,0.000e+00,0.000e+00,-1.002e+00,-1.002e+00,4.875e-02
3400,3400,272000,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,5.425e-02,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,5.425e-02
3500,3500,280000,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,4.375e-02,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,4.375e-02
3600,3600,288000,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,4.875e-02,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,4.875e-02
3700,3700,296000,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,4.238e-02,0.000e+00,0.000e+00,-1.003e+00,-1.003e+00,4.238e-02
3800,3800,304000,0.000e+00,0.000e+00,-1.003e+00,-1.003e+00,4.900e-02,0.000e+00,0.000e+00,-9.994e-01,-9.994e-01,4.900e-02
3900,3900,312000,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,5.500e-02,0.000e+00,0.000e+00,-1.002e+00,-1.002e+00,5.500e-02
4000,4000,320000,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,5.262e-02,0.000e+00,0.000e+00,-1.002e+00,-1.002e+00,5.262e-02
4100,4100,328000,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,5.975e-02,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,5.975e-02
4200,4200,336000,0.000e+00,0.000e+00,-1.002e+00,-1.002e+00,5.850e-02,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,5.850e-02
4300,4300,344000,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,7.375e-02,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,7.375e-02
4400,4400,352000,0.000e+00,0.000e+00,-1.002e+00,-1.002e+00,8.538e-02,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,8.538e-02
4500,4500,360000,0.000e+00,0.000e+00,-1.002e+00,-1.002e+00,6.663e-02,0.000e+00,0.000e+00,-1.000e+00,-1.000e+00,6.663e-02
4600,4600,368000,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,7.863e-02,0.000e+00,0.000e+00,-1.004e+00,-1.004e+00,7.863e-02
4700,4700,376000,0.000e+00,0.000e+00,-1.005e+00,-1.005e+00,6.587e-02,0.000e+00,0.000e+00,-9.991e-01,-9.991e-01,6.587e-02
4800,4800,384000,0.000e+00,0.000e+00,-1.006e+00,-1.006e+00,8.850e-02,0.000e+00,0.000e+00,-1.002e+00,-1.002e+00,8.850e-02
4900,4900,392000,0.000e+00,0.000e+00,-1.010e+00,-1.010e+00,1.219e-01,0.000e+00,0.000e+00,-1.004e+00,-1.004e+00,1.219e-01
5000,5000,400000,0.000e+00,0.000e+00,-1.008e+00,-1.008e+00,2.070e-01,0.000e+00,0.000e+00,-1.022e+00,-1.022e+00,2.070e-01
5100,5100,408000,0.000e+00,0.000e+00,-1.014e+00,-1.014e+00,2.632e-01,0.000e+00,0.000e+00,-1.042e+00,-1.042e+00,2.632e-01
5200,5200,416000,0.000e+00,0.000e+00,-1.005e+00,-1.005e+00,2.642e-01,0.000e+00,0.000e+00,-1.068e+00,-1.068e+00,2.642e-01
5300,5300,424000,0.000e+00,0.000e+00,-9.939e-01,-9.939e-01,2.268e-01,0.000e+00,0.000e+00,-1.074e+00,-1.074e+00,2.268e-01
5400,5400,432000,0.000e+00,0.000e+00,-9.654e-01,-9.654e-01,2.875e-01,0.000e+00,0.000e+00,-1.122e+00,-1.122e+00,2.875e-01
5500,5500,440000,0.000e+00,0.000e+00,-9.421e-01,-9.421e-01,2.910e-01,0.000e+00,0.000e+00,-1.169e+00,-1.169e+00,2.910e-01
5600,5600,448000,0.000e+00,0.000e+00,-8.125e-01,-8.125e-01,3.826e-01,0.000e+00,0.000e+00,-1.420e+00,-1.420e+00,3.826e-01
5700,5700,456000,0.000e+00,0.000e+00,-3.496e-01,-3.496e-01,7.918e-01,0.000e+00,0.000e+00,-2.377e+00,-2.377e+00,7.918e-01
5800,5800,464000,0.000e+00,0.000e+00,-4.778e-01,-4.778e-01,9.784e-01,0.000e+00,0.000e+00,-2.677e+00,-2.677e+00,9.784e-01
5900,5900,472000,0.000e+00,0.000e+00,-7.954e-01,-7.954e-01,9.948e-01,0.000e+00,0.000e+00,-2.557e+00,-2.557e+00,9.948e-01
6000,6000,480000,0.000e+00,0.000e+00,-1.323e+00,-1.323e+00,9.988e-01,0.000e+00,0.000e+00,-2.305e+00,-2.305e+00,9.988e-01
6100,6100,488000,0.000e+00,0.000e+00,-1.842e+00,-1.842e+00,9.999e-01,0.000e+00,0.000e+00,-2.059e+00,-2.059e+00,9.999e-01
6200,6200,496000,0.000e+00,0.000e+00,-1.962e+00,-1.962e+00,1.000e+00,0.000e+00,0.000e+00,-2.004e+00,-2.004e+00,1.000e+00
6300,6300,504000,0.000e+00,0.000e+00,-1.991e+00,-1.991e+00,9.994e-01,0.000e+00,0.000e+00,-1.979e+00,-1.979e+00,9.994e-01
6400,6400,512000,0.000e+00,0.000e+00,-1.991e+00,-1.991e+00,1.000e+00,0.000e+00,0.000e+00,-1.994e+00,-1.994e+00,1.000e+00
6500,6500,520000,0.000e+00,0.000e+00,-1.994e+00,-1.994e+00,1.000e+00,0.000e+00,0.000e+00,-1.991e+00,-1.991e+00,1.000e+00
6600,6600,528000,0.000e+00,0.000e+00,-1.991e+00,-1.991e+00,1.000e+00,0.000e+00,0.000e+00,-1.998e+00,-1.998e+00,1.000e+00
6700,6700,536000,0.000e+00,0.000e+00,-1.993e+00,-1.993e+00,1.000e+00,0.000e+00,0.000e+00,-1.994e+00,-1.994e+00,1.000e+00
6800,6800,544000,0.000e+00,0.000e+00,-1.999e+00,-1.999e+00,1.000e+00,0.000e+00,0.000e+00,-1.991e+00,-1.991e+00,1.000e+00
6900,6900,552000,0.000e+00,0.000e+00,-1.994e+00,-1.994e+00,1.000e+00,0.000e+00,0.000e+00,-1.994e+00,-1.994e+00,1.000e+00
7000,7000,560000,0.000e+00,0.000e+00,-1.998e+00,-1.998e+00,1.000e+00,0.000e+00,0.000e+00,-1.994e+00,-1.994e+00,1.000e+00
7100,7100,568000,0.000e+00,0.000e+00,-2.003e+00,-2.003e+00,1.000e+00,0.000e+00,0.000e+00,-1.991e+00,-1.991e+00,1.000e+00
7200,7200,576000,0.000e+00,0.000e+00,-1.999e+00,-1.999e+00,1.000e+00,0.000e+00,0.000e+00,-1.992e+00,-1.992e+00,1.000e+00
7300,7300,584000,0.000e+00,0.000e+00,-1.998e+00,-1.998e+00,1.000e+00,0.000e+00,0.000e+00,-1.993e+00,-1.993e+00,1.000e+00
7400,7400,592000,0.000e+00,0.000e+00,-1.999e+00,-1.999e+00,1.000e+00,0.000e+00,0.000e+00,-1.993e+00,-1.993e+00,1.000e+00
7500,7500,600000,0.000e+00,0.000e+00,-1.991e+00,-1.991e+00,1.000e+00,0.000e+00,0.000e+00,-2.003e+00,-2.003e+00,1.000e+00
7600,7600,608000,0.000e+00,0.000e+00,-1.991e+00,-1.991e+00,1.000e+00,0.000e+00,0.000e+00,-2.001e+00,-2.001e+00,1.000e+00
7700,7700,616000,0.000e+00,0.000e+00,-1.990e+00,-1.990e+00,1.000e+00,0.000e+00,0.000e+00,-2.002e+00,-2.002e+00,1.000e+00
7800,7800,624000,0.000e+00,0.000e+00,-1.991e+00,-1.991e+00,1.000e+00,0.000e+00,0.000e+00,-2.002e+00,-2.002e+00,1.000e+00
7900,7900,632000,0.000e+00,0.000e+00,-1.992e+00,-1.992e+00,1.000e+00,0.000e+00,0.000e+00,-2.000e+00,-2.000e+00,1.000e+00
8000,8000,640000,0.000e+00,0.000e+00,-2.000e+00,-2.000e+00,1.000e+00,0.000e+00,0.000e+00,-1.997e+00,-1.997e+00,1.000e+00
8100,8100,648000,0.000e+00,0.000e+00,-1.995e+00,-1.995e+00,1.000e+00,0.000e+00,0.000e+00,-2.000e+00,-2.000e+00,1.000e+00
8200,8200,656000,0.000e+00,0.000e+00,-1.994e+00,-1.994e+00,1.000e+00,0.000e+00,0.000e+00,-2.002e+00,-2.002e+00,1.000e+00
8300,8300,664000,0.000e+00,0.000e+00,-1.997e+00,-1.997e+00,1.000e+00,0.000e+00,0.000e+00,-2.000e+00,-2.000e+00,1.000e+00
8400,8400,672000,0.000e+00,0.000e+00,-1.996e+00,-1.996e+00,1.000e+00,0.000e+00,0.000e+00,-2.000e+00,-2.000e+00,1.000e+00
8500,8500,680000,0.000e+00,0.000e+00,-1.995e+00,-1.995e+00,9.988e-01,0.000e+00,0.000e+00,-1.999e+00,-1.999e+00,9.988e-01
8600,8600,688000,0.000e+00,0.000e+00,-1.993e+00,-1.993e+00,1.000e+00,0.000e+00,0.000e+00,-2.002e+00,-2.002e+00,1.000e+00
8700,8700,696000,0.000e+00,0.000e+00,-1.998e+00,-1.998e+00,1.000e+00,0.000e+00,0.000e+00,-1.995e+00,-1.995e+00,1.000e+00
8800,8800,704000,0.000e+00,0.000e+00,-1.995e+00,-1.995e+00,1.000e+00,0.000e+00,0.000e+00,-1.999e+00,-1.999e+00,1.000e+00
8900,8900,712000,0.000e+00,0.000e+00,-1.997e+00,-1.997e+00,9.989e-01,0.000e+00,0.000e+00,-1.998e+00,-1.998e+00,9.989e-01
9000,9000,720000,0.000e+00,0.000e+00,-1.988e+00,-1.988e+00,1.000e+00,0.000e+00,0.000e+00,-2.002e+00,-2.002e+00,1.000e+00
9100,9100,728000,0.000e+00,0.000e+00,-1.997e+00,-1.997e+00,9.992e-01,0.000e+00,0.000e+00,-1.998e+00,-1.998e+00,9.992e-01
9200,9200,736000,0.000e+00,0.000e+00,-1.989e+00,-1.989e+00,9.989e-01,0.000e+00,0.000e+00,-2.001e+00,-2.001e+00,9.989e-01
9300,9300,744000,0.000e+00,0.000e+00,-1.988e+00,-1.988e+00,9.955e-01,0.000e+00,0.000e+00,-2.001e+00,-2.001e+00,9.955e-01
9400,9400,752000,0.000e+00,0.000e+00,-1.981e+00,-1.981e+00,9.988e-01,0.000e+00,0.000e+00,-2.006e+00,-2.006e+00,9.988e-01
9500,9500,760000,0.000e+00,0.000e+00,-1.989e+00,-1.989e+00,9.969e-01,0.000e+00,0.000e+00,-2.001e+00,-2.001e+00,9.969e-01
9600,9600,768000,0.000e+00,0.000e+00,-1.991e+00,-1.991e+00,9.922e-01,0.000e+00,0.000e+00,-2.000e+00,-2.000e+00,9.922e-01
9700,9700,776000,0.000e+00,0.000e+00,-1.996e+00,-1.996e+00,9.921e-01,0.000e+00,0.000e+00,-1.990e+00,-1.990e+00,9.921e-01
9800,9800,784000,0.000e+00,0.000e+00,-1.999e+00,-1.999e+00,9.811e-01,0.000e+00,0.000e+00,-1.981e+00,-1.981e+00,9.811e-01
9900,9900,792000,0.000e+00,0.000e+00,-1.989e+00,-1.989e+00,9.195e-01,0.000e+00,0.000e+00,-1.967e+00,-1.967e+00,9.195e-01
10000,10000,800000,0.000e+00,0.000e+00,-1.018e+00,-1.018e+00,9.038e-02,0.000e+00,0.000e+00,-1.076e+00,-1.076e+00,9.038e-02
10100,10100,808000,0.000e+00,0.000e+00,-1.033e+00,-1.033e+00,4.725e-02,0.000e+00,0.000e+00,-1.025e+00,-1.025e+00,4.725e-02
10200,10200,816000,0.000e+00,0.000e+00,-1.036e+00,-1.036e+00,4.038e-02,0.000e+00,0.000e+00,-1.012e+00,-1.012e+00,4.038e-02
10300,10300,824000,0.000e+00,0.000e+00,-1.038e+00,-1.038e+00,4.975e-02,0.000e+00,0.000e+00,-1.005e+00,-1.005e+00,4.975e-02
10400,10400,832000,0.000e+00,0.000e+00,-1.023e+00,-1.023e+00,3.575e-02,0.000e+00,0.000e+00,-1.007e+00,-1.007e+00,3.575e-02
10500,10500,840000,0.000e+00,0.000e+00,-1.031e+00,-1.031e+00,3.450e-02,0.000e+00,0.000e+00,-1.006e+00,-1.006e+00,3.450e-02
10600,10600,848000,0.000e+00,0.000e+00,-1.023e+00,-1.023e+00,2.913e-02,0.000e+00,0.000e+00,-1.008e+00,-1.008e+00,2.913e-02
10700,10700,856000,0.000e+00,0.000e+00,-1.024e+00,-1.024e+00,3.275e-02,0.000e+00,0.000e+00,-1.006e+00,-1.006e+00,3.275e-02
10800,10800,864000,0.000e+00,0.000e+00,-1.016e+00,-1.016e+00,3.738e-02,0.000e+00,0.000e+00,-1.007e+00,-1.007e+00,3.738e-02
10900,10900,872000,0.000e+00,0.000e+00,-1.019e+00,-1.019e+00,3.887e-02,0.000e+00,0.000e+00,-1.003e+00,-1.003e+00,3.887e-02
11000,11000,880000,0.000e+00,0.000e+00,-1.016e+00,-1.016e+00,3.963e-02,0.000e+00,0.000e+00,-9.986e-01,-9.986e-01,3.963e-02
11100,11100,888000,0.000e+00,0.000e+00,-1.020e+00,-1.020e+00,4.750e-02,0.000e+00,0.000e+00,-9.974e-01,-9.974e-01,4.750e-02
11200,11200,896000,0.000e+00,0.000e+00,-1.031e+00,-1.031e+00,5.000e-02,0.000e+00,0.000e+00,-9.931e-01,-9.931e-01,5.000e-02
11300,11300,904000,0.000e+00,0.000e+00,-1.065e+00,-1.065e+00,5.950e-02,0.000e+00,0.000e+00,-9.822e-01,-9.822e-01,5.950e-02
11400,11400,912000,0.000e+00,0.000e+00,-1.170e+00,-1.170e+00,1.175e-01,0.000e+00,0.000e+00,-9.341e-01,-9.341e-01,1.175e-01
11500,11500,920000,0.000e+00,0.000e+00,-1.772e+00,-1.772e+00,4.615e-01,0.000e+00,0.000e+00,-7.620e-01,-7.620e-01,4.615e-01
11600,11600,928000,0.000e+00,0.000e+00,-1.496e+00,-1.496e+00,4.585e-01,0.000e+00,0.000e+00,-1.388e+00,-1.388e+00,4.585e-01
11700,11700,936000,0.000e+00,0.000e+00,-1.125e+00,-1.125e+00,1.095e-01,0.000e+00,0.000e+00,-1.081e+00,-1.081e+00,1.095e-01
11800,11800,944000,0.000e+00,0.000e+00,-1.067e+00,-1.067e+00,7.875e-02,0.000e+00,0.000e+00,-1.045e+00,-1.045e+00,7.875e-02
11900,11900,952000,0.000e+00,0.000e+00,-1.046e+00,-1.046e+00,1.110e-01,0.000e+00,0.000e+00,-1.048e+00,-1.048e+00,1.110e-01
12000,12000,960000,0.000e+00,0.000e+00,-1.046e+00,-1.046e+00,1.022e-01,0.000e+00,0.000e+00,-1.042e+00,-1.042e+00,1.022e-01
