episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_waste_cleared,A1_r_riverside,A1_r_beam,A1_r_cleared,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_waste_cleared,A2_r_riverside,A2_r_beam,A2_r_cleared,A2_share_0,time,reward_env_total
11000,5500,550000,9.52e+01,5.35e-06,5.00e-01,-9.47e+01,2.10,1.21e-06,4.00e-06,8.86e-07,1.00e+00,5.35e-06,9.52e+01,0.00e+00,9.52e+01,0.00,0.00e+00,9.52e+01,0.00e+00,1.00e+00,3300,5.00e-01
12000,6000,600000,1.33e+00,3.16e-06,5.00e-01,-8.33e-01,3.30,1.40e-06,2.26e-06,8.63e-07,1.00e+00,3.16e-06,1.33e+00,0.00e+00,1.33e+00,0.00,0.00e+00,1.33e+00,0.00e+00,1.00e+00,3591,5.00e-01
13000,6500,650000,1.27e-01,2.75e-06,4.00e-01,2.73e-01,1.80,5.47e-07,2.11e-06,3.49e-07,1.00e+00,2.75e-06,1.27e-01,0.00e+00,1.27e-01,0.00,0.00e+00,1.27e-01,0.00e+00,1.00e+00,3882,4.00e-01
14000,7000,700000,9.70e+01,1.97e-06,7.00e-01,-9.63e+01,4.00,8.15e-07,1.50e-06,5.75e-07,1.00e+00,1.97e-06,9.70e+01,0.00e+00,9.70e+01,0.00,0.00e+00,9.70e+01,0.00e+00,1.00e+00,4178,7.00e-01
15000,7500,750000,1.59e+00,1.32e-06,1.20e+00,-3.89e-01,2.90,4.03e-07,9.82e-07,3.03e-07,1.00e+00,1.32e-06,1.59e+00,0.00e+00,1.59e+00,0.00,0.00e+00,1.59e+00,0.00e+00,1.00e+00,4468,1.20e+00
16000,8000,800000,1.32e-01,1.06e-06,6.00e-01,4.68e-01,4.40,4.58e-07,8.15e-07,3.15e-07,1.00e+00,1.06e-06,1.32e-01,0.00e+00,1.32e-01,0.00,0.00e+00,1.32e-01,0.00e+00,1.00e+00,4759,6.00e-01
17000,8500,850000,5.80e-02,9.16e-07,1.20e+00,1.14e+00,6.00,4.76e-07,7.12e-07,3.78e-07,1.00e+00,9.16e-07,5.80e-02,3.00e-01,3.58e-01,0.00,0.00e+00,5.80e-02,0.00e+00,1.00e+00,5049,1.50e+00
18000,9000,900000,9.11e+01,1.27e-06,2.40e+00,-8.87e+01,5.60,5.33e-07,1.01e-06,4.42e-07,1.00e+00,1.27e-06,9.11e+01,0.00e+00,9.11e+01,0.00,0.00e+00,9.11e+01,0.00e+00,1.00e+00,5340,2.40e+00
19000,9500,950000,6.15e+01,9.00e-07,2.30e+00,-5.92e+01,4.10,3.18e-07,6.86e-07,2.42e-07,1.00e+00,9.00e-07,6.15e+01,0.00e+00,6.15e+01,0.00,0.00e+00,6.15e+01,0.00e+00,1.00e+00,5629,2.30e+00
20000,10000,1000000,3.84e+00,8.16e-07,1.40e+00,-2.44e+00,6.70,4.11e-07,6.58e-07,3.38e-07,1.00e+00,8.16e-07,3.84e+00,0.00e+00,3.84e+00,0.00,0.00e+00,3.84e+00,0.00e+00,1.00e+00,5930,1.40e+00
21000,10500,1050000,5.24e-01,6.32e-07,2.00e+00,1.48e+00,6.40,3.28e-07,4.94e-07,2.76e-07,1.00e+00,6.32e-07,5.24e-01,0.00e+00,5.24e-01,0.00,0.00e+00,5.24e-01,0.00e+00,1.00e+00,6220,2.00e+00
22000,11000,1100000,1.97e-01,5.06e-07,2.30e+00,2.10e+00,6.00,1.99e-07,4.19e-07,1.70e-07,1.00e+00,5.06e-07,1.97e-01,1.00e-01,2.97e-01,0.00,0.00e+00,1.97e-01,0.00e+00,1.00e+00,6515,2.40e+00
23000,11500,1150000,9.43e-02,4.71e-07,2.20e+00,2.11e+00,4.90,1.59e-07,3.75e-07,1.29e-07,1.00e+00,4.71e-07,9.43e-02,4.00e-01,4.94e-01,1.20,4.69e-03,9.43e-02,2.56e-03,1.00e+00,6808,2.60e+00
24000,12000,1200000,8.13e+01,5.36e-06,2.00e+00,-7.93e+01,8.20,3.45e-06,4.30e-06,2.74e-06,1.00e+00,5.36e-06,8.13e+01,0.00e+00,8.13e+01,0.00,0.00e+00,8.13e+01,0.00e+00,1.00e+00,7109,2.00e+00
25000,12500,1250000,5.27e+01,1.86e-09,2.10e+00,-5.06e+01,4.70,5.98e-10,1.38e-09,5.07e-10,1.00e+00,1.86e-09,5.27e+01,0.00e+00,5.27e+01,0.00,0.00e+00,5.27e+01,0.00e+00,1.00e+00,7402,2.10e+00
26000,13000,1300000,1.88e+00,1.90e-09,2.10e+00,2.24e-01,5.00,8.17e-10,1.43e-09,6.35e-10,1.00e+00,1.90e-09,1.88e+00,0.00e+00,1.88e+00,0.00,0.00e+00,1.88e+00,0.00e+00,1.00e+00,7699,2.10e+00
27000,13500,1350000,4.52e-01,1.99e-09,1.90e+00,1.45e+00,7.20,1.13e-09,1.51e-09,8.91e-10,1.00e+00,1.99e-09,4.52e-01,0.00e+00,4.52e-01,0.00,0.00e+00,4.52e-01,0.00e+00,1.00e+00,7995,1.90e+00
28000,14000,1400000,2.01e-01,2.04e-09,2.60e+00,2.40e+00,7.60,1.11e-09,1.58e-09,9.24e-10,1.00e+00,2.04e-09,2.01e-01,1.00e-01,3.01e-01,0.00,0.00e+00,2.01e-01,0.00e+00,1.00e+00,8287,2.70e+00
29000,14500,1450000,1.12e-01,2.21e-09,1.10e+00,9.88e-01,6.40,1.48e-09,1.74e-09,1.07e-09,1.00e+00,2.21e-09,1.12e-01,7.00e-01,8.12e-01,1.70,8.82e-03,1.12e-01,4.16e-03,1.00e+00,8579,1.80e+00
30000,15000,1500000,9.43e+01,1.83e-09,1.40e+00,-9.29e+01,7.70,1.30e-09,1.33e-09,9.72e-10,1.00e+00,1.83e-09,9.43e+01,0.00e+00,9.43e+01,0.00,0.00e+00,9.43e+01,0.00e+00,1.00e+00,8875,1.40e+00
31000,15500,1550000,3.74e-07,4.36e-09,9.00e-01,9.00e-01,7.90,2.80e-09,3.08e-09,2.18e-09,1.00e+00,4.36e-09,3.74e-07,3.40e+00,3.40e+00,0.00,0.00e+00,3.74e-07,0.00e+00,1.00e+00,9165,4.30e+00
32000,16000,1600000,4.28e-07,5.87e-09,5.00e-01,5.00e-01,6.00,3.58e-09,4.25e-09,2.88e-09,1.00e+00,5.87e-09,4.28e-07,3.50e+00,3.50e+00,0.00,0.00e+00,4.28e-07,0.00e+00,1.00e+00,9455,4.00e+00
33000,16500,1650000,8.92e-07,5.42e-09,9.00e-01,9.00e-01,6.00,2.95e-09,3.62e-09,2.19e-09,1.00e+00,5.42e-09,8.92e-07,2.80e+00,2.80e+00,0.00,0.00e+00,8.92e-07,0.00e+00,1.00e+00,9746,3.70e+00
34000,17000,1700000,4.15e-07,9.58e-09,6.00e-01,6.00e-01,5.50,4.67e-09,7.36e-09,3.89e-09,1.00e+00,9.58e-09,4.15e-07,3.00e+00,3.00e+00,0.00,0.00e+00,4.15e-07,0.00e+00,1.00e+00,10038,3.60e+00
35000,17500,1750000,4.69e-07,1.61e-08,1.00e+00,1.00e+00,5.80,6.44e-09,1.21e-08,5.54e-09,1.00e+00,1.61e-08,4.69e-07,2.00e+00,2.00e+00,0.00,0.00e+00,4.69e-07,0.00e+00,1.00e+00,10336,3.00e+00
36000,18000,1800000,4.25e-07,1.26e-06,1.20e+00,1.20e+00,6.30,6.29e-07,9.49e-07,5.30e-07,1.00e+00,1.26e-06,4.25e-07,2.30e+00,2.30e+00,0.00,7.48e-16,4.25e-07,0.00e+00,1.00e+00,10627,3.50e+00
37000,18500,1850000,2.95e-09,9.33e+01,0.00e+00,9.33e+01,38.60,9.33e+01,9.33e+01,7.20e+01,1.00e+00,9.33e+01,2.95e-09,2.56e+01,-6.77e+01,0.00,0.00e+00,2.95e-09,0.00e+00,1.00e+00,10935,2.56e+01
38000,19000,1900000,1.11e-13,1.85e+01,0.00e+00,1.85e+01,36.90,1.22e+01,1.85e+01,1.03e+01,1.00e+00,1.85e+01,1.11e-13,2.67e+01,8.20e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,11242,2.67e+01
39000,19500,1950000,1.15e-13,9.78e+01,0.00e+00,9.78e+01,36.60,9.78e+01,9.78e+01,7.16e+01,1.00e+00,9.78e+01,1.15e-13,3.03e+01,-6.75e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,11552,3.03e+01
40000,20000,2000000,1.15e-13,9.84e+01,0.00e+00,9.84e+01,36.70,9.84e+01,9.84e+01,7.25e+01,1.00e+00,9.84e+01,1.15e-13,3.11e+01,-6.73e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,11860,3.11e+01
41000,20500,2050000,1.03e-13,9.92e+01,0.00e+00,9.92e+01,37.60,9.92e+01,9.92e+01,7.46e+01,1.00e+00,9.92e+01,1.03e-13,3.09e+01,-6.83e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,12164,3.09e+01
42000,21000,2100000,1.06e-13,9.92e+01,0.00e+00,9.92e+01,37.40,9.92e+01,9.92e+01,7.42e+01,1.00e+00,9.92e+01,1.06e-13,3.07e+01,-6.85e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,12472,3.07e+01
43000,21500,2150000,1.02e-13,9.93e+01,0.00e+00,9.93e+01,39.10,9.93e+01,9.93e+01,7.78e+01,1.00e+00,9.93e+01,1.02e-13,3.38e+01,-6.55e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,12778,3.38e+01
44000,22000,2200000,1.14e-13,9.93e+01,0.00e+00,9.93e+01,38.20,9.93e+01,9.93e+01,7.58e+01,1.00e+00,9.93e+01,1.14e-13,3.52e+01,-6.41e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,13082,3.52e+01
45000,22500,2250000,1.08e-13,9.90e+01,0.00e+00,9.90e+01,36.80,9.90e+01,9.90e+01,7.28e+01,1.00e+00,9.90e+01,1.08e-13,3.60e+01,-6.30e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,13385,3.60e+01
46000,23000,2300000,3.79e-09,4.93e+00,0.00e+00,4.93e+00,38.40,4.93e+00,4.93e+00,4.79e+00,1.00e+00,4.93e+00,3.79e-09,3.59e+01,3.10e+01,0.00,0.00e+00,3.79e-09,0.00e+00,1.00e+00,13693,3.59e+01
47000,23500,2350000,7.89e-09,9.96e+01,0.00e+00,9.96e+01,38.20,9.96e+01,9.96e+01,7.61e+01,1.00e+00,9.96e+01,7.89e-09,3.75e+01,-6.21e+01,0.00,0.00e+00,7.89e-09,0.00e+00,1.00e+00,13999,3.75e+01
48000,24000,2400000,4.50e-10,9.98e+01,0.00e+00,9.98e+01,37.20,9.98e+01,9.98e+01,7.43e+01,1.00e+00,9.98e+01,4.50e-10,3.84e+01,-6.14e+01,0.00,0.00e+00,4.49e-10,0.00e+00,1.00e+00,14307,3.84e+01
49000,24500,2450000,4.39e-09,9.99e+01,0.00e+00,9.99e+01,37.40,9.99e+01,9.99e+01,7.47e+01,1.00e+00,9.99e+01,4.39e-09,3.84e+01,-6.15e+01,0.00,0.00e+00,4.39e-09,0.00e+00,1.00e+00,14615,3.84e+01
50000,25000,2500000,5.21e-10,9.98e+01,0.00e+00,9.98e+01,40.20,9.98e+01,9.98e+01,8.03e+01,1.00e+00,9.98e+01,5.21e-10,3.91e+01,-6.07e+01,0.00,0.00e+00,5.21e-10,0.00e+00,1.00e+00,14920,3.91e+01
