episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_waste_cleared,A1_r_riverside,A1_r_beam,A1_r_cleared,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_waste_cleared,A2_r_riverside,A2_r_beam,A2_r_cleared,time,reward_env_total
15000,7500,750000,0.00e+00,0.00e+00,4.15e+00,4.15e+00,20.40,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,4.15e+00,4.15e+00,0.10,0.00e+00,0.00e+00,0.00e+00,2807,8.30e+00
16000,8000,800000,0.00e+00,0.00e+00,5.30e+00,5.30e+00,21.00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,5.30e+00,5.30e+00,0.00,0.00e+00,0.00e+00,0.00e+00,2992,1.06e+01
17000,8500,850000,0.00e+00,0.00e+00,5.10e+00,5.10e+00,22.60,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,5.10e+00,5.10e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3177,1.02e+01
18000,9000,900000,0.00e+00,0.00e+00,6.30e+00,6.30e+00,25.60,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,6.30e+00,6.30e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3363,1.26e+01
19000,9500,950000,0.00e+00,0.00e+00,7.10e+00,7.10e+00,26.10,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,7.10e+00,7.10e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3557,1.42e+01
20000,10000,1000000,0.00e+00,0.00e+00,7.80e+00,7.80e+00,28.30,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,7.80e+00,7.80e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3752,1.56e+01
21000,10500,1050000,0.00e+00,0.00e+00,8.50e+00,8.50e+00,27.80,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,8.50e+00,8.50e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3947,1.70e+01
22000,11000,1100000,0.00e+00,0.00e+00,7.90e+00,7.90e+00,30.10,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,7.90e+00,7.90e+00,0.00,0.00e+00,0.00e+00,0.00e+00,4143,1.58e+01
23000,11500,1150000,0.00e+00,0.00e+00,8.80e+00,8.80e+00,31.60,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,8.80e+00,8.80e+00,0.00,0.00e+00,0.00e+00,0.00e+00,4339,1.76e+01
24000,12000,1200000,0.00e+00,0.00e+00,9.45e+00,9.45e+00,31.70,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,9.45e+00,9.45e+00,0.00,0.00e+00,0.00e+00,0.00e+00,4535,1.89e+01
25000,12500,1250000,0.00e+00,0.00e+00,1.09e+01,1.09e+01,31.60,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.09e+01,1.09e+01,0.00,0.00e+00,0.00e+00,0.00e+00,4731,2.18e+01
26000,13000,1300000,0.00e+00,0.00e+00,1.01e+01,1.01e+01,31.20,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.01e+01,1.01e+01,0.00,0.00e+00,0.00e+00,0.00e+00,4928,2.01e+01
27000,13500,1350000,0.00e+00,0.00e+00,1.19e+01,1.19e+01,31.40,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.19e+01,1.19e+01,0.00,0.00e+00,0.00e+00,0.00e+00,5126,2.38e+01
28000,14000,1400000,0.00e+00,0.00e+00,1.17e+01,1.17e+01,32.40,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.17e+01,1.17e+01,0.00,0.00e+00,0.00e+00,0.00e+00,5329,2.33e+01
29000,14500,1450000,0.00e+00,0.00e+00,1.26e+01,1.26e+01,31.40,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.26e+01,1.26e+01,0.00,0.00e+00,0.00e+00,0.00e+00,5542,2.51e+01
30000,15000,1500000,0.00e+00,0.00e+00,1.22e+01,1.22e+01,33.30,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.22e+01,1.22e+01,0.00,0.00e+00,0.00e+00,0.00e+00,5754,2.43e+01
31000,15500,1550000,0.00e+00,0.00e+00,1.39e+01,1.39e+01,33.40,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.39e+01,1.39e+01,0.00,0.00e+00,0.00e+00,0.00e+00,5951,2.79e+01
32000,16000,1600000,0.00e+00,0.00e+00,1.22e+01,1.22e+01,34.20,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.22e+01,1.22e+01,0.00,0.00e+00,0.00e+00,0.00e+00,6148,2.45e+01
33000,16500,1650000,0.00e+00,0.00e+00,1.39e+01,1.39e+01,32.90,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.39e+01,1.39e+01,0.00,0.00e+00,0.00e+00,0.00e+00,6345,2.79e+01
34000,17000,1700000,0.00e+00,0.00e+00,1.46e+01,1.46e+01,33.40,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.46e+01,1.46e+01,0.00,0.00e+00,0.00e+00,0.00e+00,6543,2.91e+01
35000,17500,1750000,0.00e+00,0.00e+00,1.44e+01,1.44e+01,33.30,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.44e+01,1.44e+01,0.00,0.00e+00,0.00e+00,0.00e+00,6744,2.88e+01
36000,18000,1800000,0.00e+00,0.00e+00,1.56e+01,1.56e+01,32.80,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.56e+01,1.56e+01,0.00,0.00e+00,0.00e+00,0.00e+00,6942,3.11e+01
37000,18500,1850000,0.00e+00,0.00e+00,1.56e+01,1.56e+01,35.70,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.56e+01,1.56e+01,0.00,0.00e+00,0.00e+00,0.00e+00,7139,3.12e+01
38000,19000,1900000,0.00e+00,0.00e+00,1.50e+01,1.50e+01,34.10,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.50e+01,1.50e+01,0.00,0.00e+00,0.00e+00,0.00e+00,7350,3.00e+01
39000,19500,1950000,0.00e+00,0.00e+00,1.48e+01,1.48e+01,33.70,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.48e+01,1.48e+01,0.00,0.00e+00,0.00e+00,0.00e+00,7548,2.97e+01
40000,20000,2000000,0.00e+00,0.00e+00,1.52e+01,1.52e+01,34.10,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.52e+01,1.52e+01,0.00,0.00e+00,0.00e+00,0.00e+00,7753,3.03e+01
41000,20500,2050000,0.00e+00,0.00e+00,1.57e+01,1.57e+01,33.20,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.57e+01,1.57e+01,0.00,0.00e+00,0.00e+00,0.00e+00,7951,3.14e+01
42000,21000,2100000,0.00e+00,0.00e+00,1.57e+01,1.57e+01,32.70,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.57e+01,1.57e+01,0.00,0.00e+00,0.00e+00,0.00e+00,8148,3.13e+01
43000,21500,2150000,0.00e+00,0.00e+00,1.48e+01,1.48e+01,33.70,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.48e+01,1.48e+01,0.00,0.00e+00,0.00e+00,0.00e+00,8345,2.96e+01
44000,22000,2200000,0.00e+00,0.00e+00,1.66e+01,1.66e+01,33.70,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.66e+01,1.66e+01,0.00,0.00e+00,0.00e+00,0.00e+00,8542,3.31e+01
45000,22500,2250000,0.00e+00,0.00e+00,1.56e+01,1.56e+01,35.10,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.56e+01,1.56e+01,0.00,0.00e+00,0.00e+00,0.00e+00,8752,3.12e+01
46000,23000,2300000,0.00e+00,0.00e+00,1.54e+01,1.54e+01,34.10,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.54e+01,1.54e+01,0.00,0.00e+00,0.00e+00,0.00e+00,8945,3.08e+01
47000,23500,2350000,0.00e+00,0.00e+00,1.62e+01,1.62e+01,34.40,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.62e+01,1.62e+01,0.00,0.00e+00,0.00e+00,0.00e+00,9142,3.24e+01
48000,24000,2400000,0.00e+00,0.00e+00,1.56e+01,1.56e+01,34.90,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.56e+01,1.56e+01,0.00,0.00e+00,0.00e+00,0.00e+00,9334,3.11e+01
49000,24500,2450000,0.00e+00,0.00e+00,1.58e+01,1.58e+01,32.70,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.58e+01,1.58e+01,0.00,0.00e+00,0.00e+00,0.00e+00,9532,3.17e+01
50000,25000,2500000,0.00e+00,0.00e+00,1.67e+01,1.67e+01,34.40,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.67e+01,1.67e+01,0.00,0.00e+00,0.00e+00,0.00e+00,9710,3.34e+01
