episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_waste_cleared,A1_r_riverside,A1_r_beam,A1_r_cleared,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_waste_cleared,A2_r_riverside,A2_r_beam,A2_r_cleared,A2_share_0,time,reward_env_total
18000,9000,900000,3.13e-06,9.96e+01,0.00e+00,9.96e+01,31.90,8.00e+01,9.96e+01,6.38e+01,1.00e+00,9.96e+01,3.13e-06,3.21e+01,-6.75e+01,0.00,0.00e+00,7.63e-08,0.00e+00,1.00e+00,5463,3.21e+01
19000,9500,950000,8.68e-06,1.00e+02,0.00e+00,1.00e+02,38.50,1.00e+02,1.00e+02,7.70e+01,1.00e+00,1.00e+02,8.68e-06,4.01e+01,-5.99e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,5766,4.01e+01
20000,10000,1000000,7.92e-06,1.00e+02,0.00e+00,1.00e+02,38.10,1.00e+02,1.00e+02,7.62e+01,1.00e+00,1.00e+02,7.92e-06,3.65e+01,-6.35e+01,0.00,0.00e+00,3.84e-08,0.00e+00,1.00e+00,6078,3.65e+01
21000,10500,1050000,2.00e-06,1.00e+02,0.00e+00,1.00e+02,36.80,1.00e+02,1.00e+02,7.36e+01,1.00e+00,1.00e+02,2.00e-06,4.00e+01,-6.00e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,6381,4.00e+01
22000,11000,1100000,1.43e-06,1.00e+02,0.00e+00,1.00e+02,38.20,1.00e+02,1.00e+02,7.64e+01,1.00e+00,1.00e+02,1.43e-06,3.94e+01,-6.06e+01,0.00,0.00e+00,9.64e-09,0.00e+00,1.00e+00,6689,3.94e+01
23000,11500,1150000,9.53e-07,1.00e+02,0.00e+00,1.00e+02,37.50,1.00e+02,1.00e+02,7.50e+01,1.00e+00,1.00e+02,9.53e-07,4.19e+01,-5.81e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,6997,4.19e+01
24000,12000,1200000,5.13e-07,1.00e+02,0.00e+00,1.00e+02,38.80,1.00e+02,1.00e+02,7.76e+01,1.00e+00,1.00e+02,5.13e-07,3.94e+01,-6.06e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,7311,3.94e+01
25000,12500,1250000,2.57e-07,1.36e-17,0.00e+00,-2.57e-07,38.80,1.36e-17,1.36e-17,1.36e-17,1.00e+00,1.36e-17,2.57e-07,4.03e+01,4.03e+01,0.00,0.00e+00,2.17e-09,0.00e+00,1.00e+00,7613,4.03e+01
26000,13000,1300000,3.01e-07,2.51e-18,0.00e+00,-3.01e-07,38.80,2.51e-18,2.51e-18,2.51e-18,1.00e+00,2.51e-18,3.01e-07,4.22e+01,4.22e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,7927,4.22e+01
27000,13500,1350000,2.11e-07,2.17e-14,0.00e+00,-2.11e-07,39.50,2.17e-14,2.17e-14,1.54e-14,1.00e+00,2.17e-14,2.11e-07,3.59e+01,3.59e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,8236,3.59e+01
28000,14000,1400000,1.87e-07,1.52e-18,0.00e+00,-1.87e-07,37.10,1.52e-18,1.52e-18,1.52e-18,1.00e+00,1.52e-18,1.87e-07,4.11e+01,4.11e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,8537,4.11e+01
29000,14500,1450000,1.81e-07,7.61e-18,0.00e+00,-1.81e-07,37.70,7.61e-18,7.61e-18,4.19e-18,1.00e+00,7.61e-18,1.81e-07,4.14e+01,4.14e+01,0.00,0.00e+00,1.64e-09,0.00e+00,1.00e+00,8845,4.14e+01
30000,15000,1500000,5.01e-07,2.89e-15,0.00e+00,-5.01e-07,38.60,2.89e-15,2.89e-15,2.89e-15,1.00e+00,2.89e-15,5.01e-07,3.98e+01,3.98e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,9152,3.98e+01
31000,15500,1550000,3.01e-07,4.46e-09,0.00e+00,-2.96e-07,38.30,4.46e-09,4.46e-09,4.46e-09,1.00e+00,4.46e-09,3.01e-07,3.97e+01,3.97e+01,0.00,0.00e+00,2.74e-10,0.00e+00,1.00e+00,9457,3.97e+01
32000,16000,1600000,1.83e-07,1.79e-09,0.00e+00,-1.81e-07,38.80,1.79e-09,1.79e-09,5.75e-11,1.00e+00,1.79e-09,1.83e-07,4.09e+01,4.09e+01,0.00,8.68e-10,0.00e+00,0.00e+00,1.00e+00,9763,4.09e+01
33000,16500,1650000,1.30e-07,1.34e-20,0.00e+00,-1.30e-07,39.90,1.34e-20,1.34e-20,1.13e-20,1.00e+00,1.34e-20,1.30e-07,4.07e+01,4.07e+01,0.00,0.00e+00,1.20e-10,0.00e+00,1.00e+00,10070,4.07e+01
34000,17000,1700000,3.42e-07,1.60e-20,0.00e+00,-3.42e-07,37.20,1.60e-20,1.60e-20,1.37e-20,1.00e+00,1.60e-20,3.42e-07,4.12e+01,4.12e+01,0.00,0.00e+00,3.11e-10,0.00e+00,1.00e+00,10384,4.12e+01
35000,17500,1750000,3.34e-07,2.31e-13,0.00e+00,-3.34e-07,38.60,2.31e-13,2.31e-13,2.31e-13,1.00e+00,2.31e-13,3.34e-07,4.04e+01,4.04e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,10692,4.04e+01
36000,18000,1800000,4.46e-07,3.75e-18,0.00e+00,-4.46e-07,37.10,3.75e-18,3.75e-18,3.75e-18,1.00e+00,3.75e-18,4.46e-07,4.08e+01,4.08e+01,0.00,0.00e+00,6.23e-10,0.00e+00,1.00e+00,11001,4.08e+01
37000,18500,1850000,2.00e-07,1.45e-14,0.00e+00,-2.00e-07,38.40,1.45e-14,1.45e-14,9.12e-15,1.00e+00,1.45e-14,2.00e-07,3.74e+01,3.74e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,11308,3.74e+01
38000,19000,1900000,1.73e-07,5.15e-18,0.00e+00,-1.73e-07,40.00,5.15e-18,5.15e-18,2.50e-18,1.00e+00,5.15e-18,1.73e-07,4.05e+01,4.05e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,11619,4.05e+01
39000,19500,1950000,1.78e-07,1.39e-20,0.00e+00,-1.78e-07,39.10,1.39e-20,1.39e-20,1.19e-20,1.00e+00,1.39e-20,1.78e-07,3.89e+01,3.89e+01,0.00,0.00e+00,2.27e-10,0.00e+00,1.00e+00,11927,3.89e+01
40000,20000,2000000,2.73e-07,1.51e-20,0.00e+00,-2.73e-07,37.70,1.51e-20,1.51e-20,1.22e-20,1.00e+00,1.51e-20,2.73e-07,4.00e+01,4.00e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,12231,4.00e+01
41000,20500,2050000,2.93e-07,4.58e-18,0.00e+00,-2.93e-07,39.80,4.58e-18,4.58e-18,4.58e-18,1.00e+00,4.58e-18,2.93e-07,3.89e+01,3.89e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,12539,3.89e+01
42000,21000,2100000,1.67e-07,1.22e-20,0.00e+00,-1.67e-07,39.40,1.22e-20,1.22e-20,1.01e-20,1.00e+00,1.22e-20,1.67e-07,3.82e+01,3.82e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,12845,3.82e+01
43000,21500,2150000,1.12e-07,5.55e-15,0.00e+00,-1.12e-07,38.40,5.55e-15,5.55e-15,2.41e-15,1.00e+00,5.55e-15,1.12e-07,3.67e+01,3.67e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,13150,3.67e+01
44000,22000,2200000,1.02e-07,5.36e-18,0.00e+00,-1.02e-07,38.20,5.36e-18,5.36e-18,5.36e-18,1.00e+00,5.36e-18,1.02e-07,4.13e+01,4.13e+01,0.00,0.00e+00,1.03e-10,0.00e+00,1.00e+00,13453,4.13e+01
45000,22500,2250000,7.45e-08,2.74e-15,0.00e+00,-7.45e-08,37.40,2.74e-15,2.74e-15,2.74e-15,1.00e+00,2.74e-15,7.45e-08,3.85e+01,3.85e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,13761,3.85e+01
46000,23000,2300000,6.37e-08,1.35e-12,0.00e+00,-6.37e-08,38.40,1.35e-12,1.35e-12,1.35e-12,1.00e+00,1.35e-12,6.37e-08,4.07e+01,4.07e+01,0.00,0.00e+00,1.02e-10,0.00e+00,1.00e+00,14067,4.07e+01
47000,23500,2350000,1.20e-07,1.78e-09,0.00e+00,-1.19e-07,38.40,1.78e-09,1.78e-09,1.78e-09,1.00e+00,1.78e-09,1.20e-07,4.01e+01,4.01e+01,0.00,0.00e+00,1.81e-10,0.00e+00,1.00e+00,14375,4.01e+01
48000,24000,2400000,9.29e-08,1.04e-17,0.00e+00,-9.29e-08,39.40,1.04e-17,1.04e-17,8.16e-18,1.00e+00,1.04e-17,9.29e-08,4.01e+01,4.01e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,14684,4.01e+01
49000,24500,2450000,5.71e-08,2.41e-18,0.00e+00,-5.71e-08,37.40,2.41e-18,2.41e-18,2.41e-18,1.00e+00,2.41e-18,5.71e-08,4.05e+01,4.05e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,14983,4.05e+01
50000,25000,2500000,3.88e-08,1.72e-09,0.00e+00,-3.71e-08,39.00,1.72e-09,1.72e-09,1.72e-09,1.00e+00,1.72e-09,3.88e-08,3.99e+01,3.99e+01,0.00,0.00e+00,3.25e-11,0.00e+00,1.00e+00,15192,3.99e+01
