episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_waste_cleared,A1_r_riverside,A1_r_beam,A1_r_cleared,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_waste_cleared,A2_r_riverside,A2_r_beam,A2_r_cleared,A2_share_0,time,reward_env_total
27000,13500,1350000,5.00e-10,2.70e-02,0.00e+00,2.70e-02,40.10,2.70e-02,2.70e-02,2.15e-02,1.00e+00,2.70e-02,5.00e-10,4.05e+01,4.05e+01,0.00,0.00e+00,1.00e-12,0.00e+00,1.00e+00,8115,4.05e+01
28000,14000,1400000,5.21e-10,1.32e-02,0.00e+00,1.32e-02,39.60,1.32e-02,1.32e-02,1.01e-02,1.00e+00,1.32e-02,5.21e-10,3.94e+01,3.94e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,8420,3.94e+01
29000,14500,1450000,5.16e-10,1.62e-03,0.00e+00,1.62e-03,38.70,1.62e-03,1.62e-03,1.25e-03,1.00e+00,1.62e-03,5.16e-10,3.96e+01,3.96e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,8726,3.96e+01
30000,15000,1500000,4.98e-10,2.12e-03,0.00e+00,2.12e-03,38.90,2.12e-03,2.12e-03,1.68e-03,1.00e+00,2.12e-03,4.98e-10,3.95e+01,3.95e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,9031,3.95e+01
31000,15500,1550000,4.97e-10,9.94e+01,0.00e+00,9.94e+01,39.90,9.94e+01,9.94e+01,7.93e+01,1.00e+00,9.94e+01,4.97e-10,3.68e+01,-6.26e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,9336,3.68e+01
32000,16000,1600000,5.17e-10,9.99e+01,0.00e+00,9.99e+01,38.30,9.99e+01,9.99e+01,7.65e+01,1.00e+00,9.99e+01,5.17e-10,4.05e+01,-5.94e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,9638,4.05e+01
33000,16500,1650000,5.18e-10,9.99e+01,0.00e+00,9.99e+01,36.90,9.99e+01,9.99e+01,7.38e+01,1.00e+00,9.99e+01,5.18e-10,3.93e+01,-6.06e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,9947,3.93e+01
34000,17000,1700000,4.98e-10,9.98e+01,0.00e+00,9.98e+01,38.80,9.98e+01,9.98e+01,7.74e+01,1.00e+00,9.98e+01,4.98e-10,4.08e+01,-5.90e+01,0.00,0.00e+00,1.01e-12,0.00e+00,1.00e+00,10259,4.08e+01
35000,17500,1750000,4.59e-10,9.99e+01,0.00e+00,9.99e+01,39.40,9.99e+01,9.99e+01,7.87e+01,1.00e+00,9.99e+01,4.59e-10,3.96e+01,-6.03e+01,0.00,0.00e+00,8.86e-13,0.00e+00,1.00e+00,10568,3.96e+01
36000,18000,1800000,4.06e-10,6.71e-02,0.00e+00,6.71e-02,38.70,6.71e-02,6.71e-02,5.14e-02,1.00e+00,6.71e-02,4.06e-10,4.03e+01,4.02e+01,0.00,0.00e+00,6.15e-13,0.00e+00,1.00e+00,10875,4.03e+01
37000,18500,1850000,4.38e-10,1.08e-02,0.00e+00,1.08e-02,37.70,1.08e-02,1.08e-02,7.96e-03,1.00e+00,1.08e-02,4.38e-10,4.14e+01,4.14e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,11182,4.14e+01
38000,19000,1900000,4.45e-10,1.39e-03,0.00e+00,1.39e-03,38.10,1.39e-03,1.39e-03,1.06e-03,1.00e+00,1.39e-03,4.45e-10,4.14e+01,4.14e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,11488,4.14e+01
39000,19500,1950000,4.68e-10,4.65e-04,0.00e+00,4.65e-04,39.40,4.65e-04,4.65e-04,3.66e-04,1.00e+00,4.65e-04,4.68e-10,3.87e+01,3.87e+01,0.00,0.00e+00,5.17e-13,0.00e+00,1.00e+00,11801,3.87e+01
40000,20000,2000000,4.56e-10,6.14e-04,0.00e+00,6.14e-04,37.50,6.14e-04,6.14e-04,5.50e-04,1.00e+00,6.14e-04,4.56e-10,3.83e+01,3.83e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,12105,3.83e+01
41000,20500,2050000,4.22e-10,1.42e-04,0.00e+00,1.42e-04,39.10,1.42e-04,1.42e-04,1.05e-04,1.00e+00,1.42e-04,4.22e-10,3.42e+01,3.42e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,12412,3.42e+01
42000,21000,2100000,4.03e-10,1.40e-04,0.00e+00,1.40e-04,38.50,1.40e-04,1.40e-04,1.08e-04,1.00e+00,1.40e-04,4.03e-10,4.03e+01,4.03e+01,0.00,0.00e+00,5.19e-13,0.00e+00,1.00e+00,12715,4.03e+01
43000,21500,2150000,3.92e-10,1.21e-04,0.00e+00,1.21e-04,38.00,1.21e-04,1.21e-04,9.20e-05,1.00e+00,1.21e-04,3.92e-10,3.97e+01,3.97e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,13020,3.97e+01
44000,22000,2200000,3.58e-10,7.00e-05,0.00e+00,7.00e-05,38.90,7.00e-05,7.00e-05,5.27e-05,1.00e+00,7.00e-05,3.58e-10,4.07e+01,4.07e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,13321,4.07e+01
45000,22500,2250000,3.67e-10,8.83e-05,0.00e+00,8.83e-05,38.20,8.83e-05,8.83e-05,6.70e-05,1.00e+00,8.83e-05,3.67e-10,3.89e+01,3.89e+01,0.00,0.00e+00,3.69e-13,0.00e+00,1.00e+00,13631,3.89e+01
46000,23000,2300000,3.57e-10,2.60e-04,0.00e+00,2.60e-04,36.50,2.60e-04,2.60e-04,1.88e-04,1.00e+00,2.60e-04,3.57e-10,4.05e+01,4.05e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,13935,4.05e+01
47000,23500,2350000,3.65e-10,8.66e-05,0.00e+00,8.66e-05,38.30,8.66e-05,8.66e-05,6.62e-05,1.00e+00,8.66e-05,3.65e-10,4.03e+01,4.03e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,14242,4.03e+01
48000,24000,2400000,3.65e-10,2.85e-04,0.00e+00,2.85e-04,39.60,2.85e-04,2.85e-04,2.27e-04,1.00e+00,2.85e-04,3.65e-10,4.12e+01,4.12e+01,0.00,0.00e+00,5.68e-13,0.00e+00,1.00e+00,14550,4.12e+01
49000,24500,2450000,3.75e-10,2.61e-04,0.00e+00,2.61e-04,38.70,2.61e-04,2.61e-04,1.97e-04,1.00e+00,2.61e-04,3.75e-10,3.99e+01,3.99e+01,0.00,0.00e+00,4.80e-13,0.00e+00,1.00e+00,14857,3.99e+01
50000,25000,2500000,3.69e-10,8.41e-05,0.00e+00,8.41e-05,38.40,8.41e-05,8.41e-05,6.55e-05,1.00e+00,8.41e-05,3.69e-10,4.02e+01,4.02e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,15110,4.02e+01
