episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_waste_cleared,A1_r_riverside,A1_r_beam,A1_r_cleared,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_waste_cleared,A2_r_riverside,A2_r_beam,A2_r_cleared,A2_share_0,A3_given,A3_received,A3_reward_env,A3_reward_total,A3_waste_cleared,A3_r_riverside,A3_r_beam,A3_r_cleared,A3_share_0,time,reward_env_total
1000,500,23883,0.00e+00,0.00e+00,1.00e-01,1.00e-01,1.30,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,2.00e-01,2.00e-01,0.10,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,3.00e-01,3.00e-01,1.10,0.00e+00,0.00e+00,0.00e+00,4.00e-01,267,6.00e-01
2000,1000,47619,0.00e+00,0.00e+00,1.00e-01,1.00e-01,2.40,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,7.25e-01,7.25e-01,0.70,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,5.50e-01,5.50e-01,0.70,0.00e+00,0.00e+00,0.00e+00,4.00e-01,551,1.38e+00
3000,1500,70914,0.00e+00,0.00e+00,3.00e-01,3.00e-01,0.80,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,2.20,0.00e+00,0.00e+00,0.00e+00,1.00e-01,0.00e+00,0.00e+00,6.00e-01,6.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,861,9.00e-01
4000,2000,93768,0.00e+00,0.00e+00,1.50e-01,1.50e-01,0.80,0.00e+00,0.00e+00,0.00e+00,1.00e-01,0.00e+00,0.00e+00,3.00e-01,3.00e-01,1.20,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,4.75e-01,4.75e-01,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,1233,9.25e-01
5000,2500,117063,0.00e+00,0.00e+00,4.00e-01,4.00e-01,4.10,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,8.75e-01,8.75e-01,3.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,3.05e+00,3.05e+00,0.00,0.00e+00,0.00e+00,0.00e+00,5.00e-01,1590,4.32e+00
6000,3000,140162,0.00e+00,0.00e+00,5.00e-01,5.00e-01,1.60,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,3.10,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,8.00e-01,8.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,6.00e-01,1920,1.30e+00
7000,3500,163114,0.00e+00,0.00e+00,5.00e-02,5.00e-02,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e-01,0.00e+00,0.00e+00,2.75e-01,2.75e-01,1.50,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,3.00e-01,3.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,2211,6.25e-01
8000,4000,185282,0.00e+00,0.00e+00,1.50e-01,1.50e-01,1.60,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,3.00e-01,3.00e-01,1.00,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,7.00e-01,7.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,6.00e-01,2469,1.15e+00
9000,4500,206813,0.00e+00,0.00e+00,2.50e-01,2.50e-01,2.10,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,5.75e-01,5.75e-01,0.10,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,4.00e-01,4.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,2733,1.23e+00
10000,5000,230010,0.00e+00,0.00e+00,1.50e-01,1.50e-01,3.80,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,9.25e-01,9.25e-01,0.40,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,1.10e+00,1.10e+00,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,2986,2.17e+00
11000,5500,251541,0.00e+00,0.00e+00,0.00e+00,0.00e+00,2.20,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,1.00e-01,1.00e-01,0.30,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,1.00e+00,1.00e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,3239,1.10e+00
12000,6000,273415,0.00e+00,0.00e+00,4.50e-01,4.50e-01,4.90,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,6.75e-01,6.75e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,8.00e-01,8.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,3492,1.93e+00
13000,6500,295289,0.00e+00,0.00e+00,2.00e-01,2.00e-01,3.60,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,5.50e-01,5.50e-01,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,6.75e-01,6.75e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,3743,1.43e+00
14000,7000,317163,0.00e+00,0.00e+00,4.00e-01,4.00e-01,5.30,0.00e+00,0.00e+00,0.00e+00,6.00e-01,0.00e+00,0.00e+00,5.50e-01,5.50e-01,0.70,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,1.40e+00,1.40e+00,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,3996,2.35e+00
15000,7500,339527,0.00e+00,0.00e+00,1.50e-01,1.50e-01,2.20,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,5.75e-01,5.75e-01,0.10,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,5.50e-01,5.50e-01,0.00,0.00e+00,0.00e+00,0.00e+00,6.00e-01,4248,1.27e+00
16000,8000,360862,0.00e+00,0.00e+00,0.00e+00,0.00e+00,2.50,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,5.00e-01,5.00e-01,0.40,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,8.50e-01,8.50e-01,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,4500,1.35e+00
17000,8500,382736,0.00e+00,0.00e+00,4.50e-01,4.50e-01,1.60,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,3.25e-01,3.25e-01,0.20,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,4.50e-01,4.50e-01,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,4753,1.23e+00
18000,9000,405296,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.00,0.00e+00,0.00e+00,0.00e+00,1.00e-01,0.00e+00,0.00e+00,3.00e-01,3.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e-01,5005,3.00e-01
19000,9500,426925,0.00e+00,0.00e+00,2.50e-01,2.50e-01,4.10,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,1.02e+00,1.02e+00,0.40,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,4.25e-01,4.25e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,5258,1.70e+00
20000,10000,447378,0.00e+00,0.00e+00,3.00e-01,3.00e-01,3.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,5.00e-01,5.00e-01,0.10,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,9.50e-01,9.50e-01,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,5509,1.75e+00
21000,10500,467733,0.00e+00,0.00e+00,4.50e-01,4.50e-01,4.40,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,4.00e-01,4.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,8.50e-01,8.50e-01,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,5760,1.70e+00
22000,11000,488676,0.00e+00,0.00e+00,9.50e-01,9.50e-01,5.70,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,7.00e-01,7.00e-01,0.90,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,1.68e+00,1.68e+00,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,6011,3.33e+00
23000,11500,510501,0.00e+00,0.00e+00,4.50e-01,4.50e-01,4.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,7.00e-01,7.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,1.32e+00,1.32e+00,0.20,0.00e+00,0.00e+00,0.00e+00,3.00e-01,6263,2.47e+00
24000,12000,531983,0.00e+00,0.00e+00,0.00e+00,0.00e+00,3.50,0.00e+00,0.00e+00,0.00e+00,1.00e-01,0.00e+00,0.00e+00,5.50e-01,5.50e-01,0.80,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,8.75e-01,8.75e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,6515,1.43e+00
25000,12500,553416,0.00e+00,0.00e+00,3.50e-01,3.50e-01,4.10,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,3.75e-01,3.75e-01,0.70,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,1.30e+00,1.30e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,6766,2.02e+00
26000,13000,573918,0.00e+00,0.00e+00,3.50e-01,3.50e-01,5.60,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,5.75e-01,5.75e-01,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,1.18e+00,1.18e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,7017,2.10e+00
27000,13500,595547,0.00e+00,0.00e+00,5.50e-01,5.50e-01,4.50,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,6.50e-01,6.50e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,9.25e-01,9.25e-01,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,7268,2.12e+00
