episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_waste_cleared,A1_r_riverside,A1_r_beam,A1_r_cleared,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_waste_cleared,A2_r_riverside,A2_r_beam,A2_r_cleared,A2_share_0,A3_given,A3_received,A3_reward_env,A3_reward_total,A3_waste_cleared,A3_r_riverside,A3_r_beam,A3_r_cleared,A3_share_0,time,reward_env_total
1000,500,25598,0.00e+00,0.00e+00,3.00e-01,3.00e-01,2.70,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,3.00e-01,3.00e-01,1.10,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,4.75e-01,4.75e-01,0.30,0.00e+00,0.00e+00,0.00e+00,4.00e-01,267,1.07e+00
2000,1000,51882,0.00e+00,0.00e+00,1.00e-01,1.00e-01,1.40,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,2.75e-01,2.75e-01,0.10,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,7.50e-02,7.50e-02,0.70,0.00e+00,0.00e+00,0.00e+00,2.00e-01,553,4.50e-01
3000,1500,78362,0.00e+00,0.00e+00,3.00e-01,3.00e-01,2.30,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,2.75e-01,2.75e-01,3.10,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,6.25e-01,6.25e-01,0.20,0.00e+00,0.00e+00,0.00e+00,3.00e-01,866,1.20e+00
4000,2000,104940,0.00e+00,0.00e+00,4.00e-01,4.00e-01,3.10,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.50,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,1.50e-01,1.50e-01,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,1242,5.50e-01
5000,2500,129068,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,5.00e-02,5.00e-02,1.10,0.00e+00,0.00e+00,0.00e+00,1.00e-01,0.00e+00,0.00e+00,7.50e-02,7.50e-02,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e-01,1600,1.25e-01
6000,3000,153588,0.00e+00,0.00e+00,1.50e-01,1.50e-01,2.20,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,2.00e-01,2.00e-01,0.30,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,2.25e-01,2.25e-01,0.40,0.00e+00,0.00e+00,0.00e+00,2.00e-01,1929,5.75e-01
7000,3500,179578,0.00e+00,0.00e+00,3.50e-01,3.50e-01,3.80,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,8.00e-01,8.00e-01,0.10,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,6.25e-01,6.25e-01,0.60,0.00e+00,0.00e+00,0.00e+00,5.00e-01,2220,1.77e+00
8000,4000,203951,0.00e+00,0.00e+00,2.50e-01,2.50e-01,2.70,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,5.50e-01,5.50e-01,0.20,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,6.25e-01,6.25e-01,0.40,0.00e+00,0.00e+00,0.00e+00,3.00e-01,2478,1.43e+00
9000,4500,229059,0.00e+00,0.00e+00,2.00e-01,2.00e-01,3.90,0.00e+00,0.00e+00,0.00e+00,6.00e-01,0.00e+00,0.00e+00,5.00e-01,5.00e-01,1.00,0.00e+00,0.00e+00,0.00e+00,6.00e-01,0.00e+00,0.00e+00,1.10e+00,1.10e+00,0.80,0.00e+00,0.00e+00,0.00e+00,6.00e-01,2744,1.80e+00
10000,5000,254020,0.00e+00,0.00e+00,0.00e+00,0.00e+00,2.50,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,3.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,3.00e-01,3.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,2998,6.00e-01
11000,5500,280059,0.00e+00,0.00e+00,2.00e-01,2.00e-01,3.60,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,6.00e-01,6.00e-01,0.10,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,4.00e-01,4.00e-01,0.90,0.00e+00,0.00e+00,0.00e+00,2.00e-01,3253,1.20e+00
12000,6000,303501,0.00e+00,0.00e+00,1.00e-01,1.00e-01,2.50,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,3.00e-01,3.00e-01,0.50,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,4.75e-01,4.75e-01,1.20,0.00e+00,0.00e+00,0.00e+00,3.00e-01,3506,8.75e-01
13000,6500,329687,0.00e+00,0.00e+00,5.00e-02,5.00e-02,2.90,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,4.25e-01,4.25e-01,0.10,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,2.75e-01,2.75e-01,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,3760,7.50e-01
14000,7000,354207,0.00e+00,0.00e+00,1.00e-01,1.00e-01,1.40,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,5.00e-01,5.00e-01,0.20,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,3.00e-01,3.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,4013,9.00e-01
15000,7500,378531,0.00e+00,0.00e+00,2.00e-01,2.00e-01,5.10,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,6.50e-01,6.50e-01,0.90,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,1.50e+00,1.50e+00,0.40,0.00e+00,0.00e+00,0.00e+00,3.00e-01,4266,2.35e+00
16000,8000,402953,0.00e+00,0.00e+00,1.50e-01,1.50e-01,0.30,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,2.25e-01,2.25e-01,0.50,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,4.00e-01,4.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,4519,7.75e-01
17000,8500,427375,0.00e+00,0.00e+00,5.00e-01,5.00e-01,2.60,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,6.25e-01,6.25e-01,0.70,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,6.75e-01,6.75e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,4772,1.80e+00
18000,9000,451356,0.00e+00,0.00e+00,2.50e-01,2.50e-01,1.40,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,3.50e-01,3.50e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,3.25e-01,3.25e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,5025,9.25e-01
19000,9500,476268,0.00e+00,0.00e+00,1.00e-01,1.00e-01,3.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,2.50e-01,2.50e-01,0.20,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,5.75e-01,5.75e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,5279,9.25e-01
20000,10000,500592,0.00e+00,0.00e+00,4.00e-01,4.00e-01,5.00,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,7.25e-01,7.25e-01,1.20,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,1.43e+00,1.43e+00,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,5532,2.55e+00
21000,10500,524083,0.00e+00,0.00e+00,2.50e-01,2.50e-01,3.20,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,2.25e-01,2.25e-01,0.50,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,3.75e-01,3.75e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,5784,8.50e-01
22000,11000,547917,0.00e+00,0.00e+00,4.00e-01,4.00e-01,4.20,0.00e+00,0.00e+00,0.00e+00,1.00e-01,0.00e+00,0.00e+00,8.00e-01,8.00e-01,0.80,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,1.25e+00,1.25e+00,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,6037,2.45e+00
23000,11500,572829,0.00e+00,0.00e+00,4.00e-01,4.00e-01,5.50,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,9.25e-01,9.25e-01,0.80,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,9.75e-01,9.75e-01,0.00,0.00e+00,0.00e+00,0.00e+00,5.00e-01,6290,2.30e+00
24000,12000,596565,0.00e+00,0.00e+00,5.00e-01,5.00e-01,2.90,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,3.50e-01,3.50e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e-01,0.00e+00,0.00e+00,9.50e-01,9.50e-01,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,6542,1.80e+00
25000,12500,618243,0.00e+00,0.00e+00,1.50e-01,1.50e-01,4.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,3.75e-01,3.75e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,4.25e-01,4.25e-01,0.10,0.00e+00,0.00e+00,0.00e+00,4.00e-01,6794,9.50e-01
26000,13000,641048,0.00e+00,0.00e+00,1.00e-01,1.00e-01,1.10,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,3.50e-01,3.50e-01,1.40,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,4.25e-01,4.25e-01,0.50,0.00e+00,0.00e+00,0.00e+00,6.00e-01,7046,8.75e-01
27000,13500,663314,0.00e+00,0.00e+00,1.00e-01,1.00e-01,1.40,0.00e+00,0.00e+00,0.00e+00,1.00e-01,0.00e+00,0.00e+00,1.50e-01,1.50e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e-01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e-01,7297,2.50e-01
28000,14000,684698,0.00e+00,0.00e+00,1.50e-01,1.50e-01,6.20,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,4.50e-01,4.50e-01,0.30,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,1.00e+00,1.00e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,7549,1.60e+00
29000,14500,705298,0.00e+00,0.00e+00,1.50e-01,1.50e-01,3.50,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,3.50e-01,3.50e-01,0.10,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,7.50e-02,7.50e-02,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,7800,5.75e-01
30000,15000,727025,0.00e+00,0.00e+00,1.00e-01,1.00e-01,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e-01,0.00e+00,0.00e+00,1.00e-01,1.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e-01,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,8052,2.00e-01
31000,15500,748948,0.00e+00,0.00e+00,9.00e-01,9.00e-01,5.10,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,7.75e-01,7.75e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,1.48e+00,1.48e+00,0.00,0.00e+00,0.00e+00,0.00e+00,5.00e-01,8304,3.15e+00
32000,16000,771116,0.00e+00,0.00e+00,1.00e-01,1.00e-01,1.70,0.00e+00,0.00e+00,0.00e+00,1.00e-01,0.00e+00,0.00e+00,4.00e-01,4.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,3.25e-01,3.25e-01,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,8557,8.25e-01
33000,16500,792843,0.00e+00,0.00e+00,3.50e-01,3.50e-01,3.10,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,6.00e-01,6.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,7.00e-01,7.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,8808,1.65e+00
34000,17000,814864,0.00e+00,0.00e+00,1.50e-01,1.50e-01,4.40,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,4.25e-01,4.25e-01,1.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,1.02e+00,1.02e+00,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,9060,1.60e+00
35000,17500,837179,0.00e+00,0.00e+00,1.50e-01,1.50e-01,1.70,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,2.50e-01,2.50e-01,0.10,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,7.75e-01,7.75e-01,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,9312,1.18e+00
36000,18000,859445,0.00e+00,0.00e+00,1.00e-01,1.00e-01,1.90,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,1.50e-01,1.50e-01,0.40,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,1.00e-01,1.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,9565,3.50e-01
