episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_waste_cleared,A1_r_riverside,A1_r_beam,A1_r_cleared,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_waste_cleared,A2_r_riverside,A2_r_beam,A2_r_cleared,A2_share_0,time,reward_env_total
11000,5500,550000,0.00e+00,0.00e+00,1.36e+00,1.36e+00,4.40,0.00e+00,0.00e+00,0.00e+00,2.20e-01,0.00e+00,0.00e+00,8.48e-01,8.48e-01,1.10,0.00e+00,0.00e+00,0.00e+00,2.20e-01,2194,2.21e+00
12000,6000,600000,0.00e+00,0.00e+00,3.60e-01,3.60e-01,2.60,0.00e+00,0.00e+00,0.00e+00,2.60e-01,0.00e+00,0.00e+00,5.44e-01,5.44e-01,0.20,0.00e+00,0.00e+00,0.00e+00,2.60e-01,2388,9.04e-01
13000,6500,650000,0.00e+00,0.00e+00,5.80e-01,5.80e-01,3.40,0.00e+00,0.00e+00,0.00e+00,3.20e-01,0.00e+00,0.00e+00,1.08e+00,1.08e+00,0.30,0.00e+00,0.00e+00,0.00e+00,3.20e-01,2584,1.66e+00
14000,7000,700000,0.00e+00,0.00e+00,1.24e+00,1.24e+00,5.90,0.00e+00,0.00e+00,0.00e+00,2.80e-01,0.00e+00,0.00e+00,1.93e+00,1.93e+00,0.30,0.00e+00,0.00e+00,0.00e+00,2.80e-01,2779,3.17e+00
15000,7500,750000,0.00e+00,0.00e+00,8.00e-01,8.00e-01,6.50,0.00e+00,0.00e+00,0.00e+00,2.40e-01,0.00e+00,0.00e+00,2.24e+00,2.24e+00,0.00,0.00e+00,0.00e+00,0.00e+00,2.40e-01,2975,3.04e+00
16000,8000,800000,0.00e+00,0.00e+00,6.80e-01,6.80e-01,7.00,0.00e+00,0.00e+00,0.00e+00,2.80e-01,0.00e+00,0.00e+00,2.37e+00,2.37e+00,0.30,0.00e+00,0.00e+00,0.00e+00,2.80e-01,3171,3.05e+00
17000,8500,850000,0.00e+00,0.00e+00,1.04e+00,1.04e+00,8.50,0.00e+00,0.00e+00,0.00e+00,3.60e-01,0.00e+00,0.00e+00,2.30e+00,2.30e+00,0.20,0.00e+00,0.00e+00,0.00e+00,3.60e-01,3368,3.34e+00
18000,9000,900000,0.00e+00,0.00e+00,4.80e-01,4.80e-01,10.70,0.00e+00,0.00e+00,0.00e+00,1.20e-01,0.00e+00,0.00e+00,4.73e+00,4.73e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.20e-01,3578,5.21e+00
19000,9500,950000,0.00e+00,0.00e+00,7.60e-01,7.60e-01,8.80,0.00e+00,0.00e+00,0.00e+00,4.60e-01,0.00e+00,0.00e+00,2.48e+00,2.48e+00,0.00,0.00e+00,0.00e+00,0.00e+00,4.60e-01,3779,3.24e+00
20000,10000,1000000,0.00e+00,0.00e+00,7.40e-01,7.40e-01,7.40,0.00e+00,0.00e+00,0.00e+00,5.20e-01,0.00e+00,0.00e+00,2.58e+00,2.58e+00,0.10,0.00e+00,0.00e+00,0.00e+00,5.20e-01,3975,3.32e+00
21000,10500,1050000,0.00e+00,0.00e+00,1.36e+00,1.36e+00,10.00,0.00e+00,0.00e+00,0.00e+00,3.60e-01,0.00e+00,0.00e+00,3.87e+00,3.87e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3.60e-01,4170,5.23e+00
22000,11000,1100000,0.00e+00,0.00e+00,8.40e-01,8.40e-01,8.50,0.00e+00,0.00e+00,0.00e+00,2.80e-01,0.00e+00,0.00e+00,2.44e+00,2.44e+00,0.10,0.00e+00,0.00e+00,0.00e+00,2.80e-01,4366,3.28e+00
23000,11500,1150000,0.00e+00,0.00e+00,1.28e+00,1.28e+00,7.60,0.00e+00,0.00e+00,0.00e+00,3.40e-01,0.00e+00,0.00e+00,3.50e+00,3.50e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3.40e-01,4563,4.78e+00
24000,12000,1200000,0.00e+00,0.00e+00,6.80e-01,6.80e-01,8.20,0.00e+00,0.00e+00,0.00e+00,2.40e-01,0.00e+00,0.00e+00,2.84e+00,2.84e+00,0.00,0.00e+00,0.00e+00,0.00e+00,2.40e-01,4762,3.52e+00
25000,12500,1250000,0.00e+00,0.00e+00,3.00e-01,3.00e-01,7.70,0.00e+00,0.00e+00,0.00e+00,3.20e-01,0.00e+00,0.00e+00,2.34e+00,2.34e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3.20e-01,4961,2.64e+00
26000,13000,1300000,0.00e+00,0.00e+00,5.00e-01,5.00e-01,8.80,0.00e+00,0.00e+00,0.00e+00,1.80e-01,0.00e+00,0.00e+00,3.60e+00,3.60e+00,0.20,0.00e+00,0.00e+00,0.00e+00,1.80e-01,5159,4.10e+00
27000,13500,1350000,0.00e+00,0.00e+00,5.00e-01,5.00e-01,9.80,0.00e+00,0.00e+00,0.00e+00,2.40e-01,0.00e+00,0.00e+00,3.96e+00,3.96e+00,0.50,0.00e+00,0.00e+00,0.00e+00,2.40e-01,5357,4.46e+00
28000,14000,1400000,0.00e+00,0.00e+00,1.68e+00,1.68e+00,11.30,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,4.34e+00,4.34e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,5555,6.02e+00
29000,14500,1450000,0.00e+00,0.00e+00,1.68e+00,1.68e+00,10.80,0.00e+00,0.00e+00,0.00e+00,4.40e-01,0.00e+00,0.00e+00,3.75e+00,3.75e+00,0.20,0.00e+00,0.00e+00,0.00e+00,4.40e-01,5753,5.43e+00
30000,15000,1500000,0.00e+00,0.00e+00,8.20e-01,8.20e-01,8.70,0.00e+00,0.00e+00,0.00e+00,2.40e-01,0.00e+00,0.00e+00,3.02e+00,3.02e+00,0.10,0.00e+00,0.00e+00,0.00e+00,2.40e-01,5952,3.84e+00
31000,15500,1550000,0.00e+00,0.00e+00,4.20e-01,4.20e-01,10.60,0.00e+00,0.00e+00,0.00e+00,1.20e-01,0.00e+00,0.00e+00,4.07e+00,4.07e+00,0.10,0.00e+00,0.00e+00,0.00e+00,1.20e-01,6150,4.49e+00
32000,16000,1600000,0.00e+00,0.00e+00,1.64e+00,1.64e+00,10.90,0.00e+00,0.00e+00,0.00e+00,3.40e-01,0.00e+00,0.00e+00,4.70e+00,4.70e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3.40e-01,6348,6.34e+00
33000,16500,1650000,0.00e+00,0.00e+00,1.20e+00,1.20e+00,11.10,0.00e+00,0.00e+00,0.00e+00,2.60e-01,0.00e+00,0.00e+00,4.61e+00,4.61e+00,0.00,0.00e+00,0.00e+00,0.00e+00,2.60e-01,6547,5.81e+00
34000,17000,1700000,0.00e+00,0.00e+00,1.26e+00,1.26e+00,10.70,0.00e+00,0.00e+00,0.00e+00,2.60e-01,0.00e+00,0.00e+00,4.09e+00,4.09e+00,0.00,0.00e+00,0.00e+00,0.00e+00,2.60e-01,6745,5.35e+00
35000,17500,1750000,0.00e+00,0.00e+00,1.18e+00,1.18e+00,11.40,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,3.10e+00,3.10e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,6943,4.28e+00
36000,18000,1800000,0.00e+00,0.00e+00,1.18e+00,1.18e+00,10.00,0.00e+00,0.00e+00,0.00e+00,3.40e-01,0.00e+00,0.00e+00,4.02e+00,4.02e+00,0.20,0.00e+00,0.00e+00,0.00e+00,3.40e-01,7141,5.20e+00
37000,18500,1850000,0.00e+00,0.00e+00,2.36e+00,2.36e+00,13.20,0.00e+00,0.00e+00,0.00e+00,4.40e-01,0.00e+00,0.00e+00,5.30e+00,5.30e+00,0.00,0.00e+00,0.00e+00,0.00e+00,4.40e-01,7340,7.66e+00
38000,19000,1900000,0.00e+00,0.00e+00,9.60e-01,9.60e-01,10.50,0.00e+00,0.00e+00,0.00e+00,3.60e-01,0.00e+00,0.00e+00,4.79e+00,4.79e+00,0.10,0.00e+00,0.00e+00,0.00e+00,3.60e-01,7539,5.75e+00
39000,19500,1950000,0.00e+00,0.00e+00,1.48e+00,1.48e+00,14.00,0.00e+00,0.00e+00,0.00e+00,2.60e-01,0.00e+00,0.00e+00,5.34e+00,5.34e+00,0.10,0.00e+00,0.00e+00,0.00e+00,2.60e-01,7738,6.82e+00
40000,20000,2000000,0.00e+00,0.00e+00,1.62e+00,1.62e+00,12.80,0.00e+00,0.00e+00,0.00e+00,2.80e-01,0.00e+00,0.00e+00,6.77e+00,6.77e+00,0.20,0.00e+00,0.00e+00,0.00e+00,2.80e-01,7936,8.39e+00
41000,20500,2050000,0.00e+00,0.00e+00,1.72e+00,1.72e+00,9.90,0.00e+00,0.00e+00,0.00e+00,3.60e-01,0.00e+00,0.00e+00,4.54e+00,4.54e+00,0.20,0.00e+00,0.00e+00,0.00e+00,3.60e-01,8136,6.26e+00
42000,21000,2100000,0.00e+00,0.00e+00,2.14e+00,2.14e+00,14.20,0.00e+00,0.00e+00,0.00e+00,3.20e-01,0.00e+00,0.00e+00,6.01e+00,6.01e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3.20e-01,8335,8.15e+00
43000,21500,2150000,0.00e+00,0.00e+00,1.48e+00,1.48e+00,15.80,0.00e+00,0.00e+00,0.00e+00,3.20e-01,0.00e+00,0.00e+00,7.41e+00,7.41e+00,0.20,0.00e+00,0.00e+00,0.00e+00,3.20e-01,8533,8.89e+00
44000,22000,2200000,0.00e+00,0.00e+00,8.20e-01,8.20e-01,11.30,0.00e+00,0.00e+00,0.00e+00,2.40e-01,0.00e+00,0.00e+00,5.31e+00,5.31e+00,0.00,0.00e+00,0.00e+00,0.00e+00,2.40e-01,8732,6.13e+00
45000,22500,2250000,0.00e+00,0.00e+00,2.76e+00,2.76e+00,16.30,0.00e+00,0.00e+00,0.00e+00,3.20e-01,0.00e+00,0.00e+00,1.03e+01,1.03e+01,0.10,0.00e+00,0.00e+00,0.00e+00,3.20e-01,8932,1.30e+01
46000,23000,2300000,0.00e+00,0.00e+00,1.78e+00,1.78e+00,14.20,0.00e+00,0.00e+00,0.00e+00,1.60e-01,0.00e+00,0.00e+00,8.09e+00,8.09e+00,0.10,0.00e+00,0.00e+00,0.00e+00,1.60e-01,9131,9.87e+00
47000,23500,2350000,0.00e+00,0.00e+00,4.06e+00,4.06e+00,19.90,0.00e+00,0.00e+00,0.00e+00,2.60e-01,0.00e+00,0.00e+00,1.39e+01,1.39e+01,0.00,0.00e+00,0.00e+00,0.00e+00,2.60e-01,9330,1.80e+01
48000,24000,2400000,0.00e+00,0.00e+00,3.38e+00,3.38e+00,14.10,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,8.02e+00,8.02e+00,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,9530,1.14e+01
49000,24500,2450000,0.00e+00,0.00e+00,1.88e+00,1.88e+00,14.70,0.00e+00,0.00e+00,0.00e+00,2.80e-01,0.00e+00,0.00e+00,8.14e+00,8.14e+00,0.00,0.00e+00,0.00e+00,0.00e+00,2.80e-01,9730,1.00e+01
50000,25000,2500000,0.00e+00,0.00e+00,1.82e+00,1.82e+00,16.20,0.00e+00,0.00e+00,0.00e+00,1.80e-01,0.00e+00,0.00e+00,1.08e+01,1.08e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.80e-01,9928,1.26e+01
