episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_waste_cleared,A1_r_riverside,A1_r_beam,A1_r_cleared,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_waste_cleared,A2_r_riverside,A2_r_beam,A2_r_cleared,A2_share_0,time,reward_env_total
18000,9000,900000,4.16e-15,6.93e-03,0.00e+00,6.93e-03,39.10,6.93e-03,6.93e-03,6.90e-03,1.00e+00,6.93e-03,4.16e-15,3.75e+01,3.75e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,5537,3.75e+01
19000,9500,950000,4.16e-15,5.38e-03,0.00e+00,5.38e-03,38.80,5.38e-03,5.38e-03,5.37e-03,1.00e+00,5.38e-03,4.16e-15,4.04e+01,4.04e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,5844,4.04e+01
20000,10000,1000000,4.16e-15,3.83e-03,0.00e+00,3.83e-03,38.10,3.83e-03,3.83e-03,3.82e-03,1.00e+00,3.83e-03,4.16e-15,3.74e+01,3.74e+01,0.00,0.00e+00,8.69e-21,0.00e+00,1.00e+00,6151,3.74e+01
21000,10500,1050000,4.16e-15,3.19e-03,0.00e+00,3.19e-03,36.80,3.19e-03,3.19e-03,3.19e-03,1.00e+00,3.19e-03,4.16e-15,3.89e+01,3.89e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,6458,3.89e+01
22000,11000,1100000,4.16e-15,7.76e-03,0.00e+00,7.76e-03,37.80,7.76e-03,7.76e-03,7.75e-03,1.00e+00,7.76e-03,4.16e-15,4.06e+01,4.06e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,6760,4.06e+01
23000,11500,1150000,4.16e-15,6.61e-03,0.00e+00,6.61e-03,36.90,6.61e-03,6.61e-03,6.61e-03,1.00e+00,6.61e-03,4.16e-15,4.01e+01,4.01e+01,0.00,0.00e+00,5.82e-21,0.00e+00,1.00e+00,7073,4.01e+01
24000,12000,1200000,4.23e-15,5.20e-01,0.00e+00,5.20e-01,37.30,5.20e-01,5.20e-01,5.20e-01,1.00e+00,5.20e-01,4.23e-15,3.56e+01,3.51e+01,0.00,0.00e+00,4.90e-16,0.00e+00,1.00e+00,7381,3.56e+01
25000,12500,1250000,4.16e-15,1.81e+00,0.00e+00,1.81e+00,39.00,1.81e+00,1.81e+00,1.81e+00,1.00e+00,1.81e+00,4.16e-15,4.14e+01,3.96e+01,0.00,0.00e+00,1.35e-21,0.00e+00,1.00e+00,7689,4.14e+01
26000,13000,1300000,4.16e-15,1.97e+00,0.00e+00,1.97e+00,38.00,1.97e+00,1.97e+00,1.97e+00,1.00e+00,1.97e+00,4.16e-15,3.95e+01,3.75e+01,0.00,0.00e+00,5.68e-21,0.00e+00,1.00e+00,7999,3.95e+01
27000,13500,1350000,4.16e-15,1.99e+00,0.00e+00,1.99e+00,38.70,1.99e+00,1.99e+00,1.99e+00,1.00e+00,1.99e+00,4.16e-15,3.84e+01,3.64e+01,0.00,0.00e+00,5.42e-21,0.00e+00,1.00e+00,8303,3.84e+01
28000,14000,1400000,4.16e-15,1.97e+00,0.00e+00,1.97e+00,39.60,1.97e+00,1.97e+00,1.97e+00,1.00e+00,1.97e+00,4.16e-15,4.08e+01,3.88e+01,0.00,0.00e+00,6.04e-22,0.00e+00,1.00e+00,8606,4.08e+01
29000,14500,1450000,4.16e-15,2.00e+00,0.00e+00,2.00e+00,37.90,2.00e+00,2.00e+00,2.00e+00,1.00e+00,2.00e+00,4.16e-15,3.46e+01,3.26e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,8915,3.46e+01
30000,15000,1500000,4.16e-15,2.00e+00,0.00e+00,2.00e+00,38.60,2.00e+00,2.00e+00,2.00e+00,1.00e+00,2.00e+00,4.16e-15,4.16e+01,3.96e+01,0.00,0.00e+00,1.14e-21,0.00e+00,1.00e+00,9217,4.16e+01
31000,15500,1550000,4.16e-15,2.00e+00,0.00e+00,2.00e+00,38.60,2.00e+00,2.00e+00,2.00e+00,1.00e+00,2.00e+00,4.16e-15,3.99e+01,3.79e+01,0.00,0.00e+00,1.58e-20,0.00e+00,1.00e+00,9523,3.99e+01
32000,16000,1600000,4.16e-15,2.00e+00,0.00e+00,2.00e+00,38.20,2.00e+00,2.00e+00,2.00e+00,1.00e+00,2.00e+00,4.16e-15,3.91e+01,3.71e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,9831,3.91e+01
33000,16500,1650000,4.16e-15,9.98e+01,0.00e+00,9.98e+01,38.20,9.98e+01,9.98e+01,7.62e+01,1.00e+00,9.98e+01,4.16e-15,4.08e+01,-5.90e+01,0.00,0.00e+00,4.69e-22,0.00e+00,1.00e+00,10138,4.08e+01
34000,17000,1700000,4.16e-15,9.97e+01,0.00e+00,9.97e+01,38.40,9.97e+01,9.97e+01,7.66e+01,1.00e+00,9.97e+01,4.16e-15,4.01e+01,-5.96e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,10449,4.01e+01
35000,17500,1750000,4.16e-15,2.30e+00,0.00e+00,2.30e+00,38.10,2.30e+00,2.30e+00,2.22e+00,1.00e+00,2.30e+00,4.16e-15,4.05e+01,3.82e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,10756,4.05e+01
36000,18000,1800000,4.16e-15,1.97e+00,0.00e+00,1.97e+00,37.90,1.97e+00,1.97e+00,1.97e+00,1.00e+00,1.97e+00,4.16e-15,4.04e+01,3.84e+01,0.00,0.00e+00,1.77e-21,0.00e+00,1.00e+00,11066,4.04e+01
37000,18500,1850000,4.16e-15,9.91e+01,0.00e+00,9.91e+01,39.00,9.91e+01,9.91e+01,7.73e+01,1.00e+00,9.91e+01,4.16e-15,4.22e+01,-5.69e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,11371,4.22e+01
38000,19000,1900000,4.16e-15,1.99e+00,0.00e+00,1.99e+00,39.00,1.99e+00,1.99e+00,1.99e+00,1.00e+00,1.99e+00,4.16e-15,4.20e+01,4.00e+01,0.00,0.00e+00,9.64e-22,0.00e+00,1.00e+00,11685,4.20e+01
39000,19500,1950000,4.16e-15,9.98e+01,0.00e+00,9.98e+01,39.40,9.98e+01,9.98e+01,7.86e+01,1.00e+00,9.98e+01,4.16e-15,4.06e+01,-5.92e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,11990,4.06e+01
40000,20000,2000000,4.16e-15,9.99e+01,0.00e+00,9.99e+01,39.10,9.99e+01,9.99e+01,7.81e+01,1.00e+00,9.99e+01,4.16e-15,4.16e+01,-5.83e+01,0.00,0.00e+00,1.83e-21,0.00e+00,1.00e+00,12297,4.16e+01
41000,20500,2050000,4.16e-15,9.96e+01,0.00e+00,9.96e+01,37.60,9.96e+01,9.96e+01,7.49e+01,1.00e+00,9.96e+01,4.16e-15,4.23e+01,-5.73e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,12601,4.23e+01
42000,21000,2100000,4.16e-15,1.99e+00,0.00e+00,1.99e+00,37.80,1.99e+00,1.99e+00,1.99e+00,1.00e+00,1.99e+00,4.16e-15,3.77e+01,3.57e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,12910,3.77e+01
43000,21500,2150000,4.16e-15,9.97e+01,0.00e+00,9.97e+01,39.10,9.97e+01,9.97e+01,7.80e+01,1.00e+00,9.97e+01,4.16e-15,3.73e+01,-6.24e+01,0.00,0.00e+00,6.08e-22,0.00e+00,1.00e+00,13211,3.73e+01
44000,22000,2200000,4.16e-15,9.98e+01,0.00e+00,9.98e+01,38.20,9.98e+01,9.98e+01,7.63e+01,1.00e+00,9.98e+01,4.16e-15,4.07e+01,-5.91e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,13519,4.07e+01
45000,22500,2250000,4.19e-15,9.97e+01,0.00e+00,9.97e+01,38.40,9.97e+01,9.97e+01,7.67e+01,1.00e+00,9.97e+01,4.19e-15,4.04e+01,-5.93e+01,0.00,0.00e+00,6.60e-21,0.00e+00,1.00e+00,13823,4.04e+01
46000,23000,2300000,4.16e-15,1.00e+02,0.00e+00,1.00e+02,38.40,1.00e+02,1.00e+02,7.68e+01,1.00e+00,1.00e+02,4.16e-15,4.08e+01,-5.92e+01,0.00,0.00e+00,7.10e-22,0.00e+00,1.00e+00,14131,4.08e+01
47000,23500,2350000,4.16e-15,1.00e+02,0.00e+00,1.00e+02,39.20,1.00e+02,1.00e+02,7.84e+01,1.00e+00,1.00e+02,4.16e-15,4.06e+01,-5.94e+01,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,14439,4.06e+01
48000,24000,2400000,1.48e-10,1.00e+02,0.00e+00,1.00e+02,16.30,1.00e+02,8.34e+01,3.26e+01,1.00e+00,1.00e+02,1.48e-10,8.00e+00,-9.20e+01,0.00,0.00e+00,1.91e-17,0.00e+00,1.00e+00,14745,8.00e+00
49000,24500,2450000,2.39e-14,1.00e+02,0.00e+00,1.00e+02,37.50,1.00e+02,9.30e+01,7.50e+01,1.00e+00,1.00e+02,2.39e-14,3.81e+01,-6.19e+01,0.00,0.00e+00,8.84e-18,0.00e+00,1.00e+00,15021,3.81e+01
50000,25000,2500000,3.53e-12,1.00e+02,0.00e+00,1.00e+02,25.00,1.00e+02,6.86e+01,5.00e+01,1.00e+00,1.00e+02,3.53e-12,2.42e+01,-7.58e+01,0.00,0.00e+00,1.21e-13,0.00e+00,1.00e+00,15221,2.42e+01
