episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_waste_cleared,A1_r_riverside,A1_r_beam,A1_r_cleared,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_waste_cleared,A2_r_riverside,A2_r_beam,A2_r_cleared,A2_share_0,A3_given,A3_received,A3_reward_env,A3_reward_total,A3_waste_cleared,A3_r_riverside,A3_r_beam,A3_r_cleared,A3_share_0,time,reward_env_total
11000,5500,550000,0.00e+00,0.00e+00,3.50e-01,3.50e-01,9.70,0.00e+00,0.00e+00,0.00e+00,8.40e-01,0.00e+00,0.00e+00,1.35e+00,1.35e+00,0.80,0.00e+00,0.00e+00,0.00e+00,8.40e-01,0.00e+00,0.00e+00,1.99e+00,1.99e+00,0.10,0.00e+00,0.00e+00,0.00e+00,8.40e-01,3149,3.69e+00
12000,6000,600000,0.00e+00,0.00e+00,6.70e-01,6.70e-01,7.00,0.00e+00,0.00e+00,0.00e+00,7.00e-01,0.00e+00,0.00e+00,1.67e+00,1.67e+00,0.20,0.00e+00,0.00e+00,0.00e+00,7.00e-01,0.00e+00,0.00e+00,1.39e+00,1.39e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.00e-01,3428,3.73e+00
13000,6500,650000,0.00e+00,0.00e+00,4.40e-01,4.40e-01,7.40,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,1.07e+00,1.07e+00,0.10,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,1.10e+00,1.10e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.20e-01,3707,2.62e+00
14000,7000,700000,0.00e+00,0.00e+00,3.70e-01,3.70e-01,4.80,0.00e+00,0.00e+00,0.00e+00,8.00e-01,0.00e+00,0.00e+00,1.62e+00,1.62e+00,0.10,0.00e+00,0.00e+00,0.00e+00,8.00e-01,0.00e+00,0.00e+00,1.25e+00,1.25e+00,0.00,0.00e+00,0.00e+00,0.00e+00,8.00e-01,3985,3.24e+00
15000,7500,750000,0.00e+00,0.00e+00,3.50e-01,3.50e-01,9.80,0.00e+00,0.00e+00,0.00e+00,7.80e-01,0.00e+00,0.00e+00,6.77e-01,6.77e-01,0.80,0.00e+00,0.00e+00,0.00e+00,7.80e-01,0.00e+00,0.00e+00,1.27e+00,1.27e+00,0.30,0.00e+00,0.00e+00,0.00e+00,7.80e-01,4263,2.30e+00
16000,8000,800000,0.00e+00,0.00e+00,5.20e-01,5.20e-01,4.00,0.00e+00,0.00e+00,0.00e+00,7.60e-01,0.00e+00,0.00e+00,1.00e+00,1.00e+00,0.70,0.00e+00,0.00e+00,0.00e+00,7.60e-01,0.00e+00,0.00e+00,1.12e+00,1.12e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.60e-01,4542,2.64e+00
17000,8500,850000,0.00e+00,0.00e+00,5.90e-01,5.90e-01,5.80,0.00e+00,0.00e+00,0.00e+00,7.60e-01,0.00e+00,0.00e+00,1.73e+00,1.73e+00,0.10,0.00e+00,0.00e+00,0.00e+00,7.60e-01,0.00e+00,0.00e+00,1.71e+00,1.71e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.60e-01,4820,4.03e+00
18000,9000,900000,0.00e+00,0.00e+00,4.60e-01,4.60e-01,3.60,0.00e+00,0.00e+00,0.00e+00,6.40e-01,0.00e+00,0.00e+00,7.42e-01,7.42e-01,0.00,0.00e+00,0.00e+00,0.00e+00,6.40e-01,0.00e+00,0.00e+00,1.00e+00,1.00e+00,0.00,0.00e+00,0.00e+00,0.00e+00,6.40e-01,5098,2.20e+00
19000,9500,950000,0.00e+00,0.00e+00,4.80e-01,4.80e-01,9.00,0.00e+00,0.00e+00,0.00e+00,6.60e-01,0.00e+00,0.00e+00,1.01e+00,1.01e+00,0.30,0.00e+00,0.00e+00,0.00e+00,6.60e-01,0.00e+00,0.00e+00,1.66e+00,1.66e+00,0.00,0.00e+00,0.00e+00,0.00e+00,6.60e-01,5377,3.15e+00
20000,10000,1000000,0.00e+00,0.00e+00,5.20e-01,5.20e-01,7.70,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,1.46e+00,1.46e+00,0.80,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,1.54e+00,1.54e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.20e-01,5655,3.53e+00
21000,10500,1050000,0.00e+00,0.00e+00,4.80e-01,4.80e-01,6.00,0.00e+00,0.00e+00,0.00e+00,8.00e-01,0.00e+00,0.00e+00,6.52e-01,6.52e-01,0.90,0.00e+00,0.00e+00,0.00e+00,8.00e-01,0.00e+00,0.00e+00,2.24e+00,2.24e+00,0.10,0.00e+00,0.00e+00,0.00e+00,8.00e-01,5933,3.37e+00
22000,11000,1100000,0.00e+00,0.00e+00,5.30e-01,5.30e-01,7.80,0.00e+00,0.00e+00,0.00e+00,7.80e-01,0.00e+00,0.00e+00,1.91e+00,1.91e+00,1.20,0.00e+00,0.00e+00,0.00e+00,7.80e-01,0.00e+00,0.00e+00,1.28e+00,1.28e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.80e-01,6211,3.72e+00
23000,11500,1150000,0.00e+00,0.00e+00,3.80e-01,3.80e-01,8.00,0.00e+00,0.00e+00,0.00e+00,7.80e-01,0.00e+00,0.00e+00,1.64e+00,1.64e+00,0.80,0.00e+00,0.00e+00,0.00e+00,7.80e-01,0.00e+00,0.00e+00,1.44e+00,1.44e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.80e-01,6490,3.47e+00
24000,12000,1200000,0.00e+00,0.00e+00,8.60e-01,8.60e-01,7.00,0.00e+00,0.00e+00,0.00e+00,6.40e-01,0.00e+00,0.00e+00,1.50e+00,1.50e+00,0.30,0.00e+00,0.00e+00,0.00e+00,6.40e-01,0.00e+00,0.00e+00,1.71e+00,1.71e+00,0.00,0.00e+00,0.00e+00,0.00e+00,6.40e-01,6767,4.07e+00
25000,12500,1250000,0.00e+00,0.00e+00,7.70e-01,7.70e-01,9.50,0.00e+00,0.00e+00,0.00e+00,7.40e-01,0.00e+00,0.00e+00,1.62e+00,1.62e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.40e-01,0.00e+00,0.00e+00,9.47e-01,9.47e-01,0.20,0.00e+00,0.00e+00,0.00e+00,7.40e-01,7045,3.34e+00
26000,13000,1300000,0.00e+00,0.00e+00,1.90e-01,1.90e-01,4.00,0.00e+00,0.00e+00,0.00e+00,9.00e-01,0.00e+00,0.00e+00,1.17e+00,1.17e+00,1.70,0.00e+00,0.00e+00,0.00e+00,9.00e-01,0.00e+00,0.00e+00,1.88e+00,1.88e+00,0.00,0.00e+00,0.00e+00,0.00e+00,9.00e-01,7324,3.23e+00
27000,13500,1350000,0.00e+00,0.00e+00,6.10e-01,6.10e-01,7.20,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,1.60e+00,1.60e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,1.75e+00,1.75e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.20e-01,7602,3.96e+00
28000,14000,1400000,0.00e+00,0.00e+00,9.90e-01,9.90e-01,11.90,0.00e+00,0.00e+00,0.00e+00,6.20e-01,0.00e+00,0.00e+00,1.84e+00,1.84e+00,0.40,0.00e+00,0.00e+00,0.00e+00,6.20e-01,0.00e+00,0.00e+00,3.13e+00,3.13e+00,0.00,0.00e+00,0.00e+00,0.00e+00,6.20e-01,7880,5.95e+00
29000,14500,1450000,0.00e+00,0.00e+00,3.70e-01,3.70e-01,8.70,0.00e+00,0.00e+00,0.00e+00,7.60e-01,0.00e+00,0.00e+00,1.90e+00,1.90e+00,0.10,0.00e+00,0.00e+00,0.00e+00,7.60e-01,0.00e+00,0.00e+00,1.52e+00,1.52e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.60e-01,8158,3.79e+00
30000,15000,1500000,0.00e+00,0.00e+00,3.50e-01,3.50e-01,7.40,0.00e+00,0.00e+00,0.00e+00,7.40e-01,0.00e+00,0.00e+00,1.12e+00,1.12e+00,0.20,0.00e+00,0.00e+00,0.00e+00,7.40e-01,0.00e+00,0.00e+00,1.21e+00,1.21e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.40e-01,8436,2.68e+00
31000,15500,1550000,0.00e+00,0.00e+00,3.70e-01,3.70e-01,8.80,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,1.21e+00,1.21e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,1.71e+00,1.71e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.20e-01,8714,3.29e+00
32000,16000,1600000,0.00e+00,0.00e+00,6.50e-01,6.50e-01,7.50,0.00e+00,0.00e+00,0.00e+00,6.80e-01,0.00e+00,0.00e+00,1.80e+00,1.80e+00,0.10,0.00e+00,0.00e+00,0.00e+00,6.80e-01,0.00e+00,0.00e+00,1.53e+00,1.53e+00,0.00,0.00e+00,0.00e+00,0.00e+00,6.80e-01,8991,3.98e+00
33000,16500,1650000,0.00e+00,0.00e+00,4.70e-01,4.70e-01,8.60,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,1.72e+00,1.72e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,1.64e+00,1.64e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.20e-01,9269,3.83e+00
34000,17000,1700000,0.00e+00,0.00e+00,9.10e-01,9.10e-01,10.00,0.00e+00,0.00e+00,0.00e+00,7.00e-01,0.00e+00,0.00e+00,1.68e+00,1.68e+00,0.50,0.00e+00,0.00e+00,0.00e+00,7.00e-01,0.00e+00,0.00e+00,2.15e+00,2.15e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.00e-01,9547,4.74e+00
35000,17500,1750000,0.00e+00,0.00e+00,5.40e-01,5.40e-01,7.90,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,1.15e+00,1.15e+00,0.50,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,1.80e+00,1.80e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.20e-01,9824,3.50e+00
36000,18000,1800000,0.00e+00,0.00e+00,7.20e-01,7.20e-01,6.90,0.00e+00,0.00e+00,0.00e+00,7.60e-01,0.00e+00,0.00e+00,1.86e+00,1.86e+00,0.10,0.00e+00,0.00e+00,0.00e+00,7.60e-01,0.00e+00,0.00e+00,1.59e+00,1.59e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.60e-01,10102,4.17e+00
37000,18500,1850000,0.00e+00,0.00e+00,3.50e-01,3.50e-01,5.80,0.00e+00,0.00e+00,0.00e+00,7.60e-01,0.00e+00,0.00e+00,1.71e+00,1.71e+00,0.20,0.00e+00,0.00e+00,0.00e+00,7.60e-01,0.00e+00,0.00e+00,1.11e+00,1.11e+00,0.10,0.00e+00,0.00e+00,0.00e+00,7.60e-01,10380,3.17e+00
38000,19000,1900000,0.00e+00,0.00e+00,2.10e-01,2.10e-01,9.70,0.00e+00,0.00e+00,0.00e+00,8.40e-01,0.00e+00,0.00e+00,1.38e+00,1.38e+00,0.60,0.00e+00,0.00e+00,0.00e+00,8.40e-01,0.00e+00,0.00e+00,2.08e+00,2.08e+00,0.00,0.00e+00,0.00e+00,0.00e+00,8.40e-01,10658,3.67e+00
39000,19500,1950000,0.00e+00,0.00e+00,3.80e-01,3.80e-01,7.50,0.00e+00,0.00e+00,0.00e+00,8.40e-01,0.00e+00,0.00e+00,1.67e+00,1.67e+00,2.90,0.00e+00,0.00e+00,0.00e+00,8.40e-01,0.00e+00,0.00e+00,2.30e+00,2.30e+00,0.00,0.00e+00,0.00e+00,0.00e+00,8.40e-01,10936,4.35e+00
40000,20000,2000000,0.00e+00,0.00e+00,1.41e+00,1.41e+00,12.20,0.00e+00,0.00e+00,0.00e+00,5.80e-01,0.00e+00,0.00e+00,2.70e+00,2.70e+00,0.00,0.00e+00,0.00e+00,0.00e+00,5.80e-01,0.00e+00,0.00e+00,2.84e+00,2.84e+00,0.00,0.00e+00,0.00e+00,0.00e+00,5.80e-01,11214,6.94e+00
41000,20500,2050000,0.00e+00,0.00e+00,5.70e-01,5.70e-01,7.50,0.00e+00,0.00e+00,0.00e+00,7.40e-01,0.00e+00,0.00e+00,1.41e+00,1.41e+00,1.50,0.00e+00,0.00e+00,0.00e+00,7.40e-01,0.00e+00,0.00e+00,1.65e+00,1.65e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.40e-01,11491,3.63e+00
42000,21000,2100000,0.00e+00,0.00e+00,9.10e-01,9.10e-01,7.60,0.00e+00,0.00e+00,0.00e+00,6.80e-01,0.00e+00,0.00e+00,1.76e+00,1.76e+00,0.40,0.00e+00,0.00e+00,0.00e+00,6.80e-01,0.00e+00,0.00e+00,1.64e+00,1.64e+00,0.20,0.00e+00,0.00e+00,0.00e+00,6.80e-01,11769,4.31e+00
43000,21500,2150000,0.00e+00,0.00e+00,7.00e-01,7.00e-01,8.00,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,1.81e+00,1.81e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,1.55e+00,1.55e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.20e-01,12047,4.07e+00
44000,22000,2200000,0.00e+00,0.00e+00,3.30e-01,3.30e-01,8.70,0.00e+00,0.00e+00,0.00e+00,8.00e-01,0.00e+00,0.00e+00,1.28e+00,1.28e+00,0.00,0.00e+00,0.00e+00,0.00e+00,8.00e-01,0.00e+00,0.00e+00,1.43e+00,1.43e+00,0.00,0.00e+00,0.00e+00,0.00e+00,8.00e-01,12324,3.04e+00
45000,22500,2250000,0.00e+00,0.00e+00,8.90e-01,8.90e-01,10.60,0.00e+00,0.00e+00,0.00e+00,6.40e-01,0.00e+00,0.00e+00,2.74e+00,2.74e+00,0.40,0.00e+00,0.00e+00,0.00e+00,6.40e-01,0.00e+00,0.00e+00,2.30e+00,2.30e+00,0.00,0.00e+00,0.00e+00,0.00e+00,6.40e-01,12602,5.92e+00
46000,23000,2300000,0.00e+00,0.00e+00,9.50e-01,9.50e-01,12.70,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,2.99e+00,2.99e+00,0.10,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,2.80e+00,2.80e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.20e-01,12880,6.74e+00
47000,23500,2350000,0.00e+00,0.00e+00,6.80e-01,6.80e-01,11.30,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,1.88e+00,1.88e+00,1.00,0.00e+00,0.00e+00,0.00e+00,7.20e-01,0.00e+00,0.00e+00,2.79e+00,2.79e+00,0.20,0.00e+00,0.00e+00,0.00e+00,7.20e-01,13158,5.35e+00
48000,24000,2400000,0.00e+00,0.00e+00,7.00e-01,7.00e-01,11.40,0.00e+00,0.00e+00,0.00e+00,7.00e-01,0.00e+00,0.00e+00,1.97e+00,1.97e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.00e-01,0.00e+00,0.00e+00,1.95e+00,1.95e+00,0.00,0.00e+00,0.00e+00,0.00e+00,7.00e-01,13435,4.62e+00
49000,24500,2450000,0.00e+00,0.00e+00,8.80e-01,8.80e-01,10.90,0.00e+00,0.00e+00,0.00e+00,6.80e-01,0.00e+00,0.00e+00,1.93e+00,1.93e+00,0.90,0.00e+00,0.00e+00,0.00e+00,6.80e-01,0.00e+00,0.00e+00,3.12e+00,3.12e+00,0.00,0.00e+00,0.00e+00,0.00e+00,6.80e-01,13713,5.93e+00
50000,25000,2500000,0.00e+00,0.00e+00,4.70e-01,4.70e-01,13.00,0.00e+00,0.00e+00,0.00e+00,8.00e-01,0.00e+00,0.00e+00,3.47e+00,3.47e+00,0.00,0.00e+00,0.00e+00,0.00e+00,8.00e-01,0.00e+00,0.00e+00,2.61e+00,2.61e+00,0.00,0.00e+00,0.00e+00,0.00e+00,8.00e-01,13984,6.55e+00
