episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_waste_cleared,A1_r_riverside,A1_r_beam,A1_r_cleared,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_waste_cleared,A2_r_riverside,A2_r_beam,A2_r_cleared,A2_share_0,A3_given,A3_received,A3_reward_env,A3_reward_total,A3_waste_cleared,A3_r_riverside,A3_r_beam,A3_r_cleared,A3_share_0,time,reward_env_total
25000,12500,543420,0.00e+00,0.00e+00,0.00e+00,0.00e+00,3.80,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,5.50e-01,5.50e-01,0.60,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,9.25e-01,9.25e-01,0.40,0.00e+00,0.00e+00,0.00e+00,3.00e-01,6754,1.48e+00
26000,13000,562207,0.00e+00,0.00e+00,2.00e-01,2.00e-01,1.50,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,7.50e-02,7.50e-02,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e-01,0.00e+00,0.00e+00,3.25e-01,3.25e-01,0.00,0.00e+00,0.00e+00,0.00e+00,2.00e-01,7003,6.00e-01
27000,13500,582072,0.00e+00,0.00e+00,2.50e-01,2.50e-01,3.70,0.00e+00,0.00e+00,0.00e+00,2.00e-01,0.00e+00,0.00e+00,4.75e-01,4.75e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,7.00e-01,7.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,7253,1.42e+00
28000,14000,602770,0.00e+00,0.00e+00,1.50e-01,1.50e-01,3.40,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,4.25e-01,4.25e-01,1.10,0.00e+00,0.00e+00,0.00e+00,6.00e-01,0.00e+00,0.00e+00,1.35e+00,1.35e+00,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,7504,1.93e+00
29000,14500,623517,0.00e+00,0.00e+00,0.00e+00,0.00e+00,4.20,0.00e+00,0.00e+00,0.00e+00,1.00e-01,0.00e+00,0.00e+00,9.50e-01,9.50e-01,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,0.00e+00,0.00e+00,9.75e-01,9.75e-01,0.00,0.00e+00,0.00e+00,0.00e+00,4.00e-01,7755,1.92e+00
30000,15000,644019,0.00e+00,0.00e+00,5.00e-02,5.00e-02,0.50,0.00e+00,0.00e+00,0.00e+00,1.00e-01,0.00e+00,0.00e+00,7.50e-02,7.50e-02,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e-01,0.00e+00,0.00e+00,1.00e-01,1.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,8006,2.25e-01
31000,15500,664815,0.00e+00,0.00e+00,2.50e-01,2.50e-01,4.20,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,1.75e-01,1.75e-01,0.70,0.00e+00,0.00e+00,0.00e+00,6.00e-01,0.00e+00,0.00e+00,1.10e+00,1.10e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e-01,8257,1.53e+00
32000,16000,686003,0.00e+00,0.00e+00,2.50e-01,2.50e-01,5.30,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,3.75e-01,3.75e-01,0.10,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,1.30e+00,1.30e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e-01,8508,1.93e+00
33000,16500,706309,0.00e+00,0.00e+00,3.00e-01,3.00e-01,4.80,0.00e+00,0.00e+00,0.00e+00,4.00e-01,0.00e+00,0.00e+00,6.00e-01,6.00e-01,0.00,0.00e+00,0.00e+00,0.00e+00,5.00e-01,0.00e+00,0.00e+00,1.20e+00,1.20e+00,0.00,0.00e+00,0.00e+00,0.00e+00,3.00e-01,8759,2.10e+00
34000,17000,727889,0.00e+00,0.00e+00,3.50e-01,3.50e-01,7.90,0.00e+00,0.00e+00,0.00e+00,6.00e-01,0.00e+00,0.00e+00,8.50e-01,8.50e-01,0.50,0.00e+00,0.00e+00,0.00e+00,6.00e-01,0.00e+00,0.00e+00,1.80e+00,1.80e+00,0.00,0.00e+00,0.00e+00,0.00e+00,5.00e-01,9010,3.00e+00
