episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_waste_cleared,A1_r_riverside,A1_r_beam,A1_r_cleared,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_waste_cleared,A2_r_riverside,A2_r_beam,A2_r_cleared,A2_share_0,time,reward_env_total
25000,12500,1250000,0.00e+00,0.00e+00,6.00e-01,6.00e-01,3.70,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.30e+00,1.30e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,-2492,1.90e+00
26000,13000,1300000,0.00e+00,0.00e+00,1.40e+00,1.40e+00,3.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.60e+00,1.60e+00,1.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,-2306,3.00e+00
27000,13500,1350000,0.00e+00,0.00e+00,5.00e-01,5.00e-01,6.30,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,3.30e+00,3.30e+00,0.40,0.00e+00,0.00e+00,0.00e+00,1.00e+00,-2120,3.80e+00
28000,14000,1400000,0.00e+00,0.00e+00,1.00e+00,1.00e+00,3.50,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.20e+00,1.20e+00,0.30,0.00e+00,0.00e+00,0.00e+00,1.00e+00,-1933,2.20e+00
29000,14500,1450000,0.00e+00,0.00e+00,2.00e-01,2.00e-01,2.40,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,5.00e-01,5.00e-01,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,-1747,7.00e-01
30000,15000,1500000,0.00e+00,0.00e+00,5.00e-01,5.00e-01,2.50,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.10e+00,1.10e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,-1561,1.60e+00
31000,15500,1550000,0.00e+00,0.00e+00,1.00e-01,1.00e-01,3.70,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.40e+00,2.40e+00,0.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,-1375,2.50e+00
32000,16000,1600000,0.00e+00,0.00e+00,5.00e-01,5.00e-01,3.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.20e+00,2.20e+00,0.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,-1188,2.70e+00
33000,16500,1650000,0.00e+00,0.00e+00,6.00e-01,6.00e-01,6.30,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.70e+00,2.70e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,-1001,3.30e+00
34000,17000,1700000,0.00e+00,0.00e+00,5.00e-01,5.00e-01,3.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.00e+00,1.00e+00,0.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,-815,1.50e+00
35000,17500,1750000,0.00e+00,0.00e+00,9.00e-01,9.00e-01,4.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.00e+00,2.00e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,-628,2.90e+00
36000,18000,1800000,0.00e+00,0.00e+00,7.00e-01,7.00e-01,3.70,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.90e+00,2.90e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,-442,3.60e+00
37000,18500,1850000,0.00e+00,0.00e+00,3.00e-01,3.00e-01,1.50,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,3.00e-01,3.00e-01,0.60,0.00e+00,0.00e+00,0.00e+00,1.00e+00,-255,6.00e-01
38000,19000,1900000,0.00e+00,0.00e+00,2.00e-01,2.00e-01,3.30,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.20e+00,2.20e+00,0.30,0.00e+00,0.00e+00,0.00e+00,1.00e+00,-68,2.40e+00
39000,19500,1950000,0.00e+00,0.00e+00,5.00e-01,5.00e-01,3.90,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.90e+00,2.90e+00,0.10,0.00e+00,0.00e+00,0.00e+00,1.00e+00,118,3.40e+00
40000,20000,2000000,0.00e+00,0.00e+00,6.00e-01,6.00e-01,3.60,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.20e+00,2.20e+00,0.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,305,2.80e+00
41000,20500,2050000,0.00e+00,0.00e+00,3.00e-01,3.00e-01,4.60,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.40e+00,2.40e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,492,2.70e+00
42000,21000,2100000,0.00e+00,0.00e+00,4.00e-01,4.00e-01,5.90,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.60e+00,2.60e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,679,3.00e+00
43000,21500,2150000,0.00e+00,0.00e+00,1.00e-01,1.00e-01,6.50,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.30e+00,2.30e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,866,2.40e+00
44000,22000,2200000,0.00e+00,0.00e+00,4.00e-01,4.00e-01,6.40,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,3.30e+00,3.30e+00,0.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,1053,3.70e+00
45000,22500,2250000,0.00e+00,0.00e+00,2.00e-01,2.00e-01,6.40,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.30e+00,2.30e+00,0.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,1241,2.50e+00
46000,23000,2300000,0.00e+00,0.00e+00,6.00e-01,6.00e-01,2.80,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,1.30e+00,1.30e+00,0.20,0.00e+00,0.00e+00,0.00e+00,1.00e+00,1428,1.90e+00
47000,23500,2350000,0.00e+00,0.00e+00,3.00e-01,3.00e-01,3.60,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.20e+00,2.20e+00,0.50,0.00e+00,0.00e+00,0.00e+00,1.00e+00,1616,2.50e+00
48000,24000,2400000,0.00e+00,0.00e+00,4.00e-01,4.00e-01,3.80,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,3.00e+00,3.00e+00,0.60,0.00e+00,0.00e+00,0.00e+00,1.00e+00,1803,3.40e+00
49000,24500,2450000,0.00e+00,0.00e+00,3.00e-01,3.00e-01,3.80,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,3.10e+00,3.10e+00,0.60,0.00e+00,0.00e+00,0.00e+00,1.00e+00,1990,3.40e+00
50000,25000,2500000,0.00e+00,0.00e+00,5.00e-01,5.00e-01,5.00,0.00e+00,0.00e+00,0.00e+00,1.00e+00,0.00e+00,0.00e+00,2.80e+00,2.80e+00,0.30,0.00e+00,0.00e+00,0.00e+00,1.00e+00,2176,3.30e+00
