episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_waste_cleared,A1_r_riverside,A1_r_beam,A1_r_cleared,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_waste_cleared,A2_r_riverside,A2_r_beam,A2_r_cleared,A2_share_0,A3_given,A3_received,A3_reward_env,A3_reward_total,A3_waste_cleared,A3_r_riverside,A3_r_beam,A3_r_cleared,A3_share_0,time,reward_env_total
28000,14000,1400000,2.04e+00,4.99e+01,0.00e+00,4.79e+01,5.80,4.99e+01,4.99e+01,5.80e+00,1.00e+00,1.02e-07,4.99e+01,0.00e+00,4.99e+01,0.00,0.00e+00,4.99e+01,0.00e+00,1.00e+00,9.98e+01,2.04e+00,0.00e+00,-9.78e+01,0.00,0.00e+00,2.04e+00,0.00e+00,1.00e+00,13806,0.00e+00
29000,14500,1450000,1.74e-04,5.00e+01,0.00e+00,5.00e+01,9.00,5.00e+01,5.00e+01,9.00e+00,1.00e+00,9.93e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,1.73e-04,0.00e+00,-1.00e+02,0.00,0.00e+00,1.73e-04,0.00e+00,1.00e+00,14296,0.00e+00
30000,15000,1500000,1.48e-05,5.00e+01,0.00e+00,5.00e+01,8.30,5.00e+01,5.00e+01,8.30e+00,1.00e+00,8.45e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,1.45e-05,0.00e+00,-1.00e+02,0.00,0.00e+00,1.45e-05,0.00e+00,1.00e+00,14786,0.00e+00
31000,15500,1550000,9.49e+01,5.00e+01,0.00e+00,-4.49e+01,5.70,5.00e+01,5.00e+01,5.70e+00,1.00e+00,6.87e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,9.49e+01,0.00e+00,-5.06e+00,0.00,0.00e+00,9.49e+01,0.00e+00,1.00e+00,15277,0.00e+00
32000,16000,1600000,1.98e+00,5.00e+01,0.00e+00,4.80e+01,7.90,5.00e+01,5.00e+01,7.90e+00,1.00e+00,8.05e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,1.98e+00,0.00e+00,-9.80e+01,0.00,0.00e+00,1.98e+00,0.00e+00,1.00e+00,15766,0.00e+00
33000,16500,1650000,2.00e+00,5.00e+01,0.00e+00,4.80e+01,6.50,5.00e+01,5.00e+01,6.50e+00,1.00e+00,7.27e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,2.00e+00,0.00e+00,-9.80e+01,0.00,0.00e+00,2.00e+00,0.00e+00,1.00e+00,16257,0.00e+00
34000,17000,1700000,2.02e+00,5.00e+01,0.00e+00,4.80e+01,7.90,5.00e+01,5.00e+01,7.90e+00,1.00e+00,6.19e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,2.02e+00,0.00e+00,-9.80e+01,0.00,0.00e+00,2.02e+00,0.00e+00,1.00e+00,16748,0.00e+00
35000,17500,1750000,9.97e+01,5.00e+01,0.00e+00,-4.97e+01,9.40,5.00e+01,5.00e+01,9.40e+00,1.00e+00,5.93e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,9.97e+01,0.00e+00,-2.79e-01,0.00,0.00e+00,9.97e+01,0.00e+00,1.00e+00,17239,0.00e+00
36000,18000,1800000,7.12e+01,5.00e+01,0.00e+00,-2.12e+01,9.10,5.00e+01,5.00e+01,9.10e+00,1.00e+00,5.54e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,7.12e+01,0.00e+00,-2.88e+01,0.00,0.00e+00,7.12e+01,0.00e+00,1.00e+00,17729,0.00e+00
37000,18500,1850000,4.62e+00,5.00e+01,0.00e+00,4.54e+01,8.60,5.00e+01,5.00e+01,8.60e+00,1.00e+00,4.84e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,4.62e+00,0.00e+00,-9.54e+01,0.00,0.00e+00,4.62e+00,0.00e+00,1.00e+00,18218,0.00e+00
38000,19000,1900000,9.98e+01,5.00e+01,0.00e+00,-4.98e+01,7.00,5.00e+01,5.00e+01,7.00e+00,1.00e+00,3.88e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,9.98e+01,0.00e+00,-1.68e-01,0.00,0.00e+00,9.98e+01,0.00e+00,1.00e+00,18708,0.00e+00
39000,19500,1950000,9.99e+01,5.00e+01,0.00e+00,-4.99e+01,9.90,5.00e+01,5.00e+01,9.90e+00,1.00e+00,4.08e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,9.99e+01,0.00e+00,-9.18e-02,0.00,0.00e+00,9.99e+01,0.00e+00,1.00e+00,19198,0.00e+00
40000,20000,2000000,2.03e+00,5.00e+01,0.00e+00,4.80e+01,7.80,5.00e+01,5.00e+01,7.80e+00,1.00e+00,3.59e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,2.03e+00,0.00e+00,-9.80e+01,0.00,0.00e+00,2.03e+00,0.00e+00,1.00e+00,19688,0.00e+00
41000,20500,2050000,2.00e+00,5.00e+01,0.00e+00,4.80e+01,7.70,5.00e+01,5.00e+01,7.70e+00,1.00e+00,3.31e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,2.00e+00,0.00e+00,-9.80e+01,0.00,0.00e+00,2.00e+00,0.00e+00,1.00e+00,20178,0.00e+00
42000,21000,2100000,2.00e+00,5.00e+01,0.00e+00,4.80e+01,11.30,5.00e+01,5.00e+01,1.13e+01,1.00e+00,2.98e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,2.00e+00,0.00e+00,-9.80e+01,0.00,0.00e+00,2.00e+00,0.00e+00,1.00e+00,20667,0.00e+00
43000,21500,2150000,2.00e+00,5.00e+01,0.00e+00,4.80e+01,8.10,5.00e+01,5.00e+01,8.10e+00,1.00e+00,2.76e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,2.00e+00,0.00e+00,-9.80e+01,0.00,0.00e+00,2.00e+00,0.00e+00,1.00e+00,21156,0.00e+00
44000,22000,2200000,9.99e+01,5.00e+01,0.00e+00,-4.99e+01,9.30,5.00e+01,5.00e+01,9.30e+00,1.00e+00,2.54e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,9.99e+01,0.00e+00,-5.29e-02,0.00,0.00e+00,9.99e+01,0.00e+00,1.00e+00,21645,0.00e+00
45000,22500,2250000,2.00e+00,5.00e+01,0.00e+00,4.80e+01,8.20,5.00e+01,5.00e+01,8.20e+00,1.00e+00,2.22e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,2.00e+00,0.00e+00,-9.80e+01,0.00,0.00e+00,2.00e+00,0.00e+00,1.00e+00,22135,0.00e+00
46000,23000,2300000,3.90e+00,5.00e+01,0.00e+00,4.61e+01,6.30,5.00e+01,5.00e+01,6.30e+00,1.00e+00,1.90e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,3.90e+00,0.00e+00,-9.61e+01,0.00,0.00e+00,3.90e+00,0.00e+00,1.00e+00,22624,0.00e+00
47000,23500,2350000,2.00e+00,5.00e+01,0.00e+00,4.80e+01,6.90,5.00e+01,5.00e+01,6.90e+00,1.00e+00,1.78e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,2.00e+00,0.00e+00,-9.80e+01,0.00,0.00e+00,2.00e+00,0.00e+00,1.00e+00,23113,0.00e+00
48000,24000,2400000,5.30e+00,5.00e+01,0.00e+00,4.47e+01,6.50,5.00e+01,5.00e+01,6.50e+00,1.00e+00,1.86e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,5.30e+00,0.00e+00,-9.47e+01,0.00,0.00e+00,5.30e+00,0.00e+00,1.00e+00,23542,0.00e+00
49000,24500,2450000,1.00e+02,5.00e+01,0.00e+00,-5.00e+01,9.20,5.00e+01,5.00e+01,9.20e+00,1.00e+00,1.46e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,1.00e+02,0.00e+00,-5.29e-04,0.00,0.00e+00,1.00e+02,0.00e+00,1.00e+00,23891,0.00e+00
50000,25000,2500000,1.00e+02,5.00e+01,0.00e+00,-5.00e+01,7.10,5.00e+01,5.00e+01,7.10e+00,1.00e+00,1.39e-08,5.00e+01,0.00e+00,5.00e+01,0.00,0.00e+00,5.00e+01,0.00e+00,1.00e+00,1.00e+02,1.00e+02,0.00e+00,-5.11e-04,0.00,0.00e+00,1.00e+02,0.00e+00,1.00e+00,24179,0.00e+00
