episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_waste_cleared,A1_r_riverside,A1_r_beam,A1_r_cleared,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_waste_cleared,A2_r_riverside,A2_r_beam,A2_r_cleared,time,reward_env_total
11000,5500,550000,0.00e+00,0.00e+00,8.10e+00,8.10e+00,26.60,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,8.10e+00,8.10e+00,0.10,0.00e+00,0.00e+00,0.00e+00,2045,1.62e+01
12000,6000,600000,0.00e+00,0.00e+00,8.75e+00,8.75e+00,29.20,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,8.75e+00,8.75e+00,0.00,0.00e+00,0.00e+00,0.00e+00,2241,1.75e+01
13000,6500,650000,0.00e+00,0.00e+00,9.90e+00,9.90e+00,30.70,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,9.90e+00,9.90e+00,0.00,0.00e+00,0.00e+00,0.00e+00,2437,1.98e+01
14000,7000,700000,0.00e+00,0.00e+00,1.10e+01,1.10e+01,31.60,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.10e+01,1.10e+01,0.00,0.00e+00,0.00e+00,0.00e+00,2634,2.20e+01
15000,7500,750000,0.00e+00,0.00e+00,1.14e+01,1.14e+01,31.60,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.14e+01,1.14e+01,0.00,0.00e+00,0.00e+00,0.00e+00,2843,2.28e+01
16000,8000,800000,0.00e+00,0.00e+00,1.12e+01,1.12e+01,30.00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.12e+01,1.12e+01,0.00,0.00e+00,0.00e+00,0.00e+00,3032,2.23e+01
17000,8500,850000,0.00e+00,0.00e+00,1.16e+01,1.16e+01,31.00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.16e+01,1.16e+01,0.00,0.00e+00,0.00e+00,0.00e+00,3221,2.31e+01
18000,9000,900000,0.00e+00,0.00e+00,1.22e+01,1.22e+01,31.90,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.22e+01,1.22e+01,0.00,0.00e+00,0.00e+00,0.00e+00,3410,2.45e+01
19000,9500,950000,0.00e+00,0.00e+00,1.29e+01,1.29e+01,33.00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.29e+01,1.29e+01,0.00,0.00e+00,0.00e+00,0.00e+00,3609,2.59e+01
20000,10000,1000000,0.00e+00,0.00e+00,1.39e+01,1.39e+01,33.00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.39e+01,1.39e+01,0.00,0.00e+00,0.00e+00,0.00e+00,3807,2.78e+01
21000,10500,1050000,0.00e+00,0.00e+00,1.38e+01,1.38e+01,33.00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.38e+01,1.38e+01,0.00,0.00e+00,0.00e+00,0.00e+00,4004,2.76e+01
22000,11000,1100000,0.00e+00,0.00e+00,1.38e+01,1.38e+01,33.40,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.38e+01,1.38e+01,0.00,0.00e+00,0.00e+00,0.00e+00,4201,2.77e+01
23000,11500,1150000,0.00e+00,0.00e+00,1.56e+01,1.56e+01,33.80,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.56e+01,1.56e+01,0.00,0.00e+00,0.00e+00,0.00e+00,4398,3.12e+01
24000,12000,1200000,0.00e+00,0.00e+00,1.56e+01,1.56e+01,35.00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.56e+01,1.56e+01,0.00,0.00e+00,0.00e+00,0.00e+00,4595,3.12e+01
25000,12500,1250000,0.00e+00,0.00e+00,1.51e+01,1.51e+01,35.20,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.51e+01,1.51e+01,0.00,0.00e+00,0.00e+00,0.00e+00,4792,3.01e+01
26000,13000,1300000,0.00e+00,0.00e+00,1.48e+01,1.48e+01,34.50,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.48e+01,1.48e+01,0.00,0.00e+00,0.00e+00,0.00e+00,4989,2.97e+01
27000,13500,1350000,0.00e+00,0.00e+00,1.50e+01,1.50e+01,31.70,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.50e+01,1.50e+01,0.00,0.00e+00,0.00e+00,0.00e+00,5186,3.00e+01
28000,14000,1400000,0.00e+00,0.00e+00,1.44e+01,1.44e+01,32.40,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.44e+01,1.44e+01,0.00,0.00e+00,0.00e+00,0.00e+00,5397,2.88e+01
29000,14500,1450000,0.00e+00,0.00e+00,1.49e+01,1.49e+01,33.30,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.49e+01,1.49e+01,0.00,0.00e+00,0.00e+00,0.00e+00,5614,2.99e+01
30000,15000,1500000,0.00e+00,0.00e+00,1.57e+01,1.57e+01,31.90,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.57e+01,1.57e+01,0.00,0.00e+00,0.00e+00,0.00e+00,5817,3.13e+01
31000,15500,1550000,0.00e+00,0.00e+00,1.48e+01,1.48e+01,34.30,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.48e+01,1.48e+01,0.00,0.00e+00,0.00e+00,0.00e+00,6014,2.96e+01
32000,16000,1600000,0.00e+00,0.00e+00,1.53e+01,1.53e+01,33.90,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.53e+01,1.53e+01,0.00,0.00e+00,0.00e+00,0.00e+00,6211,3.07e+01
33000,16500,1650000,0.00e+00,0.00e+00,1.74e+01,1.74e+01,35.60,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.74e+01,1.74e+01,0.00,0.00e+00,0.00e+00,0.00e+00,6408,3.49e+01
34000,17000,1700000,0.00e+00,0.00e+00,1.57e+01,1.57e+01,33.90,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.57e+01,1.57e+01,0.00,0.00e+00,0.00e+00,0.00e+00,6608,3.14e+01
35000,17500,1750000,0.00e+00,0.00e+00,1.64e+01,1.64e+01,33.50,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.64e+01,1.64e+01,0.00,0.00e+00,0.00e+00,0.00e+00,6806,3.27e+01
36000,18000,1800000,0.00e+00,0.00e+00,1.66e+01,1.66e+01,33.10,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.66e+01,1.66e+01,0.00,0.00e+00,0.00e+00,0.00e+00,7003,3.32e+01
37000,18500,1850000,0.00e+00,0.00e+00,1.62e+01,1.62e+01,32.80,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.62e+01,1.62e+01,0.00,0.00e+00,0.00e+00,0.00e+00,7200,3.25e+01
38000,19000,1900000,0.00e+00,0.00e+00,1.58e+01,1.58e+01,31.70,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.58e+01,1.58e+01,0.00,0.00e+00,0.00e+00,0.00e+00,7410,3.16e+01
39000,19500,1950000,0.00e+00,0.00e+00,1.64e+01,1.64e+01,34.80,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.64e+01,1.64e+01,0.00,0.00e+00,0.00e+00,0.00e+00,7612,3.29e+01
40000,20000,2000000,0.00e+00,0.00e+00,1.65e+01,1.65e+01,35.10,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.65e+01,1.65e+01,0.00,0.00e+00,0.00e+00,0.00e+00,7812,3.30e+01
41000,20500,2050000,0.00e+00,0.00e+00,1.51e+01,1.51e+01,33.30,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.51e+01,1.51e+01,0.00,0.00e+00,0.00e+00,0.00e+00,8009,3.02e+01
42000,21000,2100000,0.00e+00,0.00e+00,1.56e+01,1.56e+01,32.40,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.56e+01,1.56e+01,0.00,0.00e+00,0.00e+00,0.00e+00,8205,3.12e+01
43000,21500,2150000,0.00e+00,0.00e+00,1.54e+01,1.54e+01,33.70,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.54e+01,1.54e+01,0.00,0.00e+00,0.00e+00,0.00e+00,8401,3.08e+01
44000,22000,2200000,0.00e+00,0.00e+00,1.52e+01,1.52e+01,34.50,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.52e+01,1.52e+01,0.00,0.00e+00,0.00e+00,0.00e+00,8599,3.03e+01
45000,22500,2250000,0.00e+00,0.00e+00,1.65e+01,1.65e+01,33.40,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.65e+01,1.65e+01,0.00,0.00e+00,0.00e+00,0.00e+00,8809,3.30e+01
46000,23000,2300000,0.00e+00,0.00e+00,1.58e+01,1.58e+01,34.20,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.58e+01,1.58e+01,0.00,0.00e+00,0.00e+00,0.00e+00,8999,3.15e+01
47000,23500,2350000,0.00e+00,0.00e+00,1.55e+01,1.55e+01,34.00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.55e+01,1.55e+01,0.00,0.00e+00,0.00e+00,0.00e+00,9196,3.10e+01
48000,24000,2400000,0.00e+00,0.00e+00,1.56e+01,1.56e+01,34.60,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.56e+01,1.56e+01,0.00,0.00e+00,0.00e+00,0.00e+00,9387,3.12e+01
49000,24500,2450000,0.00e+00,0.00e+00,1.72e+01,1.72e+01,33.20,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.72e+01,1.72e+01,0.00,0.00e+00,0.00e+00,0.00e+00,9584,3.45e+01
50000,25000,2500000,0.00e+00,0.00e+00,1.66e+01,1.66e+01,33.50,0.00e+00,0.00e+00,0.00e+00,0.00e+00,0.00e+00,1.66e+01,1.66e+01,0.00,0.00e+00,0.00e+00,0.00e+00,9744,3.33e+01
