,run,episode,$m$,$n$,$\theta^1$,$\theta^2$,Price $m$,Price $n$,acc_rewards
56,1.0,56.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
57,1.0,57.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
58,1.0,58.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
59,1.0,59.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
60,1.0,60.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
61,1.0,61.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
62,1.0,62.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
63,1.0,63.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
64,1.0,64.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
65,1.0,65.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
66,1.0,66.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
67,1.0,67.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
68,1.0,68.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
69,1.0,69.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
70,1.0,70.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
71,1.0,71.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
72,1.0,72.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
73,1.0,73.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
74,1.0,74.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
75,1.0,75.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
76,1.0,76.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
77,1.0,77.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
78,1.0,78.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
79,1.0,79.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
80,1.0,80.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
81,1.0,81.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
82,1.0,82.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
83,1.0,83.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
84,1.0,84.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
85,1.0,85.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
86,1.0,86.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
87,1.0,87.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
88,1.0,88.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
89,1.0,89.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
90,1.0,90.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
91,1.0,91.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
92,1.0,92.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
93,1.0,93.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
94,1.0,94.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
95,1.0,95.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
96,1.0,96.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
97,1.0,97.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
98,1.0,98.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
99,1.0,99.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
100,1.0,100.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
101,2.0,0.0,0.0,0.0,0.5,0.5,-7.500000000000002,-7.500000000000002,0.0
102,2.0,1.0,0.02,0.02,0.40599999999999997,0.40599999999999997,-7.970000000000003,-7.970000000000003,-3.0
103,2.0,2.0,0.04,0.04,0.31799999999999995,0.31799999999999995,-8.410000000000002,-8.410000000000002,-3.0
104,2.0,3.0,0.06,0.06,0.23599999999999993,0.23599999999999993,-8.82,-8.82,-3.0
105,2.0,4.0,0.08,0.08,0.15999999999999992,0.15999999999999992,-9.200000000000001,-9.200000000000001,-3.0
106,2.0,5.0,0.1,0.1,0.08999999999999991,0.08999999999999991,-9.550000000000004,-9.550000000000004,-3.0
107,2.0,6.0,0.12000000000000001,0.12000000000000001,0.025999999999999912,0.025999999999999912,-9.870000000000003,-9.870000000000003,-4.0
108,2.0,7.0,0.14,0.14,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
109,2.0,8.0,0.16,0.16,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
110,2.0,9.0,0.18,0.18,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
111,2.0,10.0,0.19999999999999998,0.19999999999999998,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
112,2.0,11.0,0.21999999999999997,0.21999999999999997,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
113,2.0,12.0,0.23999999999999996,0.23999999999999996,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
114,2.0,13.0,0.25999999999999995,0.25999999999999995,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
115,2.0,14.0,0.27999999999999997,0.27999999999999997,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
116,2.0,15.0,0.3,0.3,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
117,2.0,16.0,0.32,0.32,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
118,2.0,17.0,0.34,0.34,0.002000000000000002,0.002000000000000002,-9.990000000000002,-9.990000000000002,-4.0
119,2.0,18.0,0.36000000000000004,0.36000000000000004,0.01000000000000001,0.01000000000000001,-9.950000000000001,-9.950000000000001,-4.0
120,2.0,19.0,0.38000000000000006,0.38000000000000006,0.024000000000000028,0.024000000000000028,-9.88,-9.88,-4.0
121,2.0,20.0,0.4000000000000001,0.4000000000000001,0.04400000000000005,0.04400000000000005,-9.780000000000001,-9.780000000000001,-4.0
122,2.0,21.0,0.4200000000000001,0.4200000000000001,0.07000000000000008,0.07000000000000008,-9.650000000000002,-9.650000000000002,-4.0
123,2.0,22.0,0.4400000000000001,0.4400000000000001,0.10200000000000012,0.10200000000000012,-9.490000000000002,-9.490000000000002,-4.0
124,2.0,23.0,0.46000000000000013,0.46000000000000013,0.14000000000000015,0.14000000000000015,-9.300000000000002,-9.300000000000002,-4.0
125,2.0,24.0,0.48000000000000015,0.48000000000000015,0.1840000000000002,0.1840000000000002,-9.080000000000002,-9.080000000000002,-4.0
126,2.0,25.0,0.5,0.5,0.2340000000000002,0.2340000000000002,-8.830000000000002,-8.830000000000002,-4.0
127,2.0,26.0,0.5,0.5,0.2840000000000002,0.2840000000000002,-8.58,-8.58,-3.0
128,2.0,27.0,0.5,0.5,0.3340000000000002,0.3340000000000002,-8.33,-8.33,-3.0
129,2.0,28.0,0.5,0.5,0.3840000000000002,0.3840000000000002,-8.080000000000002,-8.080000000000002,-3.0
130,2.0,29.0,0.5,0.5,0.43400000000000016,0.43400000000000016,-7.830000000000001,-7.830000000000001,-3.0
131,2.0,30.0,0.5,0.5,0.48400000000000015,0.48400000000000015,-7.579999999999999,-7.579999999999999,-3.0
132,2.0,31.0,0.5,0.5,0.5340000000000001,0.5340000000000001,-7.330000000000001,-7.330000000000001,-3.0
133,2.0,32.0,0.5,0.5,0.5840000000000002,0.5840000000000002,-7.080000000000001,-7.080000000000001,-4.0
134,2.0,33.0,0.5,0.5,0.6340000000000002,0.6340000000000002,-6.830000000000001,-6.830000000000001,-3.0
135,2.0,34.0,0.5,0.5,0.6840000000000003,0.6840000000000003,-6.579999999999999,-6.579999999999999,-4.0
136,2.0,35.0,0.5,0.5,0.7340000000000003,0.7340000000000003,-6.329999999999999,-6.329999999999999,-2.0
137,2.0,36.0,0.5,0.5,0.7840000000000004,0.7840000000000004,-6.079999999999998,-6.079999999999998,-3.0
138,2.0,37.0,0.5,0.5,0.8340000000000004,0.8340000000000004,-5.829999999999999,-5.829999999999999,-2.0
139,2.0,38.0,0.5,0.5,0.8840000000000005,0.8840000000000005,-5.579999999999999,-5.579999999999999,-2.0
140,2.0,39.0,0.5,0.5,0.9340000000000005,0.9340000000000005,-5.329999999999998,-5.329999999999998,-2.0
141,2.0,40.0,0.5,0.5,0.9840000000000005,0.9840000000000005,-5.079999999999999,-5.079999999999999,-3.0
142,2.0,41.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
143,2.0,42.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
144,2.0,43.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
145,2.0,44.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
146,2.0,45.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
147,2.0,46.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
148,2.0,47.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
149,2.0,48.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
150,2.0,49.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
151,2.0,50.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
152,2.0,51.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
153,2.0,52.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
154,2.0,53.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
155,2.0,54.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
156,2.0,55.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
157,2.0,56.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
158,2.0,57.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
159,2.0,58.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
160,2.0,59.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
161,2.0,60.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
162,2.0,61.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
163,2.0,62.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
164,2.0,63.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
165,2.0,64.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
166,2.0,65.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
167,2.0,66.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
168,2.0,67.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
169,2.0,68.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
170,2.0,69.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
171,2.0,70.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
172,2.0,71.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
173,2.0,72.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
174,2.0,73.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
175,2.0,74.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
176,2.0,75.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
177,2.0,76.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
178,2.0,77.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
179,2.0,78.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
180,2.0,79.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
181,2.0,80.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
182,2.0,81.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
183,2.0,82.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
184,2.0,83.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
185,2.0,84.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
186,2.0,85.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
187,2.0,86.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
188,2.0,87.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
189,2.0,88.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
190,2.0,89.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
191,2.0,90.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
192,2.0,91.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
193,2.0,92.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
194,2.0,93.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
195,2.0,94.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
196,2.0,95.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
197,2.0,96.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
198,2.0,97.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
199,2.0,98.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
200,2.0,99.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
201,2.0,100.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
202,3.0,0.0,0.0,0.0,0.5,0.5,-7.500000000000002,-7.500000000000002,0.0
203,3.0,1.0,0.02,0.02,0.40599999999999997,0.40599999999999997,-7.970000000000003,-7.970000000000003,-4.0
204,3.0,2.0,0.04,0.04,0.31799999999999995,0.31799999999999995,-8.410000000000002,-8.410000000000002,-3.0
205,3.0,3.0,0.06,0.06,0.23599999999999993,0.23599999999999993,-8.82,-8.82,-4.0
206,3.0,4.0,0.08,0.08,0.15999999999999992,0.15999999999999992,-9.200000000000001,-9.200000000000001,-3.0
207,3.0,5.0,0.1,0.1,0.08999999999999991,0.08999999999999991,-9.550000000000004,-9.550000000000004,-2.0
208,3.0,6.0,0.12000000000000001,0.12000000000000001,0.025999999999999912,0.025999999999999912,-9.870000000000003,-9.870000000000003,-3.0
209,3.0,7.0,0.14,0.14,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
210,3.0,8.0,0.16,0.16,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
211,3.0,9.0,0.18,0.18,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
212,3.0,10.0,0.19999999999999998,0.19999999999999998,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
213,3.0,11.0,0.21999999999999997,0.21999999999999997,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
214,3.0,12.0,0.23999999999999996,0.23999999999999996,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
215,3.0,13.0,0.25999999999999995,0.25999999999999995,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
216,3.0,14.0,0.27999999999999997,0.27999999999999997,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
217,3.0,15.0,0.3,0.3,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
218,3.0,16.0,0.32,0.32,0.0,0.0,-10.000000000000002,-10.000000000000002,-4.0
219,3.0,17.0,0.34,0.34,0.002000000000000002,0.002000000000000002,-9.990000000000002,-9.990000000000002,-4.0
220,3.0,18.0,0.36000000000000004,0.36000000000000004,0.01000000000000001,0.01000000000000001,-9.950000000000001,-9.950000000000001,-4.0
221,3.0,19.0,0.38000000000000006,0.38000000000000006,0.024000000000000028,0.024000000000000028,-9.88,-9.88,-4.0
222,3.0,20.0,0.4000000000000001,0.4000000000000001,0.04400000000000005,0.04400000000000005,-9.780000000000001,-9.780000000000001,-4.0
223,3.0,21.0,0.4200000000000001,0.4200000000000001,0.07000000000000008,0.07000000000000008,-9.650000000000002,-9.650000000000002,-4.0
224,3.0,22.0,0.4400000000000001,0.4400000000000001,0.10200000000000012,0.10200000000000012,-9.490000000000002,-9.490000000000002,-4.0
225,3.0,23.0,0.46000000000000013,0.46000000000000013,0.14000000000000015,0.14000000000000015,-9.300000000000002,-9.300000000000002,-4.0
226,3.0,24.0,0.48000000000000015,0.48000000000000015,0.1840000000000002,0.1840000000000002,-9.080000000000002,-9.080000000000002,-4.0
227,3.0,25.0,0.5,0.5,0.2340000000000002,0.2340000000000002,-8.830000000000002,-8.830000000000002,-4.0
228,3.0,26.0,0.5,0.5,0.2840000000000002,0.2840000000000002,-8.58,-8.58,-4.0
229,3.0,27.0,0.5,0.5,0.3340000000000002,0.3340000000000002,-8.33,-8.33,-4.0
230,3.0,28.0,0.5,0.5,0.3840000000000002,0.3840000000000002,-8.080000000000002,-8.080000000000002,-4.0
231,3.0,29.0,0.5,0.5,0.43400000000000016,0.43400000000000016,-7.830000000000001,-7.830000000000001,-2.0
232,3.0,30.0,0.5,0.5,0.48400000000000015,0.48400000000000015,-7.579999999999999,-7.579999999999999,-4.0
233,3.0,31.0,0.5,0.5,0.5340000000000001,0.5340000000000001,-7.330000000000001,-7.330000000000001,-4.0
234,3.0,32.0,0.5,0.5,0.5840000000000002,0.5840000000000002,-7.080000000000001,-7.080000000000001,-2.0
235,3.0,33.0,0.5,0.5,0.6340000000000002,0.6340000000000002,-6.830000000000001,-6.830000000000001,-3.0
236,3.0,34.0,0.5,0.5,0.6840000000000003,0.6840000000000003,-6.579999999999999,-6.579999999999999,-2.0
237,3.0,35.0,0.5,0.5,0.7340000000000003,0.7340000000000003,-6.329999999999999,-6.329999999999999,-3.0
238,3.0,36.0,0.5,0.5,0.7840000000000004,0.7840000000000004,-6.079999999999998,-6.079999999999998,-2.0
239,3.0,37.0,0.5,0.5,0.8340000000000004,0.8340000000000004,-5.829999999999999,-5.829999999999999,-3.0
240,3.0,38.0,0.5,0.5,0.8840000000000005,0.8840000000000005,-5.579999999999999,-5.579999999999999,-2.0
241,3.0,39.0,0.5,0.5,0.9340000000000005,0.9340000000000005,-5.329999999999998,-5.329999999999998,-2.0
242,3.0,40.0,0.5,0.5,0.9840000000000005,0.9840000000000005,-5.079999999999999,-5.079999999999999,-2.0
243,3.0,41.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
244,3.0,42.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
245,3.0,43.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
246,3.0,44.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
247,3.0,45.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
248,3.0,46.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
249,3.0,47.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
250,3.0,48.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
251,3.0,49.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
252,3.0,50.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
253,3.0,51.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
254,3.0,52.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
255,3.0,53.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
256,3.0,54.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
257,3.0,55.0,0.5,0.5,1.0,1.0,-5.000000000000001,-5.000000000000001,-2.0
