episode,step_train,step,A1_given,A1_received,A1_reward_env,A1_reward_total,A1_share_0,A2_given,A2_received,A2_reward_env,A2_reward_total,A2_share_0
100,100,8000,0.000e+00,0.000e+00,-1.525e+00,-1.525e+00,5.959e-01,0.000e+00,0.000e+00,-1.500e+00,-1.500e+00,5.959e-01
200,200,16000,0.000e+00,0.000e+00,-1.470e+00,-1.470e+00,5.456e-01,0.000e+00,0.000e+00,-1.534e+00,-1.534e+00,5.456e-01
300,300,24000,0.000e+00,0.000e+00,-1.501e+00,-1.501e+00,5.515e-01,0.000e+00,0.000e+00,-1.510e+00,-1.510e+00,5.515e-01
400,400,32000,0.000e+00,0.000e+00,-1.486e+00,-1.486e+00,5.510e-01,0.000e+00,0.000e+00,-1.505e+00,-1.505e+00,5.510e-01
500,500,40000,0.000e+00,0.000e+00,-1.491e+00,-1.491e+00,6.232e-01,0.000e+00,0.000e+00,-1.510e+00,-1.510e+00,6.232e-01
600,600,48000,0.000e+00,0.000e+00,-1.502e+00,-1.502e+00,6.349e-01,0.000e+00,0.000e+00,-1.495e+00,-1.495e+00,6.349e-01
700,700,56000,0.000e+00,0.000e+00,-1.480e+00,-1.480e+00,5.865e-01,0.000e+00,0.000e+00,-1.490e+00,-1.490e+00,5.865e-01
800,800,64000,0.000e+00,0.000e+00,-1.469e+00,-1.469e+00,5.774e-01,0.000e+00,0.000e+00,-1.471e+00,-1.471e+00,5.774e-01
900,900,72000,0.000e+00,0.000e+00,-1.470e+00,-1.470e+00,5.529e-01,0.000e+00,0.000e+00,-1.464e+00,-1.464e+00,5.529e-01
1000,1000,80000,0.000e+00,0.000e+00,-1.442e+00,-1.442e+00,5.565e-01,0.000e+00,0.000e+00,-1.476e+00,-1.476e+00,5.565e-01
1100,1100,88000,0.000e+00,0.000e+00,-1.413e+00,-1.413e+00,5.536e-01,0.000e+00,0.000e+00,-1.470e+00,-1.470e+00,5.536e-01
1200,1200,96000,0.000e+00,0.000e+00,-1.370e+00,-1.370e+00,5.311e-01,0.000e+00,0.000e+00,-1.430e+00,-1.430e+00,5.311e-01
1300,1300,104000,0.000e+00,0.000e+00,-1.359e+00,-1.359e+00,4.858e-01,0.000e+00,0.000e+00,-1.439e+00,-1.439e+00,4.858e-01
1400,1400,112000,0.000e+00,0.000e+00,-1.221e+00,-1.221e+00,3.456e-01,0.000e+00,0.000e+00,-1.479e+00,-1.479e+00,3.456e-01
1500,1500,120000,0.000e+00,0.000e+00,-1.108e+00,-1.108e+00,3.040e-01,0.000e+00,0.000e+00,-1.470e+00,-1.470e+00,3.040e-01
1600,1600,128000,0.000e+00,0.000e+00,-9.761e-01,-9.761e-01,1.923e-01,0.000e+00,0.000e+00,-1.464e+00,-1.464e+00,1.923e-01
1700,1700,136000,0.000e+00,0.000e+00,-8.686e-01,-8.686e-01,1.206e-01,0.000e+00,0.000e+00,-1.502e+00,-1.502e+00,1.206e-01
1800,1800,144000,0.000e+00,0.000e+00,-8.835e-01,-8.835e-01,7.712e-02,0.000e+00,0.000e+00,-1.355e+00,-1.355e+00,7.712e-02
1900,1900,152000,0.000e+00,0.000e+00,-8.938e-01,-8.938e-01,5.350e-02,0.000e+00,0.000e+00,-1.273e+00,-1.273e+00,5.350e-02
2000,2000,160000,0.000e+00,0.000e+00,-9.385e-01,-9.385e-01,3.862e-02,0.000e+00,0.000e+00,-1.155e+00,-1.155e+00,3.862e-02
2100,2100,168000,0.000e+00,0.000e+00,-9.684e-01,-9.684e-01,2.763e-02,0.000e+00,0.000e+00,-1.088e+00,-1.088e+00,2.763e-02
2200,2200,176000,0.000e+00,0.000e+00,-9.863e-01,-9.863e-01,1.925e-02,0.000e+00,0.000e+00,-1.042e+00,-1.042e+00,1.925e-02
2300,2300,184000,0.000e+00,0.000e+00,-9.909e-01,-9.909e-01,1.950e-02,0.000e+00,0.000e+00,-1.028e+00,-1.028e+00,1.950e-02
2400,2400,192000,0.000e+00,0.000e+00,-9.966e-01,-9.966e-01,1.713e-02,0.000e+00,0.000e+00,-1.018e+00,-1.018e+00,1.713e-02
2500,2500,200000,0.000e+00,0.000e+00,-9.957e-01,-9.957e-01,1.713e-02,0.000e+00,0.000e+00,-1.012e+00,-1.012e+00,1.713e-02
2600,2600,208000,0.000e+00,0.000e+00,-9.981e-01,-9.981e-01,1.862e-02,0.000e+00,0.000e+00,-1.010e+00,-1.010e+00,1.862e-02
2700,2700,216000,0.000e+00,0.000e+00,-9.999e-01,-9.999e-01,1.650e-02,0.000e+00,0.000e+00,-1.006e+00,-1.006e+00,1.650e-02
2800,2800,224000,0.000e+00,0.000e+00,-9.995e-01,-9.995e-01,1.525e-02,0.000e+00,0.000e+00,-1.003e+00,-1.003e+00,1.525e-02
2900,2900,232000,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,1.588e-02,0.000e+00,0.000e+00,-1.005e+00,-1.005e+00,1.588e-02
3000,3000,240000,0.000e+00,0.000e+00,-1.002e+00,-1.002e+00,1.562e-02,0.000e+00,0.000e+00,-1.004e+00,-1.004e+00,1.562e-02
3100,3100,248000,0.000e+00,0.000e+00,-9.998e-01,-9.998e-01,1.487e-02,0.000e+00,0.000e+00,-1.004e+00,-1.004e+00,1.487e-02
3200,3200,256000,0.000e+00,0.000e+00,-1.000e+00,-1.000e+00,1.650e-02,0.000e+00,0.000e+00,-1.002e+00,-1.002e+00,1.650e-02
3300,3300,264000,0.000e+00,0.000e+00,-1.002e+00,-1.002e+00,2.000e-02,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,2.000e-02
3400,3400,272000,0.000e+00,0.000e+00,-9.977e-01,-9.977e-01,2.050e-02,0.000e+00,0.000e+00,-1.005e+00,-1.005e+00,2.050e-02
3500,3500,280000,0.000e+00,0.000e+00,-1.001e+00,-1.001e+00,1.925e-02,0.000e+00,0.000e+00,-1.002e+00,-1.002e+00,1.925e-02
